content,主题概率,主题类型,情感类型,情感得分
hate people lifetime ,"[(0, 0.78996867), (1, 0.042067897), (2, 0.04216956), (3, 0.041921023), (4, 0.04197595), (5, 0.04189692)]",0,NEGATIVE,0.9989546537399292
hate sharp ,"[(0, 0.056096412), (1, 0.05573967), (2, 0.055588044), (3, 0.7210812), (4, 0.055624273), (5, 0.05587039)]",3,NEGATIVE,0.999036431312561
hate traitor…… country political situation ,"[(0, 0.027979022), (1, 0.027939556), (2, 0.028221155), (3, 0.8593749), (4, 0.02844946), (5, 0.028035933)]",3,NEGATIVE,0.9884904623031616
hate virus destroy china situation stuntes activity feel prove ,"[(0, 0.57960206), (1, 0.016806526), (2, 0.016745914), (3, 0.016764902), (4, 0.3533347), (5, 0.016745886)]",0,NEGATIVE,0.9624140858650208
hated nation ,"[(0, 0.72186476), (1, 0.055595677), (2, 0.05572273), (3, 0.055626564), (4, 0.055620294), (5, 0.055570006)]",0,NEGATIVE,0.9994980096817017
hateful predatory china ,"[(0, 0.04181941), (1, 0.041745573), (2, 0.041895308), (3, 0.041732725), (4, 0.79107815), (5, 0.04172886)]",4,NEGATIVE,0.9947754144668579
hater bored ,"[(0, 0.05618854), (1, 0.056148287), (2, 0.055655982), (3, 0.05565814), (4, 0.7206898), (5, 0.055659235)]",4,NEGATIVE,0.9997580647468567
health ,"[(0, 0.08337681), (1, 0.08333645), (2, 0.0833702), (3, 0.58302975), (4, 0.083507866), (5, 0.08337889)]",3,POSITIVE,0.9979549646377563
health country india focus physical mental ,"[(0, 0.024046497), (1, 0.023910884), (2, 0.024082333), (3, 0.87982595), (4, 0.024025775), (5, 0.024108524)]",3,POSITIVE,0.9974331259727478
health happiness ,"[(0, 0.25744522), (1, 0.055569008), (2, 0.056322925), (3, 0.5194326), (4, 0.05564258), (5, 0.055587642)]",3,POSITIVE,0.9998509883880615
health turkey danger family time stubbornly test people chornic illness understood start campaign write twitter support parliament heard voice hear organization life depend piece paper ,"[(3, 0.10250149), (5, 0.8716641)]",5,NEGATIVE,0.9885256886482239
healthy country democracy government develop super power support single citizen create lead status ,"[(0, 0.011939345), (1, 0.011942282), (2, 0.94020456), (3, 0.011928883), (4, 0.0120258145), (5, 0.011959128)]",2,POSITIVE,0.9992815852165222
healthy food dission time tack froot shop friend family ,"[(0, 0.016695295), (1, 0.017178306), (2, 0.016987013), (3, 0.915761), (4, 0.016691571), (5, 0.016686814)]",3,POSITIVE,0.9096042513847351
healthy meal ,"[(0, 0.055571895), (1, 0.72187763), (2, 0.0558157), (3, 0.055591088), (4, 0.05557158), (5, 0.055572163)]",1,POSITIVE,0.9998358488082886
hear ,"[(0, 0.08390478), (1, 0.58046204), (2, 0.08361159), (3, 0.08471423), (4, 0.08334019), (5, 0.083967164)]",1,POSITIVE,0.9987009763717651
hear indian music ,"[(0, 0.041927036), (1, 0.04193371), (2, 0.24395303), (3, 0.58863646), (4, 0.041736815), (5, 0.041812934)]",3,POSITIVE,0.9996192455291748
hear people aggressive disrespectful prove ,"[(0, 0.027988032), (1, 0.8604748), (2, 0.027966017), (3, 0.027881155), (4, 0.027849693), (5, 0.027840294)]",1,NEGATIVE,0.9979197382926941
hear rest soul peace blame specific hearted trigger hated ,"[(0, 0.9156908), (1, 0.016743647), (2, 0.016771255), (3, 0.016793583), (4, 0.017266177), (5, 0.016734526)]",0,NEGATIVE,0.9804407358169556
hear smart people ,"[(0, 0.04204685), (1, 0.21210115), (2, 0.04186647), (3, 0.0423224), (4, 0.04202618), (5, 0.61963695)]",5,POSITIVE,0.999846339225769
hear truth shut ,"[(0, 0.04178531), (1, 0.7906364), (2, 0.042017628), (3, 0.0420107), (4, 0.041727673), (5, 0.04182222)]",1,NEUTRAL,0.5525596737861633
hear xinjiang ,"[(0, 0.05598902), (1, 0.055945188), (2, 0.055774976), (3, 0.7209801), (4, 0.05557187), (5, 0.055738844)]",3,POSITIVE,0.959903359413147
heart ,"[(0, 0.58045685), (1, 0.084640466), (2, 0.0840951), (3, 0.08411283), (4, 0.08334708), (5, 0.08334768)]",0,POSITIVE,0.9998140931129456
heart brave soul ,"[(0, 0.7908716), (1, 0.041826222), (2, 0.041769676), (3, 0.042157777), (4, 0.041700345), (5, 0.041674383)]",0,POSITIVE,0.9998511075973511
heart time spirit unity ,"[(0, 0.033524457), (1, 0.033517905), (2, 0.033476945), (3, 0.83252335), (4, 0.03361234), (5, 0.033345077)]",3,POSITIVE,0.9997475743293762
heartless ,"[(0, 0.083460405), (1, 0.5826994), (2, 0.08345832), (3, 0.08346123), (4, 0.08345785), (5, 0.08346281)]",1,NEGATIVE,0.9943634271621704
hearts mother ,"[(0, 0.055970553), (1, 0.72074246), (2, 0.05612771), (3, 0.05581099), (4, 0.055711035), (5, 0.055637255)]",1,POSITIVE,0.9994412064552307
heaven ,"[(0, 0.5828362), (1, 0.08334153), (2, 0.083797544), (3, 0.08334162), (4, 0.08334139), (5, 0.08334171)]",0,POSITIVE,0.9996967315673828
heck extremist idiot ,"[(0, 0.041888367), (1, 0.041697625), (2, 0.041806832), (3, 0.04169795), (4, 0.39899343), (5, 0.4339158)]",5,NEGATIVE,0.9997662901878357
hehe ,"[(0, 0.08336784), (1, 0.08336765), (2, 0.58273274), (3, 0.08379615), (4, 0.08336711), (5, 0.08336848)]",2,POSITIVE,0.8446922898292542
hehe smile ,"[(0, 0.055573408), (1, 0.055573363), (2, 0.7204242), (3, 0.05568595), (4, 0.057169437), (5, 0.05557371)]",2,POSITIVE,0.9993287324905396
hehe spicy chicken ,"[(0, 0.041678496), (1, 0.042391952), (2, 0.79080796), (3, 0.04173141), (4, 0.041711513), (5, 0.041678686)]",2,POSITIVE,0.9680784344673157
hehe talk country ,"[(0, 0.041922145), (1, 0.041914195), (2, 0.7905376), (3, 0.041896407), (4, 0.042028423), (5, 0.041701294)]",2,POSITIVE,0.6413357853889465
heilongjiang ,"[(0, 0.5827465), (1, 0.08345055), (2, 0.083449155), (3, 0.08345188), (4, 0.08344868), (5, 0.08345325)]",0,POSITIVE,0.9684150815010071
hell ,"[(0, 0.58281875), (1, 0.083401665), (2, 0.083504446), (3, 0.08360084), (4, 0.08333706), (5, 0.083337225)]",0,NEGATIVE,0.9994626641273499
hell care ,"[(0, 0.31935674), (1, 0.05622558), (2, 0.05627485), (3, 0.4568958), (4, 0.05568618), (5, 0.055560835)]",3,NEGATIVE,0.8137332201004028
hell china send fucking camp talk leader ,"[(0, 0.80226684), (1, 0.02096293), (2, 0.021037953), (3, 0.020898864), (4, 0.021227127), (5, 0.11360625)]",0,NEGATIVE,0.9984758496284485
hell mongolian ,"[(0, 0.36999646), (1, 0.40742794), (2, 0.05568444), (3, 0.055748492), (4, 0.055571042), (5, 0.05557161)]",1,NEGATIVE,0.9888226985931396
hell talk ,"[(0, 0.72082746), (1, 0.0559063), (2, 0.055925187), (3, 0.0558659), (4, 0.055873882), (5, 0.055601284)]",0,NEGATIVE,0.9957945346832275
henan people moved ,"[(0, 0.041760866), (1, 0.7911382), (2, 0.041798167), (3, 0.041729886), (4, 0.04184582), (5, 0.041727047)]",1,POSITIVE,0.9947905540466309
henancome china ,"[(0, 0.055812683), (1, 0.0556613), (2, 0.721307), (3, 0.05563458), (4, 0.055958223), (5, 0.055626225)]",2,NEGATIVE,0.9194052815437317
heran china mulu ,"[(0, 0.04181147), (1, 0.04174066), (2, 0.79095155), (3, 0.0417283), (4, 0.042043447), (5, 0.04172458)]",2,POSITIVE,0.8715158700942993
heritage china project choose country chinese people happiness wellbeing forever ,"[(0, 0.01524787), (1, 0.015270151), (2, 0.9235394), (3, 0.015214555), (4, 0.015542507), (5, 0.015185516)]",2,POSITIVE,0.9992101192474365
heritage strong technology quantum computer poor sight modi force american government grant ,"[(0, 0.012932983), (1, 0.012895641), (2, 0.10293835), (3, 0.012930279), (4, 0.84544647), (5, 0.01285626)]",4,NEGATIVE,0.9866551160812378
hermosas chinas cultura ,"[(0, 0.041819435), (1, 0.041745596), (2, 0.04189408), (3, 0.04200418), (4, 0.79080784), (5, 0.041728873)]",4,POSITIVE,0.9366333484649658
hermosas rosa facinan ,"[(0, 0.041715328), (1, 0.04171512), (2, 0.041714642), (3, 0.7913105), (4, 0.04182835), (5, 0.0417161)]",3,POSITIVE,0.9746829867362976
hermosos ,"[(0, 0.08350074), (1, 0.08349982), (2, 0.08349781), (3, 0.083501846), (4, 0.582496), (5, 0.0835038)]",4,POSITIVE,0.9955093860626221
hero ,"[(0, 0.58271796), (1, 0.08333918), (2, 0.0833391), (3, 0.08333926), (4, 0.083925135), (5, 0.08333931)]",0,POSITIVE,0.9997521042823792
heroes ,"[(0, 0.58272386), (1, 0.08333918), (2, 0.0833391), (3, 0.08333926), (4, 0.08391933), (5, 0.08333931)]",0,POSITIVE,0.9997825026512146
hese madang kaluar boga duit ,"[(0, 0.027805781), (1, 0.027805666), (2, 0.027805401), (3, 0.027805934), (4, 0.02780531), (5, 0.86097187)]",5,NEGATIVE,0.9984355568885803
hexagon fighter time ,"[(0, 0.041780967), (1, 0.7903002), (2, 0.04197351), (3, 0.042435925), (4, 0.041776925), (5, 0.04173249)]",1,POSITIVE,0.8551930785179138
heze peony ,"[(0, 0.05590279), (1, 0.055879455), (2, 0.05561193), (3, 0.055613134), (4, 0.05561175), (5, 0.7213809)]",5,NEGATIVE,0.9994838237762451
hhhahahhaha peice shit mother virus ,"[(0, 0.02784182), (1, 0.027901983), (2, 0.7286031), (3, 0.02788068), (4, 0.15991431), (5, 0.027858052)]",2,NEGATIVE,0.9979648590087891
hhhh ,"[(0, 0.083426856), (1, 0.08342643), (2, 0.08342533), (3, 0.083427474), (4, 0.08342503), (5, 0.5828689)]",5,NEGATIVE,0.9445982575416565
hide ,"[(0, 0.083458714), (1, 0.083450556), (2, 0.0833438), (3, 0.08334406), (4, 0.58254695), (5, 0.083855905)]",4,NEGATIVE,0.9979116320610046
highend talent ,"[(0, 0.72202826), (1, 0.055594318), (2, 0.055593885), (3, 0.055594675), (4, 0.05559374), (5, 0.055595092)]",0,POSITIVE,0.995917022228241
highness school vietnam ,"[(0, 0.041687388), (1, 0.7915128), (2, 0.04170366), (3, 0.041687515), (4, 0.04172092), (5, 0.04168771)]",1,NEGATIVE,0.8082318305969238
hike ,"[(0, 0.083427176), (1, 0.083426625), (2, 0.08342557), (3, 0.0834277), (4, 0.08342524), (5, 0.5828677)]",5,POSITIVE,0.9880528450012207
hindu talk country ,"[(0, 0.041936234), (1, 0.041929178), (2, 0.042069968), (3, 0.041857287), (4, 0.7904866), (5, 0.041720748)]",4,NEUTRAL,0.5312322974205017
history china steal worthy talk south korea figure father didn argue traditional costume dare sesame country population provincial university shame mother stomach develop inverse brain straight rectum ,"[(4, 0.9699888)]",4,NEGATIVE,0.992868959903717
history ottoman build wall china grandparent afraid ,"[(0, 0.021045513), (1, 0.02146034), (2, 0.02102662), (3, 0.021061169), (4, 0.8945424), (5, 0.020863956)]",4,NEGATIVE,0.9787261486053467
hmmmmm ,"[(0, 0.5827464), (1, 0.083450496), (2, 0.08344909), (3, 0.083451934), (4, 0.083448716), (5, 0.08345334)]",0,NEGATIVE,0.9917393922805786
hmong ,"[(0, 0.08344139), (1, 0.084713615), (2, 0.08343953), (3, 0.58152294), (4, 0.08343915), (5, 0.083443396)]",3,NEGATIVE,0.9763038754463196
hoho ,"[(0, 0.083460726), (1, 0.5826975), (2, 0.08345871), (3, 0.08346171), (4, 0.08345817), (5, 0.08346321)]",1,NEGATIVE,0.9805725812911987
hold ,"[(0, 0.08345132), (1, 0.5813706), (2, 0.08334315), (3, 0.08349523), (4, 0.08389122), (5, 0.08444845)]",1,POSITIVE,0.9986628293991089
hole quarantine chinese people beach crazy ,"[(0, 0.023867222), (1, 0.8803638), (2, 0.024136666), (3, 0.02388133), (4, 0.023907349), (5, 0.023843601)]",1,NEGATIVE,0.9875998497009277
holiday atmosphere time ,"[(0, 0.7888118), (1, 0.042006403), (2, 0.042228058), (3, 0.043327644), (4, 0.04185423), (5, 0.04177187)]",0,POSITIVE,0.998068630695343
holy ,"[(0, 0.0835006), (1, 0.0834998), (2, 0.083497785), (3, 0.08350161), (4, 0.58249646), (5, 0.08350377)]",4,POSITIVE,0.9994353652000427
hometown ,"[(0, 0.58272487), (1, 0.083339766), (2, 0.0833929), (3, 0.08333987), (4, 0.08386264), (5, 0.08333991)]",0,POSITIVE,0.9991538524627686
hometown there，missing beautiful scenery ,"[(0, 0.8330544), (1, 0.03345168), (2, 0.033371117), (3, 0.033352617), (4, 0.033388685), (5, 0.033381492)]",0,NEGATIVE,0.997999370098114
honest account platform comment simply mentally pollute reactionary thief ,"[(0, 0.016889386), (1, 0.016683297), (2, 0.016812466), (3, 0.016693922), (4, 0.016897729), (5, 0.9160232)]",5,POSITIVE,0.8821104764938354
honest girl beautiful ,"[(0, 0.04213252), (1, 0.37414005), (2, 0.45806506), (3, 0.04214378), (4, 0.04172181), (5, 0.04179682)]",2,POSITIVE,0.9998763799667358
honest korean special attention virus chinese ,"[(0, 0.024209337), (1, 0.02390623), (2, 0.024388334), (3, 0.02390408), (4, 0.8796695), (5, 0.023922535)]",4,POSITIVE,0.9986602067947388
honest narrow mind ,"[(0, 0.04169304), (1, 0.04169293), (2, 0.7914116), (3, 0.041693196), (4, 0.041782886), (5, 0.04172637)]",2,POSITIVE,0.9970302581787109
honey ,"[(0, 0.58228534), (1, 0.08348698), (2, 0.08365651), (3, 0.083347425), (4, 0.083347015), (5, 0.08387673)]",0,POSITIVE,0.9982013702392578
honey cacito ,"[(0, 0.057568785), (1, 0.055783533), (2, 0.7191685), (3, 0.05562109), (4, 0.055619437), (5, 0.056238607)]",2,POSITIVE,0.988437831401825
honey love ,"[(0, 0.7211912), (1, 0.05571299), (2, 0.05571446), (3, 0.055926125), (4, 0.05567297), (5, 0.05578219)]",0,POSITIVE,0.9998470544815063
honeydew melon harvest ,"[(0, 0.042976636), (1, 0.041696984), (2, 0.042046968), (3, 0.04169727), (4, 0.78988457), (5, 0.04169757)]",4,NEGATIVE,0.9645605087280273
hong kong belong china nohopers ,"[(0, 0.028248241), (1, 0.027905475), (2, 0.028853517), (3, 0.85857326), (4, 0.028587978), (5, 0.027831532)]",3,POSITIVE,0.7889996767044067
hong kong freehongkong ,"[(0, 0.041870378), (1, 0.041685205), (2, 0.041860983), (3, 0.7912129), (4, 0.04168495), (5, 0.041685577)]",3,POSITIVE,0.6084177494049072
hong kong separatist flame chinese government action citizen live dire strait ,"[(0, 0.014073129), (1, 0.013932204), (2, 0.014156242), (3, 0.9299502), (4, 0.013955201), (5, 0.013933061)]",3,NEGATIVE,0.9732272624969482
hope ,"[(0, 0.08384137), (1, 0.08366629), (2, 0.084277615), (3, 0.08352389), (4, 0.08418143), (5, 0.5805094)]",5,POSITIVE,0.99977046251297
hope animal torturer ,"[(0, 0.04182517), (1, 0.04200591), (2, 0.04210959), (3, 0.04173683), (4, 0.7899307), (5, 0.042391777)]",4,NEGATIVE,0.964840292930603
hope china ,"[(0, 0.055976868), (1, 0.055749096), (2, 0.72021794), (3, 0.05566417), (4, 0.056278456), (5, 0.056113522)]",2,POSITIVE,0.9997324347496033
hope chinese people ,"[(0, 0.042014774), (1, 0.04219821), (2, 0.042048346), (3, 0.041968446), (4, 0.78970057), (5, 0.042069636)]",4,POSITIVE,0.9996702671051025
hope communist country wear gray ,"[(0, 0.8597748), (1, 0.027930664), (2, 0.028192347), (3, 0.027905684), (4, 0.02823602), (5, 0.027960423)]",0,NEGATIVE,0.9927194118499756
hope country china ,"[(0, 0.041908354), (1, 0.041816454), (2, 0.7903826), (3, 0.041756343), (4, 0.042207353), (5, 0.041928846)]",2,POSITIVE,0.9993436932563782
hope crash ,"[(0, 0.055700414), (1, 0.055652708), (2, 0.05581354), (3, 0.05561347), (4, 0.05622781), (5, 0.720992)]",5,NEGATIVE,0.9873458743095398
hope deserve china allah forgets ,"[(0, 0.027893558), (1, 0.027943704), (2, 0.8605023), (3, 0.027821457), (4, 0.027953498), (5, 0.027885439)]",2,NEGATIVE,0.9913172721862793
hope family ,"[(0, 0.05628369), (1, 0.05629987), (2, 0.0558742), (3, 0.05671682), (4, 0.05611851), (5, 0.7187069)]",5,POSITIVE,0.9997345805168152
hope finish ,"[(0, 0.055775408), (1, 0.056170102), (2, 0.72008556), (3, 0.055649973), (4, 0.055906385), (5, 0.056412544)]",2,POSITIVE,0.9988517761230469
hope indian people coronavirus rude ,"[(0, 0.51543766), (1, 0.027985299), (2, 0.028420888), (3, 0.02797905), (4, 0.028053183), (5, 0.37212393)]",0,NEGATIVE,0.9981168508529663
hope infect life dead ,"[(0, 0.0336995), (1, 0.03366177), (2, 0.033594687), (3, 0.46674374), (4, 0.033698518), (5, 0.39860177)]",3,POSITIVE,0.9390755891799927
hope nation unite cooperate fight virus cherish life politician behavior care power ,"[(0, 0.5568628), (1, 0.012956338), (2, 0.013029135), (3, 0.01295467), (4, 0.39131972), (5, 0.01287737)]",0,POSITIVE,0.9891378283500671
hope ride ,"[(0, 0.7194591), (1, 0.05582663), (2, 0.056235097), (3, 0.055695865), (4, 0.056170877), (5, 0.05661238)]",0,POSITIVE,0.9998003840446472
hope situation fine pretend accept people continue defend ,"[(0, 0.01877895), (1, 0.7707829), (2, 0.018709552), (3, 0.018695246), (4, 0.15426253), (5, 0.018770864)]",1,NEGATIVE,0.9821406602859497
hope treat mental illness spamming instagram ,"[(0, 0.02384233), (1, 0.023833588), (2, 0.023887355), (3, 0.023837518), (4, 0.023943286), (5, 0.8806559)]",5,NEGATIVE,0.9799972772598267
hope trouble ,"[(0, 0.05575915), (1, 0.05569032), (2, 0.72072476), (3, 0.05563382), (4, 0.056101408), (5, 0.05609052)]",2,NEGATIVE,0.9900179505348206
hope wife china ,"[(0, 0.04187559), (1, 0.041984934), (2, 0.7902476), (3, 0.041730866), (4, 0.042006873), (5, 0.042154163)]",2,POSITIVE,0.9972123503684998
hopeless ,"[(0, 0.08348789), (1, 0.083487056), (2, 0.5825608), (3, 0.083489), (4, 0.08348463), (5, 0.08349063)]",2,NEGATIVE,0.9997881054878235
horn rhino china critically endanger chinese fairy tale medicine keratin finger nail ,"[(0, 0.012852754), (1, 0.012927573), (2, 0.9356269), (3, 0.0128900055), (4, 0.012863034), (5, 0.0128397)]",2,NEGATIVE,0.992796003818512
horror animal pretty blossom cruelty unimaginable sadness inflict spoil decent people activist rescue hell earth ,"[(0, 0.9472511), (1, 0.010640017), (2, 0.010478048), (3, 0.010543502), (4, 0.010511657), (5, 0.01057569)]",0,NEGATIVE,0.9745103120803833
horse ,"[(0, 0.5831238), (1, 0.08334471), (2, 0.08334459), (3, 0.08334486), (4, 0.08334454), (5, 0.08349748)]",0,POSITIVE,0.9851770401000977
hospital ,"[(0, 0.08334679), (1, 0.083346836), (2, 0.08334669), (3, 0.083346955), (4, 0.5832654), (5, 0.08334731)]",4,NEGATIVE,0.9806893467903137
hour ,"[(0, 0.08334203), (1, 0.08334198), (2, 0.083341874), (3, 0.5832901), (4, 0.08334185), (5, 0.083342195)]",3,POSITIVE,0.929951012134552
hukou jingdezhen play ,"[(0, 0.04187042), (1, 0.04168573), (2, 0.041734923), (3, 0.7913373), (4, 0.041685473), (5, 0.041686118)]",3,POSITIVE,0.9858566522598267
human body hong people blood induction civilization text sexual intercourse intelligence agent dream addition fusion conduct word surpass logical princess energy live time theory technology confirm advanced haishi hurt haeseok ,"[(3, 0.9730074)]",3,POSITIVE,0.9766104221343994
human bullshit hear hate muslims start talk comment ashamed accept basic stereotype opinion total karma ironic uyghur muslim infect wuhan time speak remember statement ,"[(3, 0.964902)]",3,NEGATIVE,0.9928910732269287
human hate chinese eating animal dirty ,"[(0, 0.02397611), (1, 0.88034606), (2, 0.023855185), (3, 0.023983672), (4, 0.023926977), (5, 0.023912046)]",1,NEGATIVE,0.9677460789680481
human heart body ,"[(0, 0.041968934), (1, 0.04223922), (2, 0.041856766), (3, 0.7904718), (4, 0.041784234), (5, 0.04167903)]",3,POSITIVE,0.999640941619873
human record ,"[(0, 0.055562682), (1, 0.37336338), (2, 0.40340546), (3, 0.05622386), (4, 0.055857737), (5, 0.055586837)]",2,POSITIVE,0.9997145533561707
human strong upright brave hero ,"[(0, 0.3061728), (1, 0.02815592), (2, 0.028236058), (3, 0.028003426), (4, 0.581627), (5, 0.02780484)]",4,POSITIVE,0.9998304843902588
human virus kill normal bacteria fuck government rule country fish market sell body restaurant ,"[(0, 0.011172778), (1, 0.01121143), (2, 0.011195482), (3, 0.011231196), (4, 0.9440424), (5, 0.011146705)]",4,NEGATIVE,0.9873864054679871
hungry ,"[(0, 0.08335254), (1, 0.5826095), (2, 0.083352216), (3, 0.083980694), (4, 0.08335215), (5, 0.08335292)]",1,NEGATIVE,0.9995853304862976
hurry life confidence ,"[(0, 0.041792274), (1, 0.04182119), (2, 0.79080486), (3, 0.041847583), (4, 0.041848715), (5, 0.0418854)]",2,POSITIVE,0.9989621639251709
husband ,"[(0, 0.084560975), (1, 0.083368085), (2, 0.0833677), (3, 0.08336847), (4, 0.08336754), (5, 0.58196723)]",5,POSITIVE,0.9778268337249756
husband fight compete hope friend read sentence comment foreign sunspot silence contempt cattle piano ,"[(0, 0.011165236), (1, 0.011219489), (2, 0.011209541), (3, 0.011363812), (4, 0.011199989), (5, 0.94384193)]",5,NEGATIVE,0.9882521033287048
iconic ,"[(0, 0.083441556), (1, 0.08344099), (2, 0.0834398), (3, 0.58279485), (4, 0.08343924), (5, 0.08344354)]",3,POSITIVE,0.9996494054794312
idea happen china mouth shut ,"[(0, 0.027841724), (1, 0.20354143), (2, 0.6850598), (3, 0.027854234), (4, 0.027887331), (5, 0.027815547)]",2,NEGATIVE,0.9953756332397461
idea night ,"[(0, 0.055572607), (1, 0.7191735), (2, 0.055584718), (3, 0.056464657), (4, 0.05761115), (5, 0.055593345)]",1,POSITIVE,0.988189697265625
identity check profile force love share humanity ,"[(0, 0.021007253), (1, 0.020907724), (2, 0.020937724), (3, 0.020999504), (4, 0.021057684), (5, 0.8950901)]",5,POSITIVE,0.9986405968666077
idiot check account wife chinese racist ,"[(0, 0.023935864), (1, 0.024128532), (2, 0.024010621), (3, 0.024013504), (4, 0.023984928), (5, 0.87992656)]",5,NEGATIVE,0.9996115565299988
idiot chinese kill animal revenge ,"[(0, 0.028147176), (1, 0.35923037), (2, 0.027938046), (3, 0.02792667), (4, 0.028146904), (5, 0.5286109)]",5,NEGATIVE,0.9996262788772583
