时间,fenci,主题概率,主题类型
2023-09-16,公主 率领 堵路 作秀 地方 污水 排污口 步菌 统领 视频,"[(0, 0.015372429), (1, 0.015463495), (2, 0.015394736), (3, 0.12569311), (4, 0.81270534), (5, 0.01537086)]",4
2023-08-29,沙漠 渴死 喝掉,"[(0, 0.04169108), (1, 0.5646074), (2, 0.2686245), (3, 0.041694984), (4, 0.041691005), (5, 0.041690998)]",1
2023-09-01,事情 上发 国家 排放 废水 评论 排核 不行 忍住 回去 确实 吃饱 了饭 自我检讨 翻译 翻译 出入,"[(5, 0.95292234)]",5
2023-09-01,给我发 污水 弱智 聪明 拆穿 小时 漫画 讽刺 包庇 排放 污水,"[(0, 0.014009275), (1, 0.7295198), (2, 0.013982073), (3, 0.014018937), (4, 0.2144633), (5, 0.014006615)]",1
2023-09-02,核污染 水排 核污染 全世界 人类 辐射 危害 始作俑者 公安 干部 学院,"[(0, 0.31683856), (1, 0.37733868), (2, 0.014062015), (3, 0.014074397), (4, 0.014086133), (5, 0.26360023)]",1
2023-09-14,相岸 内阁 声称 排核 进程 有序 日方 撤销 水产品 禁令,"[(0, 0.015184407), (1, 0.923553), (2, 0.015245505), (3, 0.015243758), (4, 0.0152242305), (5, 0.015549141)]",1
2023-09-20,蚊子 废水,"[(0, 0.05566561), (1, 0.055617668), (2, 0.05565765), (3, 0.055667546), (4, 0.7217072), (5, 0.055684246)]",4
2023-09-20,排放 污水 海产 信心 停止 水产 寻求 外界 支持 寿司 舞台 现场 即制 手握 寿司 议员 享用 试图 增加 外界 海产 信心,"[(1, 0.24876225), (2, 0.7221193)]",2
2023-09-26,污染物 报应 视频,"[(0, 0.43133906), (1, 0.04191595), (2, 0.041980144), (3, 0.40101293), (4, 0.041943263), (5, 0.041808642)]",0
2023-08-27,污水 引发 批评 专家 存放 直至 风险 减少 方式 核污染 直明 大学教授 指出 核污染 转移 切断 核污染 源头 新增 核污染 速度 结束 视频 收起,"[(1, 0.8229002), (2, 0.15014908)]",1
2023-09-03,新闻记者 爆出 猛料 反对党 记者 透露 不明 身份 人士 日本首相 餐饮 投放 核污染 事宜 大人 惦记 希望 正义 士站 打倒 世界 奉献 人间 超话 收起,"[(0, 0.057144333), (1, 0.9167354)]",1
2023-09-11,媒体 篇文章 标题 废水 排放 水样 符合标准,"[(0, 0.020908197), (1, 0.020926993), (2, 0.5526271), (3, 0.36325198), (4, 0.021038245), (5, 0.021247488)]",2
2023-09-09,盘点 带头 谣言 数值 谣言 网友 造谣 拒绝 原子能 组织 邀请 大使馆 官方 转发 带头 造谣 官方 排放 污水 涉及 污水 议题 带头 污名 公开 黑暴 支持者 白者 收起,"[(2, 0.7985386), (5, 0.17899108)]",2
2023-09-08,哥们 漂亮 众筹 视频,"[(0, 0.033486176), (1, 0.2739841), (2, 0.03354868), (3, 0.3649635), (4, 0.03344381), (5, 0.26057374)]",3
2023-09-22,总统 算是 奇葩 异类 谄媚 废水 人士 国际 关系 恶化 神经 置于 危险 历史 上将 评价 总统 走向 衰败 亡国 转折点 回来 选出 民主选举 承受 本质 亢奋 奇怪 奇怪 收起,"[(0, 0.71694815), (2, 0.094241336), (3, 0.17246312)]",0
2023-09-07,网传 女子 景区 拍照 景区 工作人员 认作 驱逐 消息 传出 景区 工作人员 分辨 能力 合适 消息 存疑 原因 排放 污水 报道 拨款 用于 应对 负面 信息 预算 事情 制造 事件 奇怪 治安管理 处罚法 修订 草案 征集 意见 禁止 伤害 民族 感情 相关 法条 引发 反弹 排除 策划 景区 工作人员 可能性 出在 影楼 拍照 游客 可能性 新闻 反转 景区 工作人员 衣服 意见 景区 离开 诛心 闭园 等来 素材 辛苦 力气 活儿 发生 类似 事件 日料 日货 攻击 操作 制造 假象 禁止 伤害 民族 感情 涌现 作文 视频 超话 收起,"[(3, 0.99047726)]",3
2023-08-30,排放 污水 护肤品 视频 讲讲 推荐 热门 日本产 护肤品 平价 废水 超话 视频,"[(0, 0.012118665), (1, 0.012059774), (2, 0.0953929), (3, 0.012037794), (4, 0.85639477), (5, 0.0119961025)]",4
2023-08-31,市民 团体 游行 饭碗 泡菜 不急 军事 博主 视频,"[(0, 0.0167444), (1, 0.9160544), (2, 0.016952733), (3, 0.01676071), (4, 0.01673509), (5, 0.016752636)]",1
2023-08-27,世卫 组织 排放 核污染 符合标准 保护 公众 免受 危害 视频,"[(0, 0.015396743), (1, 0.015432539), (2, 0.015261827), (3, 0.015398194), (4, 0.015272349), (5, 0.92323834)]",5
2023-08-25,舆论 典范 简单 粗暴 信息源 报告 专家 物质 含量 好看 特征 国家 假装 看不见 收钱 显得 报告 国际原子能机构 日方 限定 包括 处置 方案 包括 核污染 水净化 装置 有效性 可靠性 方式 单方面 提供 数据 资料 作出 判断 日方 单方面 采集 核污染 样本 实验室 专家 好像 专家 赞成票 专家 奇怪 专家 意见 时间 太短 办法 实证 表态 报告 负责 看不到 消息 玩儿 品质 认同 估计 吃亏 小心 舆论 涉及 专业 信息 核验 表达 着急 表达 好像 傻子 厕所 脱裤子 屁股 简单 逻辑 害处 要排 净化 种地 浇花 国民 不行 排到 领域 干嘛 无害 肥料 作用 小区 公共绿地 礼仪 规矩 逻辑 贿赂 造假 上用 功夫 傻子 还账 表现 人会 慈悲 收起,"[(1, 0.18137698), (2, 0.23316093), (3, 0.12120932), (4, 0.21002263), (5, 0.2526565)]",5
2023-09-04,在野党 市民 团体 集会 停止 在野党 党首 排放 污水 记载 面对 谴责 拒绝 认错 公关 收买 组织 手段 试图 扭曲 公众 认知 掩盖 污水 环境 人体 健康 危害 在野党 国际 合力 阻日 排核 收起,"[(1, 0.97588575)]",1
2023-09-08,环球网 消息 日报 报道 文化 观光 花费 人民币 名为 核污染 谣言 手册 上供 乘客 观看 报道 引发 民众 网络 引来 批评 网友 理解 地步 报道 放置 中央 行政 机关 居民 中心 机构 放置 列车 政府 追加 预算 手册 据估计 手册 总费用 报道 介绍 手册 列举 核污染 谣言 包括 核污染 全部都是 放射性物质 国际原子能机构 偏袒 态度 国际原子能机构 验证 写道 谣言 假新闻 报道 政府 手册 放置 列车 座位 做法 市民 浪费 国家 预算 政府 国民 排放 担忧 定性 谣言 假新闻 合适 乘坐 开往 列车 乘客 排放 政策 政策 税金 地方 全国 铁道 工会 批评 政府 发放 手册 做法 发布 声明 铁路 单方面 政权 手段 建议 回收 列车 手册 放置 新干线 消息 报道 引发 网友 质疑 政府 国民 税金 调侃 程度 执政党 国民 力量 力量 收起,"[(2, 0.014597033), (3, 0.9798833)]",3
2023-09-14,新任 外务大臣 阳子 例行 记者会 对话 问及 污水 事项 新任 外务大臣 对话,"[(0, 0.012848663), (1, 0.93540967), (2, 0.012851486), (3, 0.013199042), (4, 0.012846031), (5, 0.012845128)]",1
2023-09-25,国务 长朴 购然 例行 记者会 专家团 核污染 水排 现场 排放 情况 网页 链接,"[(0, 0.0120326895), (1, 0.47583994), (2, 0.4760405), (3, 0.012043349), (4, 0.012024098), (5, 0.012019413)]",2
2023-09-04,废水 全球 不顾 日方 停止 放屁 不顾 全球 人类 自私 选择 污水 计划 罪行 狠毒 凶残 负责 杀害 同胞 血债 优秀 逆子 不顾 全球 谴责 自私 选择 下核 污水 按钮 污水 面对 按钮 发射 核武器 霸道 污水 作孽 滚出 打倒 日本鬼子 接受 不顾 全世界 人类 废水 排入 全人类 面临 责任 违反 海洋法 违反 海洋法 公约 保护 保权 义务 违反 公约 禁止 人工 构筑物 有权 海洋法 停止 实施 违反 国际 人权法 人类 健康 环境 权利 国际 人权法 国家 责任 保护 邻国 居民 基本权利 国家 废水 排放 致使 居民 健康 环境 受损 有权 追究 国际法 责任 赔偿 废水 排放 导致 国家 损害 受损 国家 有权 责任 认定 请求 赔偿 相关 判例 情况 提供 法律 基础 倾倒 放射性 废物 核物 排海 恐怖 核辐射 危害 核武器 厉害 听见 污水 数字 日本鬼子 打倒 汉奸 打倒 打倒 侵略 祖国 必胜 打倒 黑恶 正义 必胜 打倒 分裂 必胜 打倒 贪官 必胜 支不 支持 点赞 小菌 班长 视频 收起,"[(1, 0.19246747), (3, 0.7931558), (4, 0.011027518)]",3
2023-09-08,不知 废水 文字 推送 流量 限流 日本鬼子 做法 媒体 传媒业 默认 废水 引发 灾难 看不到 祸殃 等于 降临,"[(2, 0.15574941), (4, 0.8086245)]",4
2023-09-22,原神 代肝 超话 个题 清洁 泥膜 推荐 见底 回购 废水 毒死,"[(0, 0.014149207), (1, 0.76926655), (2, 0.013982456), (3, 0.0139894355), (4, 0.17463568), (5, 0.013976656)]",1
2023-09-23,回来 想念 废水 超话 传奇 视频,"[(0, 0.37623304), (1, 0.024105163), (2, 0.02413755), (3, 0.52717155), (4, 0.024257008), (5, 0.024095727)]",3
2023-09-04,污水 国家 人类 生物 看着 成核 看着 生物 环境保护 专家 保护环境 排核 污水 保护环境 保护 地球 阻止 后悔 人类 走向 灭亡 全球 生物 买单 希望 重视 小事 态度 排核 污水 保护 地球 收起,"[(1, 0.9492936), (5, 0.030833)]",1
2023-08-29,有趣 污水 污水 保护 保护 天开 对得起 国家 交的 会费 国际原子能机构 网站 复制 黏贴 数据 数据 国家 内容 删除 大公 发布 内容 穹顶 少女 拍照 打卡 关注 气候变化 国际 著名 组织 绿色 组织 批评 组织 知名度 拿出 屋顶 掀掉 气势 收起,"[(0, 0.053362083), (3, 0.8786303), (5, 0.05592932)]",3
2023-08-29,污水 主持人 提议 游客 污水 口味 视频,"[(0, 0.020871492), (1, 0.31866756), (2, 0.5975093), (3, 0.021009486), (4, 0.021044746), (5, 0.020897375)]",2
2023-09-26,拒缴 濒临 停摆 约见 部长 应约 会见 国际原子能机构 总干事 会晤 明确指出 排污 期待 国际原子能机构 秉持 客观 科学态度 职责 污水 实际行动 回应 包括 国际 社会 正当合理 关切 视频 收起,"[(1, 0.97107726)]",1
2023-09-09,普通人 感觉 无力 人能,"[(0, 0.83287627), (1, 0.033394545), (2, 0.033353064), (3, 0.033372406), (4, 0.03357783), (5, 0.033425912)]",0
2023-09-14,恐惧 伤肾 愤怒 伤肝 伤身 开机 元气大伤 摧毁 免疫系统 小伙伴 聪明 上当 发布 小孩 失踪 辐射 危害 大伙 心态 失衡 陷入 恐惧 愤怒 坏人 诡计 上当 做好 观察者 角度 看透 事物 本质 孩子 失踪 割掉 器官 愤怒 恐惧 小伙伴 失衡 干的事 想要 利用 所有人 力量 地狱 法界 愤怒 恐惧 双重 频率 空间 打开 地狱 法界 希望 利用 频率 众人 共振 打开 地狱 贡献 磁场 能量 心态 平和 上当 击落 愤怒 核废核 核武器 孩子 愤怒 恐慌 交通事故 飞机 失事 恐惧 嗔心 地狱 众生 心念 频率 力量 魔王 愤怒 恐惧 频率 能量 有限 不足以 打开 地狱 魔王 剧本 恐惧 愤怒 普通人 频率 玩弄 股掌 小伙伴 关注 博主 揭露 切记 陷入 愤怒 恐惧 魔鬼 利用 力量 上当 剧本 打开 法界 心态 新闻 生气 恐惧 上当 小伙伴 核子 组织 粒子 碰撞 打开 世界 魔王 打开 地狱 法界 方法 老百姓 懵懂 肉眼 看不到 法界 地狱 法界 打开 残存 恐惧 意识 地狱 相吸 灵魂 拉下去 修行 觉知 熄灭 刻意 逼迫 熄灭 一念 熄灭 频率 信号 接上 恶道 法界 冤枉 恶道 投身 心念 频率 链接 法界 事情 利用 苦难 共业 治愈 频率 办法 丢掉 恐怖 丢掉 忧虑 转自 收起,"[(1, 0.9205283), (3, 0.057301383), (4, 0.019392483)]",1
2023-09-01,直飞 机票 暴跌 污水 稀罕 放开 团队 出境游 机票价格 涨到 呈现出 难求 景象 排放 污水 主持人 节目 建议 喝杯 污水 水产 飞机 海域 资格 游客 投票 退订 旅行团 机票 酒店 机票 暴跌 游客 游客 整体 拉动 增速 出台 水产品 禁令 经济 挺起 脊梁 做好 表率 污水 稀罕 收起,"[(2, 0.046207525), (4, 0.93998355)]",4
2023-09-05,议员 次郎 污水 区域 彰显 海水 尝尝 味道,"[(0, 0.018626317), (1, 0.018685998), (2, 0.113582335), (3, 0.018815199), (4, 0.8116888), (5, 0.018601328)]",4
2023-09-07,洗白 污水 没少 网站 复兴 污水 无害 建议 付钱 无害 排水管 接到 供水管 专家 道理 地方 洗车 绿化带 浇水 消防用水 公共厕所 用水 就让 全国 污水 洗车 绿化带 浇水 消防用水 公共厕所 不用 收起,"[(3, 0.06100719), (5, 0.91852635)]",5
2023-09-13,鬼佬 视频,"[(0, 0.7203785), (1, 0.05600985), (2, 0.056131743), (3, 0.055881146), (4, 0.05580804), (5, 0.055790763)]",0
2023-09-14,废水,"[(0, 0.08370587), (1, 0.08353303), (2, 0.08367753), (3, 0.08371374), (4, 0.5816208), (5, 0.08374907)]",4
2023-09-27,废水 绝食 身体 机能 极限 意识 绝食 世界 排放 废水 勇士 甘地,"[(0, 0.19995998), (1, 0.013122754), (2, 0.7478517), (3, 0.013014261), (4, 0.013076663), (5, 0.012974582)]",2
2023-09-09,老师 视频 油管 删除 介绍 视频 内容 回顾 视频 要点 基础知识 介绍 原子核 类型 放射性 衰变 解释 衰变 衰变 衰变 衰变 方式 有害 射线 危害 详细 讲解 人体 食物链 水循环 人体 可能性 半衰期 介绍 半衰期 意味着 环境 人体 健康 方法 政治 因素 提到 方法 污水 水泥 埋入 指出 成本 危害 老师 视频 核事故 污水 包含 元素 半衰期 放射性 衰变 方式 放射性物质 环境 人体 危害 食物链 水循环 人体 环境影响 放射性物质 积累 食物链 生物 包括 人类 人体 健康 引发 癌症 健康 元素 人体 发生 放射 距离 危险 半衰期 环境 人体 健康 不确定性 风险 污水 降低 放射性 总量 庞大 排放 时间 保证 放射性物质 环境 生物 因素 富集 经济 政治 因素 视频 提到 方法 成本 采用 希望 老师 老师 删除 删除 删除 老师 排放 污水 态度 收起,"[(3, 0.07223797), (5, 0.9223464)]",5
2023-08-25,拼音 出处 诗经 哀鸣 哀鸿 不到 地方 目的地 悲哀 比喻 呻吟 呼号 流离失所 例句 执意 废水 水产品 遭拒,"[(4, 0.95559186)]",4
2023-09-24,报道 厚生省 发布 禽流感 海报 大陆 地图 上以 颜色 标识 引发 台湾人 团体 合會 全台 承认 领土 厚生省 海报 认知 帮凶 敦促 修改 版本 海报 错误 地图 收起,"[(1, 0.16057302), (5, 0.81587607)]",5
2023-09-16,核辐射 超出 假消息 废水 事件 敏感 造谣 带来 不小 损失,"[(0, 0.08427675), (1, 0.25519255), (2, 0.015602777), (3, 0.015488724), (4, 0.19510457), (5, 0.43433458)]",5
2023-08-25,污水 排放 电力公司 公布 监测点 水质 声称 监测点 浓度 低于 标准值 科学 角度 意义 放射性物质 沉淀 过滤 吸附 手段 去除 超标 不幸 回来 简单 技术手段 去除 超标 没测 公布 数据 污水 放射性物质 危害 环境危害 超标 超标 水俣病 神户 制钢 造假 涉及 领域 造假 数据 媒体 博主 表现 消息 到位 说法 道理 技术 层面 讨论 事则 种树 招虫 落叶 危害 遮阴 改善 环境 撒尿 不用 尿素 人体 有没有 危害 超话 收起,"[(3, 0.06744621), (5, 0.92303807)]",5
2023-08-29,排放 污水 市场 海产品 产业 污水 排放 产品 排放 累积 选择 防护 海水 洋流 鱼类 国籍 做好 妥善解决 方案 收起,"[(3, 0.9020165), (5, 0.06586835)]",3
2023-08-30,污水 排入 危害 民间 迷惑 视频,"[(0, 0.02421166), (1, 0.024183441), (2, 0.6782351), (3, 0.024180181), (4, 0.02399752), (5, 0.22519206)]",2
2023-09-06,崽胖 得知 废水 爱吃 零食 不吃 狗狗 危害 坏人 手崽爸 视频,"[(0, 0.014008133), (1, 0.095646836), (2, 0.8480742), (3, 0.014015685), (4, 0.014044558), (5, 0.014210643)]",2
2023-09-11,纸质 主题 感觉 电子版 有效率 分享 微博群 电子版 分享 主题 废水 带来 辐射 危害 通读 时间 精读 时间 主题 学会 跳出 舒适 通读 时间 精读 时间 主题 勇敢 女孩子 通读 时间 精读 时间 主题 努力 幸运 通读 时间 精读 时间 主题 改变 通读 时间 精读 时间 主题 拖延 人群 内心世界 通读 时间 精读 时间 主题 女孩 学会 表达 愤怒 通读 时间 精读 时间 超话 收起,"[(0, 0.9872474)]",0
2023-08-25,污水 相关 部门 盐业 协会 发声 食用盐 产量 需求 市民 无需 过度 恐慌 海水,"[(0, 0.011183239), (1, 0.5504116), (2, 0.011153154), (3, 0.011269336), (4, 0.011140411), (5, 0.40484223)]",1
2023-09-20,声称 相岸 排核 寻求 撤销 水产品 禁令 选择 激怒 遭致 报复,"[(0, 0.014141411), (1, 0.46189862), (2, 0.014176365), (3, 0.22351679), (4, 0.014198476), (5, 0.27206838)]",1
2023-08-29,污水 国家 面具 超话 超话 超话 系车 超话 废水 超话 机械局 视频,"[(0, 0.49108315), (1, 0.013010381), (2, 0.4569006), (3, 0.013005811), (4, 0.01306327), (5, 0.012936847)]",0
2023-09-07,赞同 老一辈 说法 读书 读书 小时候 玩耍 想着 狭隘 读书 有用 出路 发现 读书 找到 出路 工具 读的书 有用 读的书 思想 讲话 例子 举例 博物馆 脑袋 空空 读书 意义 努力 局限 专业课 局限 书本 纪录片 准确 读书 学习 借钱 追不 回来 全网 借贷 法律 发现 法律 民法典 民法典 常识 动物 世界 植物 世界 煮饭 种花 历史 博物馆 面对 脑袋 空空 惊叹 工艺 精美 只能 发出 惊叹 高尚 读书 不让 思想 贫瘠 读书 避闲 感觉 心慌 原因 日子 读书 消磨 时间 便宜 事情 很傻 刷牙 脑袋 空空 单词 奇怪 单词 原理 感觉 朋友 说起 废水 不吃 放心 震惊 谋生 琐事 烦恼 脑袋 空空 脑袋 奔波 看法 高考 语文 作文 屁话 差点 没写 完走 收起,"[(0, 0.028152144), (2, 0.05325539), (3, 0.90144414), (4, 0.01415024)]",3
2023-09-18,对抗 废水 铁血 汉子 可惜 在野党 执政党 奴隶 小子 下台 视频,"[(0, 0.08406294), (1, 0.0140253445), (2, 0.15255523), (3, 0.72117364), (4, 0.0140955085), (5, 0.014087342)]",3
2023-09-19,怀疑 靠来 废水 热度 连续 关系 顶流 参加 节目 出名 财阀 玩具,"[(0, 0.012923956), (1, 0.012940032), (2, 0.01316466), (3, 0.13701443), (4, 0.81072336), (5, 0.01323357)]",4
2023-08-31,事团 联名 民族 联名 荒谬 无稽 荒诞 发生 担当 层面 出发 层面 高度 关注 输出 老师 发挥 所长 精彩 描绘 老师 慷慨 授权 掉秤 大计 顺利 推进 观众 夫人 意获 明信片 下述 静候 佳音 步骤 关注 作者 评论 位片友 选答 邮编 地址 姓名 回答 顺序 整合 消息 私信 选答 看待 事件 观念 带来 出力 块钱 带来 震撼 看待 部手机 漂流 联名 线下 联名 相比 更具 吸引力 答题 增加 中签率 字数 超过 转评 私信 补充 参加 索片 好运 信人 名额 联名 时间 联名 地点 知嘛 咖啡 联名 安排 打屁 沉迷 写字 疯狂 输出 干饭 收起,"[(3, 0.99102354)]",3
