content,fenci,聚类结果,二级-聚类结果
真厉害，看不懂足球可以不要来沾边,足球 沾边,1,0
快别云了吧，国足在拉也是亚洲十二强，你们是觉得其他几十个国家精挑细选出来的最强十一人连中国随便一个村子拉出来的都踢不过吗，现实点吧，真有能力中超都是求着你去踢，当然我也希望中国的每一个地方都能有贵州这种村超，大众的足球基础上来了中国足球水平才能上来，就想视频说的中国的梅西姆巴佩在打工，但说的只是天赋，总有些人拿梅西魔笛瓦尔迪巴拉克来杠，人那都是从小就被职业足球氛围熏陶，七八岁就开始职业训练最后才能踢出来，没有从小的职业训练凭什么牛逼啊,国足 亚洲 国家 中国 村子 现实 能力 中国 地方 贵州 大众 足球 基础 中国 足球 水平 视频 中国 梅西 天赋 梅西 魔笛 瓦尔迪 巴拉克 职业 足球 氛围 职业 职业,1,0
村超：海参，看好了，这才叫足球,海参 足球,1,1
国内专业的足球行业  应该觉得丢人  而不是又自豪感,专业 足球 行业,1,0
那至少我们村超氛围好能推动基层足球发展啊（村超小朋友指着国家队队徽骂海参队）那我们只为了那一份热爱，踢的纯粹的足球（村超开盘了，可以下注了）我们开心就好了,氛围 基层 足球 小朋友 国家队 队徽 海参 足球,1,0
"所以说中国足球最糟糕的不是国足不是中超不是球迷不是场地, 是媒体",中国 足球 球迷 媒体,1,0
我钦佩和向往村超的热爱，但足球不是仅凭一腔热情就能做好。中国足球的问题很复杂，足球的土壤当然需要遍布，但这不是你这种无良营销号拿村超贬低职业联赛和国家队的理由，这样下去村超注定要毁在你这种人手里，成为吸引流量的工具，热度过去就无人问津。,足球 热情 中国 足球 足球 土壤 职业联赛 国家队 理由 流量 工具 热度,1,0
中国人对于足球的热情已经快被消磨没了,中国 足球 热情,1,0
现在目前这个村超的，真假球迷之争，让我无比的寒心，我发现现在大众关注足球角度已经变质了，有些人他就是想看国足出丑，不想让中国足球好，想让中国足球成为差钱饭后的谈资，这种情况是很可怕的，一但成为了主流，中国足球基本没什么希望了，我尤其看见前几天几个小孩在村超，一直在喊海参队啊，海参队，这让我更加的无比的寒心，我们祖国的花朵都已经被带成这样，以后踢球的人还会多吗只能越来越少了吧，唉…,真假 球迷 寒心 大众 足球 角度 变质 国足 中国 足球 中国 足球 差钱 情况 中国 足球 小孩 海参 海参 寒心 祖国 花朵 踢球,1,0
我只希望以后没有资本把这场对足球的热情变成他们获取利益的工具,资本 足球 热情 利益 工具,1,0
足球是一项运动，是带给人快乐的东西。如果足协真的干涉了，我觉得足协还是解散好了，不要玷污足球了。,足球 东西 足球,1,0
只有这样的环境才能真正培养出足球人才，中国足球才有未来,环境 足球 人才 中国 足球,1,0
其实中国人把足球看的太复杂了，或者说太高贵了，足球就是来10个乞丐为了吃一个馒头也愿意跑着流着汗的活动，本身不是馒头的问题，是足球本来就是包容性的体育运动，它太包容了但是中国人往往把做纯真最简单的东西赋予了很多不好的复杂的地方，有梦想谁都了不起，之所以还能让国足这种不脚踏实地的东西存在，就是告诉中国人村超永远是比不上专业的，有意义吗村超都不搞尽兴，谈什么国足。,中国 足球 足球 乞丐 馒头 馒头 足球 包容性 体育运动 中国 东西 地方 梦想 国足 东西 中国 人村 专业 意义,1,0
中国为什么足球起不来和这么多蠢货根本不看球只会骂国足关系最大。还村超水平过中超你们这些伪球迷就是中国足球进步最大的障碍,中国 足球 蠢货 国足 关系 超水平 球迷 中国 足球 障碍,1,0
真的无法评价村超和了，踢了好几年球了，从抖超看到甲，从努尔飞腿看到贵州村超，首先声明，我不排斥甚至说很支持村超这种民间联赛的举行，对足协的这种行为也是感到悲哀，只是的这个文案写的……一言难尽，首先，挂羊头卖狗肉的事真的让正经球迷很反感，国足，俱乐部，你喷国足就喷国足，喷中超就喷中超，但你前一句话说的国足，后面瞬间扯到中超，不说不是专业评球员就不能评球吧，起码真要去批判一件事先把功课做好吧，视频中提到只是看了短视频就感受到了村超的激情，那你为什么就不愿意自己踢踢球感受一下足球的伟大，足球的激情呢?如果全中国的所谓“球迷”只动动嘴皮子而不会亲身实践，那村超以及很多吸引群众接触足球的活动也就没了意义，还有就是里面先是提到踢世界波，倒挂金钩（实际是侧钩凌空）都是国足不敢做，做不出的，后面又说“村超的业余爱好者确实比不上职业球员”这又冲突了，给我的观感真的……一言难尽，而且这种场面在中超不也挺多的吗怎么到村超看客里成了“中超做不到”了?我给包括在内的大多数没接触或者短视频看足球的“球迷”一个意见，希望你不是单纯为了黑国足找借口而反对停止村超，希望你理性评球，希望你真的爱上足球，希望你能带脑子看球，别被营销号带节奏,评价 从努尔 飞腿 贵州 声明 民间 文案 球迷 俱乐部 国足 国足 国足 专业 球员 评球 起码 功课 视频 视频 激情 踢踢球 足球 足球 激情 中国 球迷 动动 嘴皮子 群众 足球 意义 世界 凌空 国足 业余 爱好者 职业 球员 观感 场面 视频 足球 球迷 意见 黑国 借口 理性 评球 足球 能带 脑子 节奏,1,0
踢个比赛，都要交钱上场，卧槽尼玛，这球还怎么玩。 拉个帮结个派，那边是我大哥，这边是我小弟，这场少进点，有人给钱让我们输。这就是中国职业联赛的内幕。不仅包括足球，只要涉及赌球的都存在。 在足球尤为更甚，踢的不是球是人情，是你尊不遵守上面定的规则。  你不服，好你没机会踢球了，即是你是罗梅西，不会敬酒，让你板凳都坐不了。  这个足球只是社会的缩影，整个社会如此罢了。  现在是要讲背景，要讲金钱，啥都没有，还想成名。在想啥呢。,交钱 上场 卧槽 个派 大哥 小弟 进点 中国 职业联赛 内幕 足球 赌球 足球 人情 规则 机会 踢球 罗梅西 板凳 足球 社会 缩影 社会 背景 金钱,1,0
村超什么水平刷短视频云球迷职业算啥顶多培养下足球热情,水平 视频 球迷 职业 足球 热情,1,0
足球丁真是这样的,足球,1,0
在兔子家足球是一门生意。,兔子 足球,1,0
海参我们有坚持在吃,海参,1,1
专不专业的，至少推广起来足球这项运动至少让人知道还有这么多热爱足球的人有什么可喷的,专业 足球 足球,1,0
必须停掉足球这种养生运动居然被村超玩的这么残暴踢伤了吃再多海参也补不回来,足球 海参,1,1
村超带来的不过是体育场门口摆摊的人多了点，对于中国足球不会有任何改变,体育场 中国 足球,1,0
说句实在话，地方足球踢的都比吃海参的好,实在话 地方 足球 海参,1,0
国足：想抢我们海参吃不可能绝对不可能，,海参,1,1
起这种标题就是引战的，真关注足球的人职业比赛和业余比赛都会关注。,标题 足球 职业 业余比赛,1,0
你问就是人家是专业的，业余打不过。你问他成绩，他说你毁了中国足球,专业 业余 成绩 中国 足球,1,0
能看出，中国足球氛围这么差，太多楼主这样的人导致的,中国 足球 氛围 楼主,1,0
这样的比赛才是纯粹的，这样的运动员才是热爱的，这样中国足球才是有希望的,运动员 中国 足球,1,0
你这标题不是引战是什么，在足球荒漠发这种视频。。。,标题 足球 荒漠 视频,1,0
资本主义对制度，对人的异化让中国足球扭曲的让人看不懂。没有资本参与的村超展现了足球真正的美。那些扭曲的看不得真实的美，就污化贬低正常该有的美。,资本主义 制度 异化 中国 足球 资本 足球,1,0
我在贵州村超里看到了二三十年前大连足球的影子，当年的大连人对于足球的热爱也是这样，大街小巷里到处都是踢球的，那时候各个学校的操场在放学后和假期都是可以随便进去踢球的,贵州 足球 影子 大连人 足球 踢球 学校 操场 放学 踢球,1,0
足球需要足协吗不需要吧,足球,1,0
我老早就跟别人说，我大中华14亿人，挑11个人来把足球踢好就那么难吗，只能说挑人的那些人不想赢而已。,大中华 足球,1,0
国足踢得是足球吗，踢的是人情世故，再看这么个小小的村超，有多少人情世故,国足 足球,1,0
村超不需要吃海参，没有,海参,1,1
如果踢球都成一种门槛的话，那么中国足球不会有未来。,踢球 门槛 中国 足球,1,0
练自己国家队都不相信认为踢不过村超，我真不知道中国足球怎么发展,国家队 中国 足球,1,0
十四五亿人，真正热爱足球的人成千上万，踢球好的人同样数不胜数。是的，国家队过来，可能能赢这么个小小村队，但是你真好意思去比吗所以关于村超，国足跟足协到现在还在沉默，只是偶尔摆摆姿态说愿意提供协助，其目的不得而知。我们真正失望的，并不是中国足球的水平，而是现在的职业环境使得那些没有水平的人在代表中国足球，不论是球员还是管理层,足球 踢球 国家队 村队 国足 姿态 目的 中国 足球 水平 职业 环境 水平 代表 中国 足球 球员 管理层,1,0
以为玩的是足球，其实热点是没有资本介入，才是我们人民喜欢的,足球 热点 资本,1,0
中超玩的是足球是运动吗，他们玩的是生意是人情世故,足球,1,0
中国足球对不起很多人，包括球迷和不看球的普通人，但对得起这样的环境,中国 足球 球迷 普通人 环境,1,0
南美的巴西阿根廷足球脚下技术好，那是他们从小就在路边和野球场踢球练出来的，欧洲足球都是从小孩开始就进各梯队的青训队训练出来的。而中国足球很多都是为了被高校点招的“特长”,南美 巴西 阿根廷 足球 技术 球场 踢球 欧洲 足球 小孩 梯队 青训队 中国 足球 高校 特长,1,0
