评论ID,评论文本,翻译-评论文本,fenci,sentiment
@brookechang4942,Hello from Canada! 🇨🇦 I hope Ahao is healthy soon!,来自加拿大的您好！🇨🇦我希望很快健康！,希望 健康,正面
@hwamulan7695,สวัสดีค่ะคนเก่ง...พี่สาวดูคลิปที่เมืองไทยตอนสามทุ่มหิวข้าวตามเลยน่าอร่อยมากๆ,您好，有才华的人.姐在晚上9点在泰国看剪辑。,剪辑,正面
@user-xe8ve8fc4u,늘 즐겨보고 있어요 요리 환경 가족 모든것이 만족합니다,我总是喜欢它。,喜欢,正面
@liyanahanis5616,Apenjie's vlogs are the best. It's like coming home. So calm,的视频博客是最好的。就像回家一样。如此冷静,视频 回家 冷静,正面
@bikolanakaoraganvlog1924,Delicious century egg sarap nman,美味的世纪鸡蛋萨拉普·纳曼,世纪 鸡蛋,正面
@angelad.8944,"It always amazes me, how people figured these things out so many centuries ago. Are the origins and how they came about still known?",它总是让我惊讶，人们是如何在许多世纪前弄清楚这些事情的。起源和它们是如何出现的吗？,惊讶 世纪 事情 起源,正面
@ilogicalbeing85,"It feels good to see you cook and get to learn about my roots from your videos. I am from Assam, India 🇮🇳  and I belong to the Ahom enthnic group. My ancestors travelled all the way from the Yunan province of China till they reached the North-Eastern region of India and settled in Assam and it's neighbouring states and establised the Ahom Kingdom. I pray, hope and wish that someday I will get to visit Yunan and live, learn and feel my ancestors ways. Thank you for your videos. Loads of Love and well wishes. Khruptang",很高兴看到您做饭并从视频中了解我的根源。我来自印度阿萨姆邦🇮🇳，我属于 集团。我的祖先从中国尤南省一直旅行，直到他们到达印度东北地区，定居在阿萨姆邦及其邻国，并建立了王国。我祈祷，希望并希望有一天我会去并生活，学习和感受我的祖先方式。谢您的视频。充满爱与良好的祝愿。,做饭 视频 根源 集团 到达 定居 邻国 建立 祈祷 希望 希望 我会 学习 感受 方式 视频 充满 祝愿,正面
@TanUT-lq7kn,Ngon quá đi thôi. Điền tây tiểu ca bạn giỏi quá,太好吃了。 你真好,好吃,正面
@erinhwang6389,I love century eggs!  interesting to see how they're made.,我喜欢世纪鸡蛋！有趣的是看到它们是如何制作的。,喜欢 世纪 鸡蛋 有趣,正面
@gIANGTHU-v9o,Selalu senang kalau dianxi uppload berasa kayak penyemangat buat konten kehidupan desa lagi,上传总是很容易对乡村生活的内容感到满意,上传 乡村 内容 感到 满意,正面
@sunnyting4543,"這裡的田野很美！待續
原來雲南也有皮蛋瘦肉粥的吃法。這在廣東很流行。
皮蛋可以炒來吃的嗎？新工藝？！",这里的田野很美！待续原来云南也有皮蛋瘦肉粥的吃法。这在广东很流行。皮蛋可以炒来吃的吗？新工艺？！,待续 皮蛋 吃法 流行 皮蛋 炒来 新工艺,正面
@MarieD-17,"Ang sarap mabuhay sa ganʼtong lugar, hinding hindi ka magugutom kung alam mo ding kumilos",生活在这样的地方是一件好事，如果您知道如何行动，您将永远不会饿,地方 好事,正面
@RK-rj2sc,Those birds are really cute,那些鸟真的很可爱,可爱,正面
@user-zr4db9vi8m,皮蛋鍋貼也很好吃,皮蛋锅贴也很好吃,皮蛋 锅贴 好吃,正面
@minhanhnguyen8074,Cô gái giỏi thât gì củng biết làm,一个好女孩知道该怎么做,女孩,正面
@MrTelamonid,"Собирать яйца в такой траве ещё то удовольствие, вон мелкая кое как пробиралась.",在这样的草中收集鸡蛋仍然是一种愉悦，有一个小的鸡蛋以某种方式走了。,收集 鸡蛋 愉悦 鸡蛋 方式,正面
@chucthihong1993,Your cooking gives me so much peace,你的烹饪给了我这么多的和平,烹饪,正面
@RinaRina-xt5vm,Luar biasa cara mreka mempermentasikan  smua jenis makanan,制作各种食物的非凡方法,食物 方法,正面
@dewianggraenisaleh3845,Salam dari Indonesia..Tanjung Tabalong Kalimantan Selatan,来自印度尼西亚的问候。,问候,正面
@Vatonnage,皮蛋，小時候的味道！接著是腐乳、豆豉、咸魚...腐爛的美味！,皮蛋，小时候的味道！接着是腐乳、豆豉、咸鱼.腐烂的美味！,皮蛋 小时候 味道 豆豉 咸鱼 腐烂,正面
@ZanderDy-tv4fz,Axia is so adorable so lovely so pretty and everything. .,是如此可爱，如此漂亮，一切。,可爱 漂亮,正面
@nara3760,"Everything looks so good, I always wanted to buy the eggs, but never know how to eat It. Now I know!",一切看起来都很好，我一直想买鸡蛋，但永远不知道该怎么吃。现在我明白了！,鸡蛋,正面
@anatolykamaeww9248,какие вы все классные и красивые природа у вас очень красивая большие молодцы,你们都是什么酷和美丽的大自然，你有非常漂亮的大研究,漂亮,正面
@NusratJaan-rd6lh,Greetings from Kashmir,克什米尔的问候,问候,正面
@rachalnocchi5600,"I have never seen century eggs before, they are so beautiful! I am so curious about how they must taste, I wonder if they taste like a boiled egg or not? Thank you very much for sharing how you make them!",我以前从未见过世纪鸡蛋，它们是如此美丽！我对它们必须如何品尝感到好奇，我想知道它们是否像煮鸡蛋一样味道？非常感谢您分享您的制作方式！,世纪 鸡蛋 品尝 感到 好奇 鸡蛋 味道 分享 方式,正面
@damnhandles,Those dumplings looked amazing!,那些饺子看起来很棒！,饺子 很棒,正面
@Yzabia,Olá princesa 🇧🇷🇧🇷🇧🇷 from Brasil 🇧🇷,你好公主🇧🇷来自巴西🇧🇷,公主,正面
@singlelifemachuyen,"A perfect recipe to turn chicken eggs and duck eggs into something like that, it's definitely the most delicious dish",一个完美的食谱，将鸡蛋和鸭蛋变成类似的食谱，它绝对是最美味的菜肴,完美 食谱 鸡蛋 鸭蛋 类似 食谱 菜肴,正面
@Fenrispro,"it's so sweet u all genuinely care for the chickens, ducks and baby chickies too",真是太可爱了,可爱,正面
@user-up7ot9vz8c,정말로 행복해보입니다.축하합니다.,它看起来真的很高兴，恭喜。,恭喜,正面
@chauthichi,You are very hardworking. Thank you for sharing the video,你很努力。谢您分享视频,努力 分享 视频,正面
@buingocquang.official,"For those trying it for the first time, it may be difficult to eat. But once you get used to it, its taste is great and it's also very healthy.",对于那些第一次尝试的人，可能很难吃。但是，一旦您习惯了它，它的味道就很棒，而且也很健康。,难吃 习惯 味道 很棒 健康,正面
@marinad_sbnvasyukova6964,"Привет из России, Крым, город Ялта! Интересное видео! У нас так не готовят",来自俄罗斯，克里米亚，雅尔塔市的问候！有趣的视频！他们不那样做饭,问候 有趣 视频 做饭,正面
@catboysephiroth560,"This is like, the savory equivilent of jello, I think. Those look fun to eat, I bet the texture is really good. Definitely now on my top 10 list of foods i want to eat someday!",我认为这就像杰洛（）的咸味一样。这些看起来很有趣，我敢打赌质地真的很好。绝对现在是我想吃的十大食物清单！,咸味 有趣 打赌 质地 食物 清单,正面
@grano5965,Good to see you cooking Hong Kong style congee for your family! It's definitely delicious and healthy. Best for patients and sometimes when you are feeling not well.,很高兴看到您为您的家人烹饪香港风格的兴奋！绝对是美味又健康的。最适合患者，有时甚至感觉不舒服。,家人 烹饪 风格 兴奋 健康 适合 患者 感觉 舒服,正面
@only7for1,Bubur pake telur pitan enak bgt jd pengen,鸡蛋粥粉鸡蛋 ,鸡蛋 鸡蛋,负面
@JayAnnEspanola,Watching from Philippines,从菲律宾观看,观看,正面
@emiliayonekokumata7167,I was always curioud about how these century eggs are made. Once I had one when I lived in Japan. Watching from Brazil. Your show is always very beautifully shot. Thank you!,我总是对这些世纪鸡蛋的产生感到好奇。一旦我住在日本时就有一个。从巴西看。您的演出总是很漂亮。谢你！,世纪 鸡蛋 感到 好奇 演出 很漂亮,正面
@tararai9764,"we are from Nepal..🇳🇵🇳🇵🇳🇵
Big fan...️️️",我们来自尼泊尔。大型粉丝.,粉丝,正面
@partiuaventuracomoscar,Lindo demais parabéns pelo trabalho toop fico muito feliz por você parabéns parabéns um grande abraço com carinho,太漂亮的恭喜您的作品，我为您感到高兴,恭喜 作品,正面
@KruthikaGowdaKruthi,Amazing cooking skills...lots of love from India.. Karnataka ️,惊人的烹饪技巧.来自印度的很多爱.卡纳塔克邦,惊人 烹饪 技巧,正面
@DorlitaMarbun-vr2cv,Saya dari indonesia🇮🇩 sangat menyukai video anda,我来自印度尼西亚🇮🇩真的很喜欢你的视频,喜欢 视频,正面
@RuralFoodsLifestyle,"Yes it is perfectly cooking food, she's professional cooker.",是的，这是完美的食物，她是专业的炊具。,完美 食物 专业 炊具,正面
@markooi328,"Love from Malaysia! OMG, I love century eggs. Great in porridge, stir-fries or just sliced and eaten with some pickled ginger <3",来自马来西亚的爱！天哪，我喜欢世纪鸡蛋。在粥中很棒，炒菜或切成薄片，然后用一些腌制的生姜<3,喜欢 世纪 鸡蛋 很棒 炒菜 切成 薄片 腌制 生姜,正面
@dawnkrueger9168,I pray blessing upon you and your family for another 100 generations,我为您和您的家人祈祷另外10代,家人 祈祷,正面
@Yan-Fun,The eggs are everywhere in the farm jungle! So nice!,农场丛林中到处都是鸡蛋！太赞了！,农场 鸡蛋,正面
@chanel58581,第一次看到黃色的皮蛋，應該也是很好吃,第一次看到黄色的皮蛋，应该也是很好吃,黄色 皮蛋 好吃,负面
@momkatmax,"Ahao, get better soon! Your sister's cooking should help",，很快好起来！你姐的烹饪应该有帮助,烹饪,正面
@mariaeugeniamartingonzalez9586,"Guau que delicia de platos de comida , me encanta la cultura gracias",哇，那愉快的食物，我喜欢文化谢,愉快 食物 喜欢 文化,正面
@kenlin2022,台灣人很喜歡吃皮蛋，除了影片的料理和皮蛋瘦肉粥之外，以及皮蛋配嫩豆腐，佐料是蔥花和醬油膏（尤其是蒜蓉口味的醬油膏是正點）,台湾人很喜欢吃皮蛋，除了影片的料理和皮蛋瘦肉粥之外，以及皮蛋配嫩豆腐，佐料是葱花和酱油膏（尤其是蒜蓉口味的酱油膏是正点）,台湾人 喜欢 皮蛋 影片 料理 皮蛋 皮蛋 嫩豆腐 佐料 葱花 酱油膏 蒜蓉 口味 酱油膏 正点,正面
@dailychannel1775,I really like the natural scenery here.  so beautiful and also pleasing to the eye,我真的很喜欢这里的自然风景。如此美丽，也令人愉悦,喜欢 愉悦,正面
@LyThiHoa1987,Delicious dishes made by hardworking and beautiful girl,辛勤工作和美丽的女孩制作的美味菜肴,辛勤工作 女孩 菜肴,正面
@user-yw9cs3pr2z,Дружная семья. Мира и здоровья всем.,友好的家庭。对每个人的和平与健康。,友好 家庭 健康,正面
@user-iv8ji4so6j,Love from India Andhra Pradesh Krishna district I am watching your videos 2018 to till now waiting for your videos,来自印度的爱安得拉邦奎师那区，我正在观看您的2018年视频，直到现在等待您的视频,观看 视频 等待 视频,正面
@tanupriya828,Delicious,可口的,可口,正面
@LadyKimFood,"Every time i watch your clip, I feel so peaceful and relaxed. Wish you alway be happy like that ^^",每当我看着你的剪辑时，我都会感到如此和平和放松。希望你总是像那样快乐^,看着 剪辑 感到 放松 希望 快乐,正面
@user-zr4db9vi8m,炸皮蛋拿來炒紅燒皮蛋也很好吃,炸皮蛋拿来炒红烧皮蛋也很好吃,皮蛋 拿来 红烧 皮蛋 好吃,负面
@MalikaJassmen,Hi  I love you so much ..and your familyfrom Egypt,嗨，我非常爱你.和你的家人来自埃及,家人,正面
@huangjoy8055,真的很厲害，還會自己做皮蛋,真的很厉害，还会自己做皮蛋,厉害 皮蛋,负面
