评论用户id,评论id,分词,分词-英文
7406101615,5081794097447070,喜欢 题材,Like the subject matter
7010355412,5081777282484300,荒野 机器人 原著 小说,Original Novels of Wilderness Robot
6662076623,5081775510392890,欧气 满满,Full of European Qi
2256580641,5081775443018470,梦工场 动画 荒野 机器人 原著 小说,DreamWorks Animation Wild Robotic Novels
6974207555,5081774415939580,不错,good
6174231195,5081772004478300,读书,read
6089581738,5081764854760500,转花,Turn a flower
1534154673,5081751915334620,书书书,Book and book
2905807461,5081750673822080,好书,Good book
1642388412,5081731433234520,可爱,cute
7186687528,5081731063091240,电影 好看 希望 抽到,Movie looks good and hope to get it
3969363996,5081728491979790,降低 中奖率,Reduce the winning rate
2356866167,5081726984389010,好书,Good book
7023341027,5081726650418510,发货 不给,Delivery
5215803426,5081731006991390,读书 羊毛,Reading wool
1710155882,5081729625494150,梦工场 动画 荒野 机器人 原著 小说 奖得主 写给 孩子 勇气 讲述 机器人 生存 赞歌 开启 人工智能 时代 冒险 著名 评论家 倾情 翻译,Dreamglow Animation Wilderly Robotic Novel Award winner wrote the courage to children tell the game of robot survival praise to open the adventure of artificial intelligence in the era of famous critics translation
5618531691,5081726857249380,参与,participate
5434801869,5081786187252350,科幻 孩子,Science fiction child
6337636612,5081932371330820,炸死 幻想,Fantasy
7920664943,5081978980008050,好像 不用 侵犯,There seems to be no invasion
7916595782,5081465859871710,请问 出手 选择,Excuse me
7852640772,5081551337949960,好看 女性,Good -looking woman
5836198182,5081703498645830,出点 滚服 战力 游戏 不想 玩家 发现 不让 自由 轮流 中心 低战 玩家 游戏 玩法 买单 立绘 还行,It's OK to go out of the rolling service combat power game.
6009897391,5081469758212860,好看,nice
7500097287,5081512798061190,皮肤 别搞,Don't do it with the skin
6665107514,5081782998012370,好看 练度,Good -looking practice
3990013703,5081732371450620,不负 期待,Not looking forward to
3896297099,5081730243367360,牛气,Bullishness
5273001513,5081722058705340,限定 皮肤,Limited skin
6401624551,5081686293350860,羽衣,Feathers
6617023691,5081556779797840,好看,nice
6398828888,5081881114580060,厉害,sharp
3431495572,5081770838198440,炫酷,Cool
7773434849,5081727732548250,迷雾 重重,Fog
5273003578,5081726357603140,确实 好看,Really beautiful
7714370346,5081635794190960,电脑,computer
5648862472,5081561984930630,设定 主角 阵容,Set the protagonist lineup
7046301851,5081540245855860,限定 皮肤,Limited skin
5977061867,5081508202679020,美术,art
5647629817,5081494794535250,厉害,sharp
7680655271,5081484703307170,不错,good
3203861652,5081472915999730,不错,good
7926207224,5081973972009580,科技 皮肤,Technology
5515525823,5081838974668090,发明 智能 抢票 软件,Inventory intelligent ticketing software
6446305201,5081740852593220,老师 事会 政治 题嘛,The political question of the teacher's meeting
7787932212,5081501862203140,能源,energy
7726015738,5081527786406290,会考,Test
5626331541,5081829172317160,血汗,Sweaty
5626331541,5081828878451120,上课 没分 不来,Can't divide in class
2926947581,5081822395108320,寻找 人工智能 不到 着手,Finding artificial intelligence can't start
7390575289,5081846297922110,收购 国家,Acquisition country
5878659096,5081814914040280,感兴趣 开通 超话 社区 超话 社区 旗下 兴趣 社区 小伙伴 交流,Interested in opening the interested community partner of the super -discourse community community to exchange
5878659096,5081814789522160,感兴趣 智能 制造 开通 超话 社区 超话 社区 旗下 兴趣 社区 小伙伴 交流 智能 制造,Interested in intelligent manufacturing to open the super -disciplinary community super talk community interested community partner to exchange smart manufacturing
2150565710,5081820597322030,电影,Movie
6171489140,5081812121949640,理解万岁 理解万岁 推荐 内容 新学期 新起点 精彩 容错过,Understand long live and understand the recommended content of the new semester of the new semester.
6071951613,5081857890451750,跻身 人工智能 指数 全国,End in the national artificial intelligence index nationwide
7516345159,5081798480498410,棋手 用星,Player with a star
2689530142,5081796047801380,配置 意义,Configuration
7651443332,5081795888417880,理智 申好,Rational application
2218502327,5081815150233380,关注,focus on
2920654681,5081892460693310,智能,intelligent
1413208367,5081811770934300,说谎 本子 接收者 漂亮 无用 水文,Lying book receiver is beautiful and useless hydrology
6021573856,5081787691174550,参与 官方 内容 添加 题词 机会 资源 红包 惊喜 出行 机会,"Participate in the official content to add inscription opportunities for red envelopes, surprise travel opportunities"
1897723622,5081794930279690,法治 学法,Rule of law
1897723622,5081794917697500,传递 能量 法律,Passing energy law
2035428610,5081802699966130,全世界,worldwide
7332630952,5081786677723430,算不算 专属 水印,Is it an exclusive watermark
1927904702,5081787007764280,叛逆 人工智能,Rebellious artificial intelligence
1737588567,5081743935933300,儿童 打造 视频 动画 帮忙 链接,Children create video animation help link
7518361489,5081773597526760,分享,share
7611803195,5081767411714580,商务,Business
3909061653,5081795428617290,关注 热点 传递 法治 资讯,Pay attention to the hotspot transfer information of the rule of law
2740584771,5081782053765670,关注 热点 资讯,Follow hot information
5345121932,5081787887519300,关注,focus on
7895847289,5081778341020210,科技进步 人类,Scientific and technological progressive mankind
7412662984,5081820219575930,喜欢 文章 帮忙 点点 关注 点点,Like an article to help a little attention and pay attention to
7788493322,5081783802528140,我会 心动,I will be heartbroken
7699953384,5081787308444160,人性,human nature
7762774996,5081773594119750,干货 满满,Full of dry goods
1408734653,5081918229712300,礼貌 想法,Politeness
1631375060,5081914480269440,想法,idea
1644556265,5081770783410520,肯定 沙子 晶圆厂 电力,Affirmation of the electricity of the sand wafer plant
5939049902,5081772658789440,水资源,Water resources
6044547414,5081774750959920,淡化 海水 成本 芯片,Dilute the cost chip of seawater
6362096720,5081778282565370,网络 地儿 适不 适合 建厂 造晶 网友 半导体 领头 企业,Whether the Internet is suitable for building a factory to build a crystal netizen semi -conductivity leading enterprise
1866518604,5081439685315830,脑子 语言 天才,Brain Language Genius
7895131651,5081434752028190,运笔 厉害,Paper
1892938337,5081448157544830,成就 肯定,Affirmation
1869819221,5081452414503960,天才,genius
1902680462,5081439636816700,感动 想法,Move
7798702004,5081518332450610,喜欢 讲故事 想象 世界 绘本 故事,"Like telling stories, imagine the world picture book story"
6344976149,5081497562776250,喜欢 说话,Like to speak
1655660487,5081440952520220,拥有 飞毯,Have a flying carpet
1380467084,5081675872862560,想象力 有趣 想象力 贫乏 无趣,"An imagination is interesting and imaginative power, poor and boring"
1988675983,5081543025100600,天才,genius
3966230201,5081511374358480,喜欢,like
5872704464,5081467252378650,开玩笑 开玩笑,Joy
7317427109,5081465192712800,讲话 声音 想象力,Speaking and imagination
1891479633,5081463762456370,喜欢,like
2213626640,5081448384039180,喜欢 声音 好像 喜欢,I like sound like I like
7258878398,5081447541245780,想象力,Imagination
5742846842,5081439250940260,脑洞 很大 想象力 天才,The brain hole is great imaginative genius
1845942745,5081435197672790,想象,Imagine
1792202770,5081434726863630,好玩,Fun
7843303785,5081472293932050,请问,Excuse me
7948335325,5081512045709430,聪明,clever
7895847306,5081721733121520,科研 联手 揭秘 软肋 洞察力 数学 能手 擅长 领域,Scientific research teamed up to reveal the weakness of weakness and insight.
1736332374,5081760660718400,意味着 数学 符号 推理 编程 有用,It means that mathematical symbol reasoning is useful
1794798254,5081436681408130,举办 行业 领军 企业 推动 信息技术 人工智能 技术 助力 产业 转型 期待 国家 会议 中心 展望 美好 数字,Holding industry -leading companies to promote information technology artificial intelligence technology to help industrial transformation and expect to look forward to the national conference center to look forward to beautiful figures
1827225287,5081421559366000,举办 行业 领军 企业 推动 信息技术 人工智能 技术 助力 产业 转型 期待 国家 会议 中心 展望 美好 数字 倒计时,Holding industry -leading companies to promote information technology artificial intelligence technology to help industrial transformation. Expect the national conference center to look forward to beautiful figure countdown
1849339652,5081485466666010,举办 行业 领军 企业 推动 信息技术 人工智能 技术 助力 产业 转型 期待 国家 会议 中心 展望 美好 数字 倒计时,Holding industry -leading companies to promote information technology artificial intelligence technology to help industrial transformation. Expect the national conference center to look forward to beautiful figure countdown
2345353850,5081453123601810,倒计时,Countdown
1840875057,5081825507018660,举办 行业 领军 企业 推动 信息技术 人工智能 技术 助力 产业 转型 期待 国家 会议 中心 展望 美好 数字,Holding industry -leading companies to promote information technology artificial intelligence technology to help industrial transformation and expect to look forward to the national conference center to look forward to beautiful figures
1834076167,5081474565409560,举办 行业 领军 企业 推动 信息技术 人工智能 技术 助力 产业 转型 期待 国家 会议 中心 展望 美好 数字 倒计时,Holding industry -leading companies to promote information technology artificial intelligence technology to help industrial transformation. Expect the national conference center to look forward to beautiful figure countdown
2438629673,5081424745202090,举办 行业 领军 企业 推动 信息技术 人工智能 技术 助力 产业 转型 期待 国家 会议 中心 展望 美好 数字 倒计时,Holding industry -leading companies to promote information technology artificial intelligence technology to help industrial transformation. Expect the national conference center to look forward to beautiful figure countdown
2724721217,5081789129820240,举办 行业 领军 企业 推动 信息技术 人工智能 技术 助力 产业 转型 期待 国家 会议 中心 展望 美好 数字 倒计时,Holding industry -leading companies to promote information technology artificial intelligence technology to help industrial transformation. Expect the national conference center to look forward to beautiful figure countdown
1924346173,5081790987111640,国际 信息 展览会,International Information Exhibition
2090966674,5081778700158440,科技 创新,Scientific and technological innovation
1836267700,5081777964584660,信息技术 人工智能 助力 产业 转型,Information technology artificial intelligence help industrial transformation
6400815572,5081726454335900,期待 国家 会议 中心 展望 美好 数字,Looking forward to the beautiful figures of the National Convention Center
6414809147,5081724193079440,数字,number
1957142244,5081720231562630,科技 创新,Scientific and technological innovation
