content,emotion_scroe,emotion_type,主题概率,主题类型
"那一天我在医院捐完1吨血后回家写诗，写到2000多首的时候准备休息一下顺便发表---篇关于癌症的论文,这时我看见楼下有只老虎跟一头熊打架，我直接从18楼跳下去并在空中调整身体稳定落地，着落点和目标隔了层40m的钢板，我瞬间极端愤怒，心脏一下喷出5吨血，刚想-拳打穿40m钢板过去阻止,没想到旁边两个被我落地吓到的路人过来围攻我,第一个壮汉扑过来我随便借一一个力背摔，他头扭到脖子昏迷了，第二个拿出步枪想射我，我在极端愤怒的情况下闪避了30发子弹，-拳使他缴械并击穿了他身后的40m钢板，接着我继续向老虎赶去，老虎看见我直接扑过来，我一个滑铲从它身下滑过，并用随身带的刀子把它的肚子划开，内脏掉-地，它当场去世。熊马上跟过来，它-过来我就闭气装死，它一回头我直接- -个锁喉，两只腿固定住它的要，用力一分钟就把他窒息了。这时背后突然冲出一只成年的雄性暴龙，没想到我刚才极端愤怒的一拳不仅打穿了40m的钢板，还打通了时空裂缝。我二话不说赶紧把刀子牢牢地绑在脚板上，暴龙冲到我前面，张开大口从上往下咬，我向前一个翻滚躲避攻击，起身一跃抓住前爪挂在暴龙的胸前，我的一只脚板下是绑着匕首的，我就用那条腿来踢，每踢一下就等于捅了它一 刀,大概踢了七八下， 它就一命呜呼了。还没松口气又来了100个神秘组织的人,想把我抓去研究，我当然不同意，于是和他们打了起来，打了足足75分钟，完事之后还摇着花手跑了30公里，因为实在太累就在某个人的院子里躺下睡着了，这家人养的藏獒看见我在睡觉就想吃掉我,我神经拳一拳干在它的眼窝上，然后我就醒了，那时候有点害怕，它更凶了又要扑上来，我接着双腿劈叉跳它咬在了草地上，我直接剪刀腿夹住它的脖子，借着落地的力720度旋转给他头拧下来了，狗主人看到这一幕一直骂向我要赔偿，我就笑笑，躺在血泊中继续睡，因为我知道我随时可以用我的剪刀腿拧下他的头。人和人不能一概而论。",1.4119563552794645e-06,neg,"[(0, 0.025891365), (1, 0.026002279), (2, 0.025606379), (3, 0.92249995)]",3
这个工作还招人吗,0.17764323986771247,neg,"[(0, 0.12511003), (1, 0.6246858), (2, 0.12509052), (3, 0.12511365)]",1
幼年期大猫，攻击力很低，但依然很凶萌，可以使出卖萌绝技使两腿兽失去抵抗能力！,0.8495305483343664,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
可爱的大猫咪,0.9780694662968361,pos,"[(0, 0.12842435), (1, 0.12861867), (2, 0.12745877), (3, 0.61549824)]",3
人和人的体质不能一概而论，我面对这种老虎一个滑铲就进了阿伟乱葬岗,0.20800254653581707,neg,"[(0, 0.87025005), (1, 0.04408092), (2, 0.04199122), (3, 0.043677833)]",0
下虎式伸懒腰！,0.4911021983492706,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
你们可能不知道，小老虎在动物园待一个小时就会过去60分钟,0.08671432182427496,neg,"[(0, 0.053008445), (1, 0.8452662), (2, 0.050595906), (3, 0.051129363)]",1
六级猫粮不请自来,0.05614308756001951,neg,"[(0, 0.12529352), (1, 0.12527767), (2, 0.1351378), (3, 0.614291)]",3
四只小花猫🐯,0.4526647042248213,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
阿伟死了啊啊啊好可爱！,0.7376734685246908,pos,"[(0, 0.06473461), (1, 0.06479927), (2, 0.062894516), (3, 0.80757165)]",3
柠檬树上柠檬果 柠檬树下只有我,0.9997834250089856,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
我跟你讲，这种猫我能rua…我能跑五公里,0.7439278598299863,pos,"[(0, 0.12527691), (1, 0.12531273), (2, 0.1343919), (3, 0.6150185)]",3
emmm，比前两天大了？,0.35565256065227413,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
人和人的情况不能一概而论，我曾经在极度愤怒的情况下，老虎冲过来一个滑铲，把我肚子抛开了。,0.0061620316444322976,neg,"[(0, 0.04338153), (1, 0.7205109), (2, 0.04234688), (3, 0.19376068)]",1
翘屁嫩虎,0.1373458631668738,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
awsl,0.5,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
就你了，三级肉嫩。,0.41697148102243664,neg,"[(0, 0.12793483), (1, 0.61542314), (2, 0.1251062), (3, 0.13153584)]",1
就你了，三级...啊呸我也是三级,0.25130533083340356,neg,"[(0, 0.1279347), (1, 0.615425), (2, 0.12510619), (3, 0.13153411)]",1
无能狂怒？,0.3970530795493393,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
那可太愤怒了,0.31256969490734765,neg,"[(0, 0.12507164), (1, 0.12751618), (2, 0.12505811), (3, 0.6223541)]",3
人跟人不能一概而论，毕竟体质不同，要是我像层主这样愤怒一天   我能把自己活活气死,0.21665623817003477,neg,"[(0, 0.05203077), (1, 0.05124757), (2, 0.050643686), (3, 0.846078)]",3
结果发现虎妈就在门口等你,0.37853339063437363,neg,"[(0, 0.1250806), (1, 0.61568564), (2, 0.13416162), (3, 0.12507214)]",1
直接滑到老虎妈妈面前🐯,0.8765863519671703,pos,"[(0, 0.0906775), (1, 0.20575914), (2, 0.087505035), (3, 0.6160583)]",3
先别滑铲了，虎爷今天都吃撑了，明天吧,0.24121102936235939,neg,"[(0, 0.1250887), (1, 0.12508632), (2, 0.12586072), (3, 0.62396425)]",3
我又开始膈应你了,0.5035078910478143,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
回复 @长夜_忆 :那你别穿人类的衣服啊,0.8498689957856297,pos,"[(0, 0.06622034), (1, 0.07000557), (2, 0.8003508), (3, 0.063423306)]",2
知乎宇宙,0.9574603716349328,pos,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
哈哈哈 段子原主怎么还是人呢 是神仙了,0.9863983149923976,pos,"[(0, 0.1295265), (1, 0.6087574), (2, 0.13348311), (3, 0.12823305)]",1
摇着花手跑30公里,0.03661418280094764,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
还招人，就是一天换三顿，哦不，三个人,0.047840572316268704,neg,"[(0, 0.08340358), (1, 0.7498131), (2, 0.08338507), (3, 0.08339829)]",1
不了，老虎最近有点消化不良,0.5706081594890172,pos,"[(0, 0.13320996), (1, 0.61025155), (2, 0.12875724), (3, 0.12778129)]",1
回复 @学习资料码 :这就体现出会滑铲的重要性了,0.0936817287435584,neg,"[(0, 0.08497405), (1, 0.090505116), (2, 0.3567978), (3, 0.467723)]",3
有可能是61分钟,0.38967062143501974,neg,"[(0, 0.1250751), (1, 0.6247886), (2, 0.12505913), (3, 0.1250772)]",1
人被杀，就会死,0.27324702091896125,neg,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
众所周知，人喝水就会死,0.5898836426930183,pos,"[(0, 0.12526804), (1, 0.61651397), (2, 0.1329359), (3, 0.12528211)]",1
六级肉已经柴了，不好吃，还是喂上面那群三级的吧,0.4892526386534609,neu,"[(0, 0.06377808), (1, 0.06861424), (2, 0.06366539), (3, 0.80394226)]",3
回复 @水桶浪客 :我们4级的肉太肥了，怕把小老虎腻到，还是三级的肉好，不肥不瘦,0.004383508769035038,neg,"[(0, 0.063787855), (1, 0.8050577), (2, 0.06728579), (3, 0.06386867)]",1
回复 @葫芦精辟 :就你了,0.15827338129496404,neg,"[(0, 0.08514376), (1, 0.7339244), (2, 0.09651194), (3, 0.08441996)]",1
金渐层,0.5303377089817255,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
可怜又惢疼[酸了]偷猎者不得好死,0.6446809050738194,pos,"[(0, 0.08697601), (1, 0.08720311), (2, 0.08373317), (3, 0.74208766)]",3
没见过穿山甲，不过希望他们都不会被抓～,0.14553166973654552,neg,"[(0, 0.8060574), (1, 0.06294729), (2, 0.066878594), (3, 0.06411671)]",0
突然有一个疑问，如果是中医导致应该只是中国走私量大，但标题上说的是全球范围内穿山甲范围内都是都是最大的。然后就是以形补形确实很不靠谱，但是从穿山甲联想到 通透 再联想到增加母乳，这中间的跨度太大了根本不是正常人思维。而且这个穿山甲因为中医被走私的原因就像是突然冒出来的，并且所有营销号都这么异口同声的这么说，而且都没有任何数据，就向观众灌输了这个结论，就好像它是一个共识。,0.9963477185952517,pos,"[(0, 0.1574921), (1, 0.01704087), (2, 0.80841804), (3, 0.017049028)]",2
其他我不知道，但从穿山到母乳这种脑回路在传统中医书里太多了，我在书店看过某版本的本草纲目，很多这种,0.9997303847021195,pos,"[(0, 0.051270705), (1, 0.050569236), (2, 0.84810424), (3, 0.050055813)]",2
中医脑回路历来清奇，人屎人尿皆可入药，各种动物屎也可入药,0.9999729001014671,pos,"[(0, 0.05259504), (1, 0.05147511), (2, 0.8434343), (3, 0.052495543)]",2
因为富人喜欢象牙制品，所以全世界的大象就遭了殃。因为西方人喜欢吃松露，所以云南那里都没啥人吃的松露好多都出口国外。所以你知道为什么中医说穿山甲的那些妙用，就能导致全世界的穿山甲都遭殃了吧？,0.9920969485183061,pos,"[(0, 0.93963003), (1, 0.020422002), (2, 0.020097239), (3, 0.01985075)]",0
不能否认中医在古代以及并不久远的过去在治病救人上发挥的巨大作用，在古代很长一段时间都是其它地区，尤其是欧洲不可比拟的。是我们的骄傲。但是，现在已经有了降维打击的先进医学，就不要退而求其次了。其实没有什么中医西医的说法，还加入什么民族情绪，怪力乱神之类的。我觉得应该统称古代医学和现代医学，该怎么选，一目了然。,0.9999999962516246,pos,"[(0, 0.890447), (1, 0.036402605), (2, 0.036337864), (3, 0.036812507)]",0
我反对捕杀买卖穿山甲。对于中医，我虽然不懂，但是我有过亲身经历。以前我一个咳嗽两个多月没有治好，医生说治疗的药物方法就这些，不好也没有办法。然后经亲戚介绍我去了一个退休医生的家里，他搭了下脉什么的，开了个方子。我按照方子去中药店抓了6包中药，一周就好了。有些地方，中医还是有他的独到之处的。我认为全盘否定中医的人对中医并不懂。,0.9834242840500225,pos,"[(0, 0.943176), (1, 0.019014193), (2, 0.019372432), (3, 0.01843743)]",0
即使在现代，中医也有很多很有用的东西呀，比如说针灸、正骨、推拿等等，中医又不是只有那些奇奇怪怪的药物，就算是有些药物原理无法解释，只要能通过双盲实验验证疗效，不一样是科学有效的吗？揪住一个错误就彻底否定，不合适吧。,0.9999136204619157,pos,"[(0, 0.7347233), (1, 0.016080583), (2, 0.23349898), (3, 0.01569715)]",0
不要把中医跟盗猎野生动物混为一谈行吧，盗猎就盗猎，哪有那么多冠冕堂皇的理由？完全就是两回事，治病的方子多了去了，哪有非用保护动物的道理。某些人抓住这些奇奇怪怪的药物直接把中医彻底否定了？一口一个糟粕？在您眼里中医就只有这些？针灸、推拿、正骨这不也是中医的东西？就算是有些药物不能解释原理，只要双盲实验通过了，不一样是科学有效的？别太二极管行吧,0.9999830722599274,pos,"[(0, 0.013028123), (1, 0.010638283), (2, 0.96560144), (3, 0.010732143)]",2
纲目记载穿山甲有毒，所以自己想吃就别往传统医学上扯。,0.6456874213961971,pos,"[(0, 0.054719955), (1, 0.055706948), (2, 0.053146575), (3, 0.83642656)]",3
有种中药，主要成分是蚯蚓，说可以通血管，因为蚯蚓善打洞！你去查，很多中药书籍都这样写。传统医学有可取之处，但是糟粕也很多啊！而且最重要的是，行骗的中医太多了，随便包装一下，就是中医世家，包治百病！,0.9925596770233016,pos,"[(0, 0.026025759), (1, 0.027202336), (2, 0.026536461), (3, 0.9202354)]",3
古人都不会认为古人100%对，中医古籍里古人因为某些观点互相争论的多的是，而今是某些人放弃了思考。,0.9996308124087722,pos,"[(0, 0.06956037), (1, 0.800294), (2, 0.06564734), (3, 0.06449831)]",1
葫芦爷爷:能，就是它穿了山放跑了妖怪！,0.47289456074560376,neu,"[(0, 0.08339614), (1, 0.7498352), (2, 0.08338203), (3, 0.083386675)]",1
盲猜又有人诋毁中医了,0.9734458724282088,pos,"[(0, 0.09118794), (1, 0.085642256), (2, 0.0910015), (3, 0.73216826)]",3
现代科学体系下中医基本没有什么发言权。,0.9934433578008944,pos,"[(0, 0.60415184), (1, 0.1293526), (2, 0.13539758), (3, 0.13109793)]",0
中医需要去糟粕,0.5002064526939307,neu,"[(0, 0.088309824), (1, 0.08489855), (2, 0.73867273), (3, 0.08811885)]",2
买本最新版的中药学，上面就清楚的写着，具有祛瘀通经，通下乳汁，消肿排脓的作用，中医很多东西就暂时无法用科学去解释，但不能否认他有用，他的疗效，不然哪来这么多中医院中医院校，我们这的人民医院中医门诊天天爆满,0.9956897941141618,pos,"[(0, 0.9344319), (1, 0.022052886), (2, 0.022230605), (3, 0.021284614)]",0
想吃穿山甲可以啃自己的指甲,0.8088810188235079,pos,"[(0, 0.7465075), (1, 0.08570273), (2, 0.08364875), (3, 0.08414101)]",0
穿山甲和指甲成分一样？哈哈哈。,0.9384665602875307,pos,"[(0, 0.841028), (1, 0.05484663), (2, 0.052335385), (3, 0.05178998)]",0
动物灭绝跟我们穷人真没啥关系，都是有钱人的需求，也是有钱有势有势的人在享用,0.6131164093168439,pos,"[(0, 0.044611625), (1, 0.8686327), (2, 0.044323564), (3, 0.042432114)]",1
穿山甲的灭绝：论土豪的危害,0.8948862084140293,pos,"[(0, 0.22669725), (1, 0.5957257), (2, 0.08817451), (3, 0.08940254)]",1
大众的眼睛是雪亮的，有没有道理自己心里明白，什么都说不出来还想让大家信服，可能么,0.036119462432373184,neg,"[(0, 0.05586258), (1, 0.0500775), (2, 0.8412518), (3, 0.052808106)]",2
传统医学,0.8793672655074593,pos,"[(0, 0.1300998), (1, 0.12513487), (2, 0.12509824), (3, 0.61966705)]",3
这就要问我们的老中医了 哈哈,0.5473170878600997,neu,"[(0, 0.613659), (1, 0.12534496), (2, 0.13571988), (3, 0.12527615)]",0
据说有一半人吃中药得肾衰竭的是真的吗,0.6692859137460198,pos,"[(0, 0.09044103), (1, 0.08406025), (2, 0.09105966), (3, 0.7344391)]",3
能做鸡汤,0.37134590389428157,neg,"[(0, 0.12514624), (1, 0.12513761), (2, 0.12510675), (3, 0.6246094)]",3
这玩意儿一级？真的是牢底坐穿兽。,0.6097038937078749,pos,"[(0, 0.052193496), (1, 0.23332427), (2, 0.6606149), (3, 0.05386733)]",2
有人工培育的吗,0.8780844279994073,pos,"[(0, 0.12621868), (1, 0.12637922), (2, 0.12503472), (3, 0.6223674)]",3
吃啥补啥，我缺指甲所以要吃穿山甲？,0.38536281731115296,neg,"[(0, 0.74649423), (1, 0.08571571), (2, 0.083648816), (3, 0.08414124)]",0
从我做起,0.8,pos,"[(0, 0.13229051), (1, 0.12506467), (2, 0.12504157), (3, 0.61760324)]",3
我承诺：保护野生动植物,0.5858442698452196,pos,"[(0, 0.050908536), (1, 0.0507398), (2, 0.050270315), (3, 0.84808135)]",3
大家一起接力：我承诺，保护野生动植物！,0.7925551650100334,pos,"[(0, 0.050897922), (1, 0.050730437), (2, 0.050270166), (3, 0.8481015)]",3
我承诺，保护野生动植物！,0.5858442698452196,pos,"[(0, 0.05090946), (1, 0.050740223), (2, 0.050270323), (3, 0.8480799)]",3
从我做起，支持,0.8580764987598978,pos,"[(0, 0.08737988), (1, 0.084215246), (2, 0.37051806), (3, 0.45788684)]",3
保护野生动物！,0.896327454965966,pos,"[(0, 0.091546685), (1, 0.08548792), (2, 0.0899143), (3, 0.7330511)]",3
感恩众生菩萨,0.6843836680003439,pos,"[(0, 0.61999404), (1, 0.12513964), (2, 0.12508701), (3, 0.1297793)]",0
南无阿弥陀佛！,0.666785958107777,pos,"[(0, 0.090129845), (1, 0.08349272), (2, 0.74026954), (3, 0.08610789)]",2
非常支持，早就该这样了,0.6276877620224931,pos,"[(0, 0.08346494), (1, 0.08905057), (2, 0.73940843), (3, 0.08807606)]",2
希望这次疫情过后能加快相关法律的制定,0.9791978568623243,pos,"[(0, 0.8458256), (1, 0.050225716), (2, 0.05341618), (3, 0.050532486)]",0
支持 我参与,0.819316414057712,pos,"[(0, 0.088296354), (1, 0.08379807), (2, 0.74415123), (3, 0.08375434)]",2
非常非常支持，早该这样了。,0.6018335324800809,pos,"[(0, 0.08341024), (1, 0.08373989), (2, 0.74913985), (3, 0.08371001)]",2
真希望猎杀野生动物的人重判,0.8726876785492483,pos,"[(0, 0.053399526), (1, 0.050205708), (2, 0.844758), (3, 0.051636748)]",2
必须严厉打击,0.2079756308686912,neg,"[(0, 0.62477565), (1, 0.12507892), (2, 0.12506634), (3, 0.12507911)]",0
愿所有生命都被温柔以待,0.97002855039799,pos,"[(0, 0.072533995), (1, 0.064754486), (2, 0.065198734), (3, 0.79751277)]",3
我们甘肃甘南藏族自治州永远支持你们。,0.44667725194248964,neg,"[(0, 0.084527716), (1, 0.08373344), (2, 0.74803686), (3, 0.08370197)]",2
加油,0.9047619047619047,pos,"[(0, 0.12812567), (1, 0.62048125), (2, 0.1250642), (3, 0.12632889)]",1
支持,0.626712328767123,pos,"[(0, 0.125102), (1, 0.12623797), (2, 0.622524), (3, 0.12613605)]",2
支持国家政策。,0.8533995273479631,pos,"[(0, 0.085035674), (1, 0.08964306), (2, 0.7394628), (3, 0.08585849)]",2
必须支持。,0.626712328767123,pos,"[(0, 0.12510198), (1, 0.1262388), (2, 0.62252694), (3, 0.12613232)]",2
强烈支持 ,0.626712328767123,pos,"[(0, 0.12510198), (1, 0.12624162), (2, 0.6225258), (3, 0.12613058)]",2
必须严厉打击 ,0.2079756308686912,neg,"[(0, 0.62477565), (1, 0.12507892), (2, 0.12506633), (3, 0.1250791)]",0
势在必行，刻不容缓。,0.4737672181921908,neu,"[(0, 0.25), (1, 0.25), (2, 0.25), (3, 0.25)]",0
支持！    保护所有生命，尊重生命，不爱请勿伤害。人做天看 ,0.9947159937967738,pos,"[(0, 0.03845721), (1, 0.037137177), (2, 0.8867899), (3, 0.03761573)]",2
早该这样做了  支持,0.6818164886532546,pos,"[(0, 0.08341024), (1, 0.08373956), (2, 0.7491405), (3, 0.08370966)]",2
付出多么大的代价啊！早一点这样做多好！,0.982193344254471,pos,"[(0, 0.0908688), (1, 0.08346692), (2, 0.7416201), (3, 0.084044136)]",2
