评论,fenci,情感分类,主题概率,主题类型
只分了两个区，菜鸟不会自己分，要多一个区就好了,只分 两个 菜鸟,neg,"[(0, 0.035842225), (1, 0.035810415), (2, 0.035973083), (3, 0.0357981), (4, 0.7849255), (5, 0.03577097), (6, 0.03587968)]",4
硬件质量不行，老黑屏，现在硬盘都找不到了，刚好今天是签收的第七天！,硬件 质量 不行 黑屏 硬盘 不到 签收 第七天,neg,"[(0, 0.015971404), (1, 0.015947735), (2, 0.80137396), (3, 0.015914323), (4, 0.01592042), (5, 0.11892685), (6, 0.01594528)]",2
不足之处有两个：,不足之处 两个,neg,"[(0, 0.71362084), (1, 0.04772303), (2, 0.047734223), (3, 0.04773167), (4, 0.0477471), (5, 0.047693755), (6, 0.0477494)]",0
操作系统安装得太弱智了！,操作系统 安装 弱智,neg,"[(0, 0.035845295), (1, 0.035891697), (2, 0.7849784), (3, 0.035761252), (4, 0.035843153), (5, 0.035825625), (6, 0.035854585)]",2
面板容易有指纹痕迹，内存扩容后必须升级才能显示2而说明书上无介绍,面板 指纹 痕迹 内存 扩容 升级 显示 说明书 介绍,neg,"[(0, 0.014388818), (1, 0.9138136), (2, 0.0143581005), (3, 0.01437264), (4, 0.014342565), (5, 0.01436281), (6, 0.014361475)]",1
机器发热略大，比较厚重。。。另外难以忍受的是快递比平邮还慢，东西周一发出，经过漫长的1周后，终于从广州爬到深圳（2小时的路程），这乌龟中邮物流。以前圆通周一买，周二就可以到的，我现在都不敢在京东买东西,机器 发热 厚重 难以忍受 快递 平邮 东西 周一 发出 漫长 周后 终于 广州 深圳 小时 路程 乌龟 中邮 物流 圆通 周一 周二 京东 东西,neg,"[(0, 0.96560186)]",0
测试软件显示二极管发热大，开机不久即于62度左右徘徊。,测试软件 显示 二极管 发热 开机 即于 徘徊,neg,"[(0, 0.01799808), (1, 0.017961746), (2, 0.018013407), (3, 0.01794209), (4, 0.017929459), (5, 0.89224344), (6, 0.017911801)]",5
第一，一插入无线上网卡（接口）就自动关机；第二，待机时间没有宣称的那么长久；第三，比较容易沾手印。,第一 插入 无线 上网卡 接口 自动关机 待机时间 宣称 长久 第三 手印,neg,"[(0, 0.011954239), (1, 0.011944034), (2, 0.012011797), (3, 0.011969825), (4, 0.011943627), (5, 0.9281984), (6, 0.011978049)]",5
刚取回家，装完系统、驱动，其它的能用。朋友拷了几部电影，装上暴风影音，打开电影，一两分钟之后死机，关机再来，几秒钟之后又死机。重装一个播放器还是一样。再后来重装系统驱动，看电影依然如故，还是死机。,回家 装完 系统 驱动 能用 朋友 几部 电影 暴风 影音 打开 电影 一两分钟 死机 关机 几秒钟 死机 重装 播放器 重装系统 驱动 电影 依然如故 死机,neg,"[(3, 0.7553912), (6, 0.215907)]",3
不是质量问题，是上网本的共同特点，那就是字体小、屏幕小看时间长特别费眼睛。用来听音乐、看片子、发邮件、写东西、个人账务管理还可以，不能用来办公（太伤眼睛）,质量 上网 字体 屏幕 小看 时间 特别 眼睛 音乐 片子 发邮件 东西 账务 管理 办公 太伤 眼睛,neg,"[(2, 0.053158022), (4, 0.90693897)]",4
指纹收集器，外壳工艺较差、偏软，发热量较大。人品不好，发现1个暗点，都没地哭去。。。你索性3个点吧，我倒是能换机器啦，郁闷,指纹 收集器 外壳 工艺 较差 偏软 发热量 较大 人品 不好 发现 暗点 没地 索性 能换 机器 郁闷,neg,"[(1, 0.952122)]",1
性能比想象中的差了点，网上看电影时风扇转个不停，感觉运行能力有点吃力。,性能比 想象 网上 电影 风扇 不停 感觉 运行 能力 吃力,neg,"[(0, 0.013088484), (1, 0.013051222), (2, 0.013062516), (3, 0.013025139), (4, 0.92168623), (5, 0.013034876), (6, 0.013051563)]",4
6月5号收到一张发票号码：10342543（金额为3217元）属于订单号：4491950 但是今天财务拿到税务局没法通过认证（密码区有一行字不清楚）真不知道你们公司的开票员干啥吃的！！！！！！,收到 一张 发票 号码 金额 订单号 财务 拿到 税务局 没法 认证 密码 一行 真不知道 公司 开票,neg,"[(6, 0.94934213)]",6
第一台到手硬盘和屏幕就是坏的，质量不稳定，不知是华硕的问题还是物流的问题？！,第一台 到手 硬盘 屏幕 质量 稳定 不知 华硕 物流,neg,"[(0, 0.014358116), (1, 0.36326745), (2, 0.56501514), (3, 0.014302934), (4, 0.014328166), (5, 0.014390151), (6, 0.014338093)]",2
"容易留指纹,应该买白色的,键盘松松的,与底部不够密贴,分区是两个不过大小太不合理了,盘居然分成70,上网本完全没必要这么大,个人认为最多15就可以啦!",指纹 白色 键盘 松松 底部 密贴 分区 两个 大小 不合理 分成 上网 最多,neg,"[(0, 0.010281993), (1, 0.010278078), (2, 0.010241316), (3, 0.010243343), (4, 0.010272769), (5, 0.010245339), (6, 0.93843716)]",6
屏幕周围的边儿有点松垮。持续使用，机器还是有些热。触摸板下面的按键手感不好。面容易沾指纹，需要经常擦。携带重量还是比较大，当然，跟大容量电池不无关系。,屏幕 边儿 松垮 持续 机器 触摸板 按键 手感 不好 指纹 携带 重量 大容量 电池 不无关系,neg,"[(4, 0.53400993), (6, 0.42109016)]",4
钢琴烤漆很容易留指纹印，并且进入不了系统，开机时声音很大，已经发回去换一个回来，希望京东能快点帮我发回来，虽然第一次在京东买东西就碰到这么倒霉运，但还是相信京东，并且希望你们做得更好。,钢琴 烤漆 指纹 系统 开机 声音 很大 发回去 回来 希望 京东 快点 回来 第一次 京东 东西 碰到 倒霉 京东 希望 更好,neg,"[(1, 0.4326131), (6, 0.53478533)]",6
1、笔记本底部4个胶垫不平，打字总是左右晃动。,笔记本 底部 胶垫 不平 打字 晃动,neg,"[(0, 0.020539748), (1, 0.020593727), (2, 0.020582039), (3, 0.353988), (4, 0.39152497), (5, 0.17218369), (6, 0.020587837)]",4
1电池没有想象的好 冲满显示7小时多 有点郁闷啊 ,电池 想象 冲满 显示 小时 郁闷,neg,"[(0, 0.020572897), (1, 0.020478355), (2, 0.020521937), (3, 0.02053137), (4, 0.020464633), (5, 0.8769312), (6, 0.020499624)]",5
4月30日下午下的单，五一节期间快递不送货，今天才收到，过个节过得亏大了！,下午 五一节 期间 快递 送货 收到 过个节,neg,"[(0, 0.017937267), (1, 0.018033756), (2, 0.01791928), (3, 0.017884713), (4, 0.11739752), (5, 0.35661405), (6, 0.45421338)]",6
指示灯不明显，没有大小写指示灯，没有蓝牙指示灯，自带摄像头成像效果差,指示灯 大小写 指示灯 蓝牙 指示灯 自带 摄像头 成像 效果,neg,"[(0, 0.0143251605), (1, 0.6215493), (2, 0.014378468), (3, 0.014325457), (4, 0.014332164), (5, 0.014343498), (6, 0.30674595)]",1
钢琴漆，整个一指纹收集器。,钢琴漆 指纹 收集器,neg,"[(0, 0.035819944), (1, 0.035848703), (2, 0.03592328), (3, 0.7849769), (4, 0.035797954), (5, 0.03576709), (6, 0.03586612)]",3
常常发生内存耗尽又释放不了，好像没有缓存一样，很笨重，样子也一般，散热还在右面，很郁闷。装了两次系统结果不能运行多个文件，电脑也不是很快，常常死机。已经重装了两次系统。太郁闷了。,发生 内存 耗尽 释放 好像 缓存 笨重 样子 散热 右面 郁闷 两次 系统 运行 多个 文件 电脑 很快 死机 重装 两次 系统 郁闷,neg,"[(2, 0.28326204), (3, 0.68683064)]",3
跑起来有点慢，要是就好了。250只有一个分区，真没法用。没带任何系统光盘和驱动，提不方便了。想自己分区改，上网查了一下，不是一般的麻烦，一直没敢动手。,分区 没法用 系统 光盘 驱动 分区 上网 麻烦 动手,neg,"[(0, 0.014304256), (1, 0.014349355), (2, 0.91402584), (3, 0.014340299), (4, 0.014318606), (5, 0.014308636), (6, 0.014352984)]",2
的处理器发热偏大，显卡好像不支持的半透明效果，效果大打折扣，本身性能也较低，要是有+的版本就完美了。,处理器 发热 显卡 好像 支持 半透明 效果 效果 大打折扣 性能 版本 完美,neg,"[(0, 0.011018414), (1, 0.011017893), (2, 0.26821223), (3, 0.01103562), (4, 0.011012996), (5, 0.011024265), (6, 0.67667854)]",6
分区弱智  预装很多垃圾 启动慢死 无恢复光盘 网上也没有恢复软件下载 发热量很大 左手基本一直再烘烤 触摸板手感差 比的小红点差很多 设置功能非常弱，不能硬件关闭不用的模块,分区 弱智 预装 垃圾 启动 慢死 恢复 光盘 网上 恢复 软件 下载 发热量 很大 左手 烘烤 触摸板 手感 小红点 设置 功能 硬件 关闭 不用 模块,neg,"[(2, 0.8512547), (6, 0.12110974)]",2
用电池供电自动断电，２星期３次，不是个体问题，发现了很多，我们已经组织了一个群，准备联名向联想要个说法！与京东无关，京东我还是恨满意的！！,电池 供电 自动 断电 星期 个体 发现 组织 联名 联想 说法 京东 无关 京东 满意,neg,"[(5, 0.096057236), (6, 0.8591498)]",6
惠普预装的软件太多了，竟然有72个进程，又太垃圾了，是单核的，特效全关机子跑的还是有点慢，新上市的本本驱动又不多，想换只能先等等了！,惠普 预装 软件 进程 垃圾 单核 特效 关机 上市 本本 驱动 想换 只能,neg,"[(0, 0.010234551), (1, 0.010253665), (2, 0.010238644), (3, 0.010218015), (4, 0.010225594), (5, 0.0102257505), (6, 0.93860376)]",6
购买的时候价格太高了，3500到手机，现在都跌了500多，真伤心！有时候反应会有点慢，总体还不错！,购买 价格 手机 伤心 有时候 总体 不错,neg,"[(0, 0.017971719), (1, 0.017931169), (2, 0.01790397), (3, 0.017891655), (4, 0.018019093), (5, 0.89229465), (6, 0.017987734)]",5
送货配送的服务实在是太差了。我的地址属于徐汇区，但货配送到徐汇区，他们却不送，非要闵行区的送货，这样来来回回的就折腾了2天，你说怎么回事啊？,送货 配送 服务 实在 地址 徐汇区 配送 徐汇区 闵行区 送货 来来回回 折腾 怎么回事,neg,"[(0, 0.010230778), (1, 0.010238527), (2, 0.010240683), (3, 0.0102327475), (4, 0.010222012), (5, 0.93861157), (6, 0.010223701)]",5
价格稍微高了一点。,价格 稍微 一点,neg,"[(0, 0.03589718), (1, 0.7849635), (2, 0.035782065), (3, 0.03583995), (4, 0.0358067), (5, 0.035877887), (6, 0.035832737)]",1
用了半个月了，感觉就一个字：爽！做工好，价格低，配送快，没话说了，一个字：好！,半个 感觉 做工 价格低 配送 没话说,neg,"[(0, 0.0204523), (1, 0.020472696), (2, 0.020454204), (3, 0.020491198), (4, 0.020475086), (5, 0.87717015), (6, 0.020484367)]",5
端口少,端口,neg,"[(0, 0.07149618), (1, 0.57084984), (2, 0.071496114), (3, 0.07149582), (4, 0.07149602), (5, 0.07166998), (6, 0.07149604)]",1
重量还是有点重的，不像想象中的那么轻，不过放在背包里也感觉不到。比公司里的轻很多，比其他上网本还是要重一些的。,重量 想象 放在 背包 感觉 不到 公司 上网,neg,"[(0, 0.015921224), (1, 0.015989251), (2, 0.015933335), (3, 0.015945144), (4, 0.45312974), (5, 0.015908059), (6, 0.46717325)]",6
音箱感觉还不错，可以，就是没通过杜比认证，这心里还是没底啊！,音箱 感觉 不错 杜比 认证 没底,neg,"[(0, 0.020441651), (1, 0.020450566), (2, 0.020463167), (3, 0.020443033), (4, 0.8772717), (5, 0.020444645), (6, 0.02048517)]",4
外放音量不是很大，高音有点小尖低音不足，如果环境不是太吵闹可以应付正常使用,外放 音量 很大 高音 小尖 低音 环境 吵闹 应付,neg,"[(0, 0.014355719), (1, 0.0143280905), (2, 0.014399176), (3, 0.014314815), (4, 0.9138667), (5, 0.014372402), (6, 0.014363095)]",4
"内存偏小！还得自己加！预装 系统运行的速度有点慢了!读光盘的时候,声音很大!要是送个包就好了!",内存 预装 系统 运行 速度 读光盘 声音 很大 个包,neg,"[(0, 0.014323077), (1, 0.9139496), (2, 0.014366777), (3, 0.014314254), (4, 0.014321274), (5, 0.014359022), (6, 0.014366045)]",1
赠送的系统慢就改装算了，内装的备份是用的就好了，应该再配一根电脑连接线就更理想了。,赠送 系统 改装 算了 内装 备份 是用 再配 一根 电脑 连接线 理想,neg,"[(0, 0.011027735), (1, 0.9337756), (2, 0.011052043), (3, 0.011016679), (4, 0.011017556), (5, 0.011056767), (6, 0.011053601)]",1
买给妹妹的  因为不在一起  不知道倒是是哪个芯片组的  要是45的就好了。。,妹妹 芯片组,neg,"[(0, 0.047707032), (1, 0.047706727), (2, 0.047979277), (3, 0.7131417), (4, 0.047870502), (5, 0.047796786), (6, 0.04779799)]",3
东芝第一次启动的过程真的是太冗长了。,东芝 第一次 启动 过程 真的 冗长,neg,"[(0, 0.020512568), (1, 0.020479837), (2, 0.02054724), (3, 0.020464743), (4, 0.8769869), (5, 0.020501476), (6, 0.020507202)]",4
键盘很生硬，没有手感。,键盘 生硬 手感,neg,"[(0, 0.035818517), (1, 0.03578276), (2, 0.035815958), (3, 0.035732258), (4, 0.035805598), (5, 0.7850514), (6, 0.035993505)]",5
拿到盒子一看是40的，非常失望和恼火，怪不得京东不敢标芯片组了，还说和批次有关，买电脑搞得像抽奖一样，配置都不透明，要是事先知道是40的，绝对不会买的，有种受骗的感觉,拿到 盒子 失望 恼火 京东 芯片组 批次 电脑 抽奖 配置 透明 事先 有种 受骗 感觉,neg,"[(4, 0.9461262)]",4
"联想预装软件太多,比较烦躁",联想 预装 软件 烦躁,neg,"[(0, 0.028653111), (1, 0.82816994), (2, 0.028647223), (3, 0.028597284), (4, 0.028623711), (5, 0.028640373), (6, 0.028668348)]",1
键盘用起来觉得有点松，没有其他牌子感觉弹性那么好那么紧实。没有蓝牙是一大遗憾。,键盘 牌子 感觉 弹性 紧实 蓝牙 一大 遗憾,neg,"[(0, 0.015922364), (1, 0.01592385), (2, 0.0159319), (3, 0.015913112), (4, 0.015925897), (5, 0.90442526), (6, 0.01595762)]",5
显示屏塑料外壳边缘有损坏，是不是因为无店铺销售，所以提供的是等外品啊！,显示屏 塑料 外壳 边缘 损坏 店铺 销售 提供 等外品,neg,"[(0, 0.014312375), (1, 0.91408247), (2, 0.014328322), (3, 0.014310379), (4, 0.014316524), (5, 0.014314893), (6, 0.014335006)]",1
运气太差了，屏幕中央有个点。口只有两个少了点， 读卡器没有保护盖子，爱近灰尘。东芝的说明书，写的凌乱不易看懂啊,运气 屏幕 中央 有个 两个 读卡器 保护 盖子 灰尘 东芝 说明书 凌乱 不易,neg,"[(0, 0.93848854), (1, 0.010251846), (2, 0.01025041), (3, 0.010231051), (4, 0.010242041), (5, 0.010299832), (6, 0.010236264)]",0
运气不好，有一个坏点。做工业感觉一般，特别是光驱的塑料跟煎饼似的。,运气 不好 坏点 工业 感觉 特别 光驱 塑料 煎饼,neg,"[(0, 0.014371295), (1, 0.014413447), (2, 0.014339897), (3, 0.014310733), (4, 0.014352635), (5, 0.913823), (6, 0.014388996)]",5
3、外观及尺寸：首先说16：9的屏幕比例乍一看确实不舒服，但确能很好的控制体积，给人的感觉不像过去16：10那样的傻大个儿了。外观要比图片上看上去要好看很多。键盘是浮萍式的，个人很喜欢这种设计。,外观 尺寸 屏幕 比例 乍一看 确实 舒服 确能 很好 控制 体积 感觉 大个儿 外观 图片 要好看 键盘 浮萍 喜欢 设计,neg,"[(2, 0.9589681)]",2
