Unnamed: 0,发表时间,作者,评级,标题,内容,fenci,sentiment
,2024-07-26 23:00:46,拳击爱好者776,5,B站的好,站里有各种各样的视频游戏视频，还有直播，可以满足各种人的需求点赞,视频 游戏 视频 需求,正面
,2024-07-26 22:58:00,Joseph xu 1978,5,666,666这个入有桂，花了我二年半才下载好🤣🤣🤣🤣👉🤡🤡🤡🤡🤡🤡🤡,入有 下载,正面
,2024-07-26 21:22:12,翁鸡维斯,1,千万别买哔哩哔哩大会员！！！没用！,现在的哔哩哔哩大会员一点鸟用都没.别买！！！真的要买看清楚！！不能退的！！！,哔哩 哔哩 会员 鸟用,正面
,2024-07-26 20:40:37,维护世界和平m,5,嘿嘿,非常喜欢这个！,喜欢,正面
,2024-07-26 20:37:50,缅甸北部噶腰子,3,我最喜欢又最讨厌的app,回来吧我的站，我最骄傲的信仰😭,回来 骄傲 信仰,正面
,2024-07-26 20:13:02,太难过了😫,5,如下,本来是不配五星的，周防有希给你加了四颗星,不配 防有 希给 四颗星,正面
,2024-07-26 18:10:51,路亚佛,1,关于原始粉丝/老粉计划的建议,如果一个观众愿意成为一个主的原始粉丝或老粉，那么就以“触发”的形式就不太恰当了，应该改为“1000粉以下的关注后可以选择直接成为原始粉丝/老粉，不然要触发的话会非常麻烦，而且会让有这种意愿的观众失去兴趣只是建议，不看就算了,观众 原始 粉丝 老粉 触发 形式 改为 关注 选择 原始 粉丝 老粉 触发 麻烦 意愿 观众 兴趣 建议,正面
,2024-07-26 17:10:49,小猫猫猫猫猫猫猫吗u,5,比抖音 快手 强百倍,可以看到专业的知识 可以自主选择自己想看的内容 不用在被碎片化的信息干扰了,专业 知识 自主 选择 想看 内容 不用 碎片 信息 干扰,正面
,2024-07-26 17:02:32,勾石神金,5,好,"比快手好太多了好了100,000,000多倍",手好,正面
,2024-07-26 16:46:32,刀客塔原神好玩吗,1,b战可能变质但一定不会倒闭,能不能改回横屏啊怎么改回横屏耽误叔叔洽米了吗😅,改回 横屏 改回 横屏 耽误 叔叔,负面
,2024-07-26 16:34:32,大魔王1号魔王,5,好物推荐,真的非常好👍🏻，视频多而不杂，而且还都是精品，我上课都在上面上，真的非常值得推荐👍🏻👍🏻👍🏻,视频 不杂 精品 上课 值得 推荐,正面
,2024-07-26 15:25:35,阵木,5,超级好的APP,能学到很多东西很好的,学到 很好,正面
,2024-07-26 14:40:47,🧐🧐！,5,B站体验评价,不错的。就是多给我投放一些视频创作鼓励金,不错 投放 视频 鼓励,正面
,2024-07-26 14:35:21,·Time||Bystarlight,1,陀螺仪跳转,不是吧？别的软件开屏广告跳转也就算了，你这个软件竟然在正常使用的主页稍微歪一下手机也跳转广告？？？,软件 开屏 广告 跳转 软件 主页 手机 跳转 广告,负面
,2024-07-26 11:16:41,hdjdjjkjdjsksk,1,争不过就别争了。,你喜欢吃黑流量，我给你吃。,喜欢 流量,正面
,2024-07-26 11:01:08,94274207301,1,关于b站现状,站官方做得确实好，但有点违背初衷了，有些该封的号不封，反而封一些较有意义的号。并且在站有些➗生盗视频几万赞，认真做视频没几个赞，并且又涌进来大量营销号。其实哔哩哔哩做得挺好，但希望能更好,官方 确实 违背 不封 意义 视频 视频 涌进来 哔哩 哔哩 希望,正面
,2024-07-26 10:45:59,jinght,4,播放视频时会自动暂停,在播放视频时候总是自动暂停，调了几次播放器都没有修好,播放 视频 播放器 修好,正面
,2024-07-26 09:42:06,老鼠人求助,5,这个App真的很实用,无聊的时候你可以上这个上去看看视频,无聊 视频,负面
,2024-07-26 08:07:33,11553969,2,算法一般,你们的算法只会给人不停推同一类型的视频没有变化，越刷越无聊， 能让人越刷越有意思。你们这样短视频竞争不过抖音的,算法 类型 视频 刷越 无聊 刷越 视频,负面
,2024-07-26 07:43:04,一@＂,5,小破站，没有什么好看的,我只是为了让别人看见我这条评论才搞得五星好评感觉现在这个小破绽和以前不一样了，各种营销号大不如以前了,评论 好评 感觉 破绽,正面
,2024-07-26 01:02:24,海兽祭祀嫁鸡随鸡小激动登记,1,守护最好的哔哩哔哩,叔叔就只知道赚钱了吗,叔叔 赚钱,正面
,2024-07-26 00:36:15,南极企鹅大帝,1,审核在干什么……,怎么会有分尸图……预警啥的都没 纯黑角色……,分尸 角色,正面
,2024-07-26 00:18:05,qkcndygnxggkduvm,4,不好用,广告比以前多了，差的里面找好的了属于是要是以后再加贴片就只能赤石了😅新的大越来越少，都被垄断了……知识区做的不错，评论质量也高,广告 贴片 只能 赤石 垄断 知识 不错 评论 质量,正面
,2024-07-26 00:17:47,。阿布萨组图,1,鬼畜视频能不能滚,很多鬼畜视频 不尊重人 什么笑梗不笑人 笑没笑自己心里清楚🤗🤗差评 视频内容没有营养 给孩子贯彻不好的教育,鬼畜 视频 尊重 没笑 视频 内容 营养 孩子 贯彻,正面
,2024-07-26 00:04:53,很不错 就是有些要钱,1,抽什么风,哔哩哔哩什么时候能优化标签搜索和兴趣推送 能不能不要把我对家推给我 每次点进去都想吐 搜索不是有两个字就行了 能不能精确到谁前谁后 不要来创我可以吗,哔哩 哔哩 标签 搜索 兴趣 推送 推给 搜索 精确,正面
,2024-07-25 23:43:04,Q(^_^),4,同样的app为什么ipad不能设置屏蔽词,另外快点加屏蔽功能，很难做？,屏蔽 功能,正面
,2024-07-25 22:13:16,马小然马小然,1,乱改一通！,原来视频右上角那个小耳机按键去哪里了，现在要听音频还要点右下角那个，麻烦死了，改回来！,视频 耳机 按键 音频 麻烦,负面
,2024-07-25 21:46:04,偷罗夏内裤,5,好！,绘旅人里面的做的真好，斯哈斯哈,旅人,正面
,2024-07-25 21:37:27,望穿秋水一生,4,一点无语昂,我的站上不显示「图文」一栏 删了再下载也没用 希望调整一下,显示 图文 下载 没用 希望,正面
,2024-07-25 20:35:14,hjcnhxu,1,就知道瞎改，恶心,有毛病吧站粉丝牌现在必须送礼物才能重新点亮，要到处的怎么活，我十来个粉丝牌现在就两个亮着了有毛病吧，舰长也涨价，站你真是想钱想疯了，无敌了深井冰,毛病 粉丝 点亮 粉丝 毛病 舰长 涨价 无敌,正面
,2024-07-25 20:16:34,Cherry🍒.,4,有问题，但不多,是因为爱看的博主在站发视频才用的，随后发现爱豆的官方账号也在，愈发喜欢。但投屏的时候总是断断续续看不完整，从新投才行，其它软件都不这样。希望尽快解决，让我看个痛快。,爱看 博主 视频 才用 发现 爱豆 官方 账号 喜欢 投屏 完整 投才 软件 希望 解决 痛快,正面
,2024-07-25 18:48:09,我咋知道1145,5,心理学主题资源不错,再接再厉，来点教授的课程,教授 课程,正面
,2024-07-25 17:26:21,二鬼家人,4,相当好,没有强行植入广告就是最棒的,强行 植入 广告,负面
,2024-07-25 17:06:55,国家一级嗜睡症演员,5,还是可以的,为了苏新皓下载的看物料使很不错,下载 物料 不错,正面
,2024-07-25 16:58:26,相见不晚,5,蒸好鸭B站,有偶爱的初音ミク，重音テト 还有术力口主五星好评！！！,偶爱 初音 重音 术力 口主 好评,正面
,2024-07-25 16:31:15,免费 无广告 非常好,1,动态排版干嘛改啊！,真的很不喜欢！！ 改成像在刷短视频似的，一行就一个了，信息量太少了，赶快给我改回来,喜欢 改成 刷短 视频 信息量,负面
,2024-07-25 14:57:29,我真的是服了你个,1,你现在在搞什么,粉丝灯牌灭了必须投礼物？？？舰长价格你也改你想钱想疯了吧你让收入不多还想支持主播的人怎么办？？？原来发弹幕就激活不是很好吗？？,粉丝 灯牌 礼物 舰长 价格 收入 支持 弹幕 激活,正面
,2024-07-25 14:43:28,lovejty,1,垃圾b站早死早好,回想了一下，用了九年，站越来越烂，游戏圈成米家臭龟的天下，擦边买批鸡遍地都是，还能靠洗白成百万，直播付费也跟外站趋同，有些还比外站贵，那我用你的意义在哪呢,回想 游戏 圈成 擦边 买批 遍地 洗白 付费 外站 趋同 外站 意义,负面
,2024-07-25 14:25:39,。zkso,1,一星给B站 广告多 上下滑动视频切换视频卡顿 加载页面广告居然是3D 稍微动一下就切换到广告,我都不知道我下载的是刷视频软件还是看广告软件了……三个视频出现一个广告……太失望了,下载 视频 软件 广告 软件 视频 广告 失望,负面
,2024-07-25 12:36:02,小淤青,4,好看,跟抖音一样,跟抖,负面
,2024-07-25 11:52:59,）号）；；,1,两个视频一个广告还看什么视频直接全部都是广告好了,两个视频一个广告还看什么视频直接全部都是广告好了,视频 广告 视频 全部都是 广告,负面
,2024-07-25 11:22:05,成功支持,1,不能上灵动岛了啊,搞什么鬼，最近换了手机，发现站不能上岛了，14,手机 发现,正面
,2024-07-25 09:29:13,最喜欢吃个西瓜,5,B站是我家,天天的，住站里了但是建议，站能严抓一些直播。有些明目张胆的色情擦边，真的没人管了吗，毕竟使用这个软件的还是青少年居多,住站 建议 站能 严抓 色情 擦边 软件,负面
,2024-07-25 09:09:45,u 是怒啊扭啊UI啊就哭了,1,白瞎了b站,更新完200上限亲密度越改越垃圾,上限 密度 垃圾,负面
,2024-07-25 08:54:41,868687878786,5,谢谢B站,成长路上的挚友！,成长 挚友,正面
,2024-07-25 08:43:08,洲耍男抽嵌厚章解默诧票讶,5,B站真的好好用,（该条评论已经被删除）小飞侠支持站很好用的软件，求速出离线。,评论 删除 支持 好用 软件 求速 离线,负面
,2024-07-25 08:38:28,.韩国慕色,5,就是虾子了吧,（该条评论已经被删除）不知道自己是不是该去做什么事都是自。,评论 删除,负面
,2024-07-25 08:28:16,ReCurse--,1,一分,1.为什么最新版本把只听音频给取消了？2.设计这个进入晃动广告的，一分好评。,版本 音频 取消 晃动 广告 好评,负面
,2024-07-25 08:10:00,飘）¯啊飘摇呀摇,5,iOS13,（该条评论已经被删除）二次元或是手工帝，开始学习一天了？。,评论 删除 手工 学习,负面
,2024-07-25 08:05:55,老K明敏送你,1,快十年老用户的评价,越更新越史，收着用户的钱高价雇佣最没用的管理层指挥着底层码奴做史这就是现在的,越史 用户 高价 雇佣 没用 管理层 指挥 底层 码奴 做史,负面
,2024-07-25 07:57:27,追风＋oˇwen,5,996中华人民共和国万岁,（该条评论已经被删除）打开视频看着，我要去看番了，真心支持。,评论 删除 打开 视频 看着 看番 支持,负面
,2024-07-25 07:53:23,不会超能力♀的超人,5,就是不知道怎么买硬币改名字,（该条评论已经被删除）腰不疼了，我说的是谢广坤。,评论 删除,负面
,2024-07-25 07:48:47,45/15（，,3,看个番剧还要钱,不良心,良心,正面
,2024-07-25 07:18:25,，僵尸农夫,1,视频上只有投屏标记 听视频标记怎么消失了,视频上只有投屏标记 听视频标记怎么消失了？差评啊这一版！这个功能我睡觉天天要用的！ 稍后再看列表里听视频，非常方便！现在这个按钮你们给我整哪儿去了！ 真是讨厌啊！👎,视频 投屏 标记 视频 标记 消失 差评 功能 睡觉 要用 列表 视频 按钮 讨厌,负面
,2024-07-25 03:53:27,FY枫木,5,好,刷视频，看动漫，听助眠感觉都挺好,视频 动漫 听助眠 感觉,正面
,2024-07-25 03:51:19,关于一起看功能的一些建议,4,连麦一起看功能的反馈,首先连麦一起看这个功能，能和朋友一起看番剧，我觉得是很好的，可是还是有几个值得优化的地方 第一：比如朋友和我有几秒的延迟，我的剧情可能已经到后面了，但是他的可能还没有放到导致我们俩之间观感不同步 一些精彩的片段，没法及时沟通 第二：好友麦克风音量有一些低，建议加高上限，可以更清楚地听到好友的麦克风的声音 第三：开启倍速功能，跳过一些无聊的片段第四：建议多活动在原有的四个表情上面可以多添加几个表情增添好友之间的互动 总之这个功能还是非常不错的，和朋友离得比较远的话比较方便一起追番，希望这几个功能可以得到优化，最后出站越来越好,功能 朋友 很好 值得 地方 朋友 延迟 剧情 放到 导致 观感 精彩 没法 沟通 好友 音量 建议 加高 上限 听到 好友 声音 开启 功能 无聊 建议 原有 表情 添加 表情 增添 好友 功能 不错 朋友 离得 追番 希望 功能,正面
,2024-07-25 01:21:42,TsuiYY,2,占用空间太大了,缓存了1视频，本体几百，为何系统里显示占据了10+？别太离谱,缓存 视频 本体 系统 显示 占据 离谱,负面
,2024-07-25 00:49:08,90岁热血老太,1,改回去啊,为什么要把左上角点进主页改成最近观看难受死了,主页 改成 观看 难受,负面
,2024-07-24 23:40:04,2356800952,1,改动,现在的听视频太难找了，必须得全屏视频然后才能打开，这个改动有点反人类,视频 全屏 视频 打开 人类,正面
,2024-07-24 23:01:26,justice and fair,4,一些想法,站你自己好好想想一些色情的你限流了么一些三观不正的你限流了么一些政治立场不正确的你限流了么天天他人伸张正义的被限流你资本家的良心不痛吗,想想 色情 限流 限流 政治立场 正确 限流 限流 资本家 良心 不痛,正面
,2024-07-24 21:52:25,亦爫,5,五星是评分的极限，不是哔哩哔哩的极限,哔哩哔哩小潮院长爱老虎油,哔哩 哔哩 院长,正面
,2024-07-24 20:59:44,9878.75897,1,垃圾,看个比赛无限秒退，一把比赛能退出来十几次，后台放个视频再进来还能看个开屏广告，就你开屏广告最灵敏，弹窗要评分？满足你,无限 退出 后台 视频 开屏 广告 开屏 广告 弹窗 评分,负面
,2024-07-24 20:12:34,应肖博,5,最能理解我的,它每天都能带给我快乐，有一些难的问题可以在上面解决问题,带给 快乐 解决问题,正面
