景点名称,网址,用户名称,星级,评价内容,时间,赞,回应,文本
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                Ruan
                                ",50,西山山坐落在滇池的西岸，远眺西山群峰，既像一尊庞大的睡佛，又似一个美丽曲腿仰卧在滇池畔，象青丝垂海的睡美人。因此西山称为“卧佛山”，又称为“睡美人山”。上西山可以乘坐「海埂-西山」索道，索道是开放式的双人椅子，可以直接感受西山的空气及森林的气息。登山一定要在清晨或下午三点后，观景点都在山的东面，清晨可以观日出，下午太阳刚好被山挡了，非常舒服暇意。在西山森林公园，最难得的应该是森林里清新无比的空气，西山海拔2350米，在山顶上俯瞰下来，滇池、草海及整个昆明的城市美景尽收眼底，是观看整个城市的最佳位置，推荐为昆明旅游必打卡景点！,2019-09-3008:59,49,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                卡布一朵
                                ",50,额，居然让我写这个。十几年前去过西山，记得那次是走的土坡路，到没到顶忘了，反正是看见滇池了。去年又去了昆明，地铁到的西山，下车跟着人流走就行。路过小吃街先吃碗面，特别良心，好吃不贵。进门买个炸洋芋，边走边吃。空气好，人挺多，景区还免费。,2019-09-2822:09,3,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                Ailis._2513
                                ",50,挺不错的，就是爬山有点累，我们是走着上去的，山脚下一段路是导游带着我们四个人，一路谅解上去，了解到很多关于这个山和这片区域的历史，到龙门那里很开心，老远往下看真的是海天一色，下来的时候是乘很长很长的一段缆车，爽！,2019-09-2818:07,,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                碧荷叶
                                ",50,坐索道上去，爬下来，俯瞰滇池，景色美，稍微有些凉注意加衣，两个小时差不多,2019-10-1800:09,1,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                辛巴喵
                                ",50,好玩1西山龙门位于昆明。西山龙门，北起三清阁“孝牛泉”南侧“别有洞天”石门，南至龙门“达天阁”，整个在千仞峭壁上的石窟工程，统称“龙门”。好玩2西山东临滇池面，是一条长约数公里的大断层。在此断层南侧，修筑了一条石刻通道，石道都是用人力从悬崖峭壁上一锤一钻打出来的。好玩3石道途中有隧道，呈螺旋宛转，高约与人等。石洞若窗，下临万丈深渊，惊心动魄。站其之上，五百里滇池尽收眼底。山顶有座“魁星阁”。途中有著名的“凤凰衔书”。因道中“达天阁”石坊上题有“龙门”二字，人们故称此为——龙门。,2019-09-2720:48,6,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                咖喱蛋包饭
                                ",50,[交通]距离市区四十分钟的车程可以先在滇池转一圈然后坐索道去西山[特色体验]索道[推荐理由]可以俯瞰滇池风景[tips]来回索道¥70/人上西山的那段挺陡的恐高症表示坐在上面一动不敢动恐高的就别坐上西山了在半途下来就行,2019-09-2806:34,16,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                旅游美食达人
                                ",50,昆明西山是百鸟争鸣林木苍翠的森林公园有很多珍贵的树种，高原“明珠”美丽滇池尽收眼底！著名音乐家聂耳的墓也在园中，心里很激动！,2019-09-2719:13,16,1,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                业余吃货玩家
                                ",50,西山在滇池边上，如果用一天的时间游览西山和滇池我觉得还是很不错的安排。西山森林公园的名气不大，也只是个四星级景区，但是美景、古迹密布密布，风景宜人，访客从历代文人到近代几乎所有中国重量级领导人都来过这里，而英国女王伊丽莎白更是对这里的景色更是赞不绝口。可见这里是值得一游的地方。但是由于山道狭窄险峻(可以参看配图)，因而极不适合旅行团，所以这里的游客有三分之二是本地人(一般本地人喜欢反复游览的地方总不会太差的)。先上一张照片，这里就是西山最著名的景点之一：龙门，怎么样，够险峻的吧。乘坐缆车进入西山，可以先乘坐一段电瓶车(当然如果时间允许，也可以步行赏景)，首先到达的就是罗汉崖。拾阶而上，沿山路上行先后会经过凌霄宝阁、玉皇阁等古迹。凌霄宝阁。之所以叫这个名字，因为后面的龙门、达天阁当真是上接云霄。这凤凰岩的历史说起来还真令人唏嘘不已！西山早在千年前就有人开始修建寺院，明代这里已经开凿了石窟，但是山路极其险峻，前来探访的信徒需要走危险的栈道。清代西山贫穷道士吴来清，一锤一钻，用了14年的时间先开凿由“别有洞天”至旧石室的通道，这条石道“径折路旋”，到旧石窒豁然开朗。吴来清就在石室檐上浮雕彩凤衔书图，云腾凤舞，所以这个石室称凤凰岩。从凤凰岩石室上行，有一个并不起眼的小石洞，以至于我第一次竟然忽略了。这里贴着洞有一个小阁，称老君殿。再向前是一个石道，入口处建有“普陀胜景”坊，入坊“螺旋蛇行”，石道仅容一人通行，两人相遇需侧身相让。旅行团到这里确实比较费劲。沿石道凿有临绝壁石窗，“凭以望湖”。石道达新石室慈云洞。上面照片可以看到：石路非常狭窄，外面就是绝壁！石道并不是完全封闭的，从石道中可以看到前面的龙门！达天阁，抬头，上达九霄云天，俯首，下揽八百里滇池！达天阁中包括龙门石坊、平台、石室、楹联、神像、天棚、室壁、神案、香炉、烛台、供果等，均在原生石上雕凿而成！石室座西向东，室内居中雕魁星，北雕文昌，南雕关圣。可以想象，难度之大，实在令人赞叹！而石窟前檐神龛内，南极仙翁坐骑飞鹤，两侧童子执拂捧果，惟妙惟肖，堪称鬼斧神工。真武殿，仔细看门口的地方，有一个不大的石雕。一个小姑娘也看到这个石雕，惊奇的问她的妈妈这是什么。那位容貌姣好，身材修长的妈妈看了看说：被蛇精缠住的王八(这也太有深意了吧)。Word妈呀，这可是中国古代四大神兽之一的“玄武”好吗！是镇守北方的神兽，经常说的左青龙、右白虎、前朱雀、后玄武中的玄武就是它了！玉皇阁出来，无意中抬头恰好看到一架飞机掠过弯弯的斗角。这里还有华亭寺、太华寺、三清阁、聂耳墓等不少地方，自明代在明代，昆明西山就与通海秀山、巍山巍宝山、宾川鸡足山，合称“云南四大风景名山”，所遗留的名人字刻极多。下得山来，正是烟波浩淼的八百里滇池，可以散散步，看看鸟，舒缓一下爬山有些劳累的腰腿。,2019-09-2620:40,14,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                嚣张
                                ",50,雨后的清新空气弥漫着整个西山。我贪婪的呼吸着雨后甜润的空气放眼望去就像是一幅幅巨大的画卷那么宁静那么安逸与最爱的人一起爬西山也是一个不错的选择哦听说情侣不能爬西山会分手不知是真是假反正我不信你们信了吗？,2019-09-2615:33,171,20,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                小裁缝
                                ",50,"＃在大众点评，发现品质生活从机场赶来这边真的非常远，一条线路终点站出来找到景点购买套票，90多来回车,索道+门票＃自索道上山，一路可以欣赏繁茂的丛林和奇石另一侧则可俯瞰整个滇池，湖面平静，自然和谐上到山后，便开始一路下山观景，途经凉亭庙宇西山的风景优美，空气质量也非常好，值得一游",2019-09-2522:29,18,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                Windy@_2489
                                ",40,西山挺舒服的，缆车很推荐，很长而且很快乐，可以看到周边的滇池，但总体路上就是树和草，缆车比较低，上边的道教和佛教的寺庙很多。周边的小吃街还不错，种类很多也不贵，很寻常的价格。我对于山下的三元10多个豆腐很满意，拌料很好吃,2019-09-2517:11,5,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                全球瞩目_4418
                                ",40,打卡打卡又来打卡了还记得几年前我昆明的战友邀请我去他们那里做客一路上就来到了西山风景区西山感觉跟武汉的磨山有点点像但是面积规模还是没有磨山大跟我战友一起坐了缆车还是挺舒服的下山时候坐的小车就顺路走下来总共花了三个小时不到小伙伴可以看看,2019-09-2422:15,12,,下一页
昆明滇池国家级风景名胜区西山景区,https://www.dianping.com/shop/G4lfwM5TFAw9NBZt/review_all/p127,"
                                维尼
                                ",50,昆明西山很美，很值得来。这里的天空非常的蓝，太阳非常的美。不能打地直接去到门口，只能到一个卖票的地方，然后集体坐大巴过来。如果地铁就可以直接到门口，所以地铁还是蛮方便的。后来我们回程就坐地铁回去了。西山上山的路都比较陡，都是上山的路，BB车不能用，我们把它放到路边，回来经过的时候再拿走。幸好带了背带。由于是下午来，没多少时间，我们走到半路就返回🔙了。,2019-09-2410:16,5,,下一页
