content,fenci
真的无语，我没有评论贵州如何，也不是针对这个视频，只是你看太最近的操作，全部都是哪个热度高，就去做哪个视频，我当初是因为他打假缺斤少两才关注的，觉得这人一腔热血，嫉恶如仇，现在感觉那些鬼秤视频可能也是为了流量（虽然也是好事），感觉有点变味了，仅此而已。,评论 贵州 视频 全部都是 热度 视频 感觉 视频 流量 好事 感觉 变味
不至于呀各位友。能不能让我先回家，我都回不了家了。高铁票出来就没了,回家 高铁
回梦游仙投币了,梦游 投币
榕江和淄博的出圈让大家看到了旅游的标杆希望这样的城市能普及啊,榕江 淄博 出圈 标杆 城市 普及
焚香迎客送平安，老人家是真的有心了。,迎客 老人家
顺便说一下，贵州那边的彩礼很便宜，3万到8万还是家里有弟弟的那种,贵州 彩礼 弟弟
感谢为家乡宣传,家乡
经历了太多资本的逐利，当你被压榨到难受的时候，这种返璞归真，人与人之间的真情流露，就成为了我们向往的美好，也许你说贵州偏远，那么你想想山东淄博，人们追求的，难道就是烧烤吗,经历 资本 贵州 山东 淄博
本地人，在现场,本地人 现场
醉美云贵川,云贵川
卷不动了，想回家,回家
好喜欢这种大自然风光 有山有水的地方 有机会一定会去,风光 地方 机会
别信贵州人的“放心，这酒没啥度数的”,别信 贵州 度数
贵州真的，超美，去过一次就特喜欢,贵州
你跟他们吹晚上走路都看不清,走路
云贵川 只有喝酒喝赢的人才配上桌吃饭,云贵川 人才 上桌
这回币就不投给太了，给村超和奶奶。,奶奶
版本答案从淄博变成贵州了,版本 答案 淄博 贵州
我们遵义这边有些少数民族，你有机会去他家吃饭的话，最好把自己的碗藏好，不然一家人轮流给你舔饭,少数民族 机会 一家人 轮流
有点开心吧…不过坑也非常多，不要太放心，我是黔西北的，再说不礼貌了,西北 礼貌
头一次为自己的家乡自豪,家乡 自豪
土酒杂质太多，喝完很难醒,土酒 杂质
我以前每年都带小朋友去贵州避暑顺便到处逛逛，这两年实在是喝不动了，有点怕,小朋友 贵州
去之前搞一板头孢护身...连轴喝别说山东的朋友，三体的朋友也不行。,一板 头孢 连轴 山东 朋友 三体 朋友
我不悔入华夏,华夏
成都只有垃圾 垃圾火锅垃圾人,成都 垃圾 垃圾 火锅 垃圾
看着真的漂亮，暑假去玩玩,玩玩
建议去杀一下市里面，物价真的巨高,建议 物价
贵州不是真的穷，只是很乐意免费分享给你们,贵州 乐意
莫失莫忘无论何时何地，一听到瞬间那种记忆深处的迸发的感动就油然而出，沉思许久。,记忆
当你们都向往荣华富贵和北上广的时候 这样的地方的生活才是我向往的 只是可惜了,荣华富贵 地方
谢谢您推荐贵州,谢谢您 贵州
来南京看看有没有鬼称,南京
不来贵阳查一下鬼称吗,贵阳
我之前去贵州老家我，我证明这样喝酒是真的,贵州 老家 证明
这地方真带劲,地方
好山好水好人好氛围,好人 氛围
為貴州人民熱情與風景打動.也被的善良打動了,貴州 熱情 風景
祖国的大好河山还一次没去看过，我没机会,祖国 机会
太是不是转型了,转型
什么地方，去的人越多，味道越变,地方 味道
这地方真好,地方
我是贵州的，我感觉还是我们贵州牛逼，我幺儿豁,贵州 感觉 贵州
在买票了，别催了,买票
秃崽一己之力拉低网友对贵州的印象,秃崽 网友 贵州 印象
哇，真的是好地方啊,地方
白酒喝不了那就来点小甜水吧（米酒）,白酒 甜水 米酒
抽粉丝福利吧，带一个粉丝二刷或者支付来回路费,粉丝 福利 粉丝 路费
标题看成超超我,标题
真的是纯粹的人儿啊有点想去了,人儿
天菩萨，神不住咯,天菩萨
榕江雄起一心为民才能感动人民,榕江
芜湖好热乎,芜湖
男足和成都骂骂咧咧退出直播间,男足 成都 直播间
真的蛮伟大的，在这个充满戾气的时代让我们感受我们国家各种各样的美好,时代 国家
实话说，贵州工价很低的，另外物价也比较高,贵州 工价 物价
看这视频我是真的感受到了什么叫风土人情 再看看我这 说是历史古城 可那种历史人文的味道早都荡然无存了,视频 历史 古城 历史 人文 味道
水城钟山区湿地公园附近,水城 钟山区 公园
我说我在贵州怎么感觉基本看不到得到鬼秤呢，原来是贵州人民太纯朴了，同时我也感概明明明码足秤是最基本的商家准则，结果现在全国没有几个地方做得到,贵州 感觉 贵州 明码 足秤 商家 准则 全国 地方
贵州人给外地的一点建议，去吃贵州本地美食千万别去装修非常好的点里去吃，宰客的很多，味道也一般，贵州的王道美食都是小店，看起来很普通的小门面和小巷子里，比如豆米火锅，大一点的店里一般都是25一个人锅底的肉贼少，有些蔬菜免费但是种类很少，但你去普通一点的店，基本都是16一个人然蔬菜种类贼多，甚至有的连火锅菜都免费，味道非常不错，就是夏天去小的店人很多很热很闷，但味道绝对不欺骗你，以上建议适用于豆米火锅，地摊火锅，鱼火锅,贵州 外地 建议 贵州 美食 宰客 味道 贵州 王道 美食 小店 门面 小巷子 豆米 火锅 店里 锅底 蔬菜 种类 人然 蔬菜 种类 火锅 味道 店人 味道 建议 豆米 火锅 地摊 火锅 火锅
希望咱们国家的足球竞技环境越来越好，而不是提起国足就是“海参”“假球”，看着村超我体会到了一种最初看足球赛的快乐：没有支持的队伍，踢得精彩我就看的很开心,国家 足球 竞技 环境 海参 假球 体会 足球赛 队伍 精彩
帅帅帅～目前已到达黄果树～后天抵达榕江～,帅帅帅 黄果树 榕江
没加任何滤镜特效哦,滤镜
作为一个贵州人真的很爱自己的家乡，不管是特色的风土人情，还是热情好客的贵州的精神。贵州始终持我们的初心，我们山好水好风景也好，欢迎各位游客来到贵州。我真的很感动，从小养我到大的这一片水土，终于获得了人民的认可。非常感谢欢迎来到贵州,贵州 家乡 特色 贵州 精神 贵州 初心 风景 游客 贵州 水土 贵州
外婆家在贵州，几乎每年暑假都要去贵州避暑。因为山沟沟里特别凉快，城里40度，山沟沟里日常24，25度，不用开风扇，不用空调，吹自然风，简直不要太舒服了。而且那里的人很淳朴，有次出门碰上下大雨，一户人家直接让我们进屋避雨，还用自家种的瓜果，酿的甜酒招待我们，直到雨停。那里景色也好，水稻田一片一片的连成碧海，衬着蓝天白云，像油画似的。田间地头的老水牛悠哉悠哉地吃草，脖子上的铃铛丁零当啷的，在幽静的山间回荡着，伴着潺潺流水，伴着清风，飘得很远很远……,外婆家 贵州 贵州 山沟沟 山沟沟 风扇 空调 大雨 瓜果 甜酒 景色 水稻田 碧海 蓝天白云 油画 田间 地头 水牛 脖子 铃铛 山间 清风
我实习有聚餐的时候领导说要喝酒，我说我喝不了，他说我不信，你们的喝酒很凶的，然后只要他们一喝酒我就说我要去厕所或者各种躲过去，后来他说呀，你不要去厕所了，按你的那个工资去厕所，厕所收费的话你工资都不够了。,聚餐 领导 厕所 厕所 厕所 厕所 收费
虽然我们那里喝酒很凶，但是我这么大了。我从来没有喝过酒，因为我看到周边的酒鬼太多了，然后酒鬼的酒品太差了（特别是我爸），我很害怕。,酒鬼 酒鬼 酒品
和同学们聚餐的时候他们要喝酒，我说我喝不了，他们说是不是看不起呀哟，有出息了，看不起人，我说随便你怎么想，我说不喝就是不喝。,同学 聚餐
15年去过从江   风景真的很美 年轻的姑娘小伙人也很漂亮 美食也不错 就是牛瘪不太能接受  有机会再去啊～,从江 风景 姑娘 小伙 很漂亮 美食 不太能 机会
贵州玩，一定一定一定一定不要去那样的大店连锁店本人贵州的，从来不去大店全国知名店里聚餐吃饭，去一些小店，本地人开的，几乎不会踩雷还有，就是粉店，真的真的真的超级超级超级超级超级好吃软哨，猪肉，牛肉都好吃',贵州 大店 连锁店 贵州 大店 全国 店里 聚餐 小店 本地人 粉店 猪肉 牛肉
老奶奶说的是“好想好想”，大概意思是可爱、让人看了就很喜欢、忍不住想亲近。,老奶奶
我们经常会说小孩子“哇塞，这个小朋友长得太乖（太可爱了）吧，真嘞好想多”,小孩子 小朋友
不能刷太多这种视频，整得我想回家了,视频 回家
折耳根和糟辣椒之神会保佑每一个在外漂泊的孩子，折门,耳根 辣椒 神会 孩子 折门
贵州物价贵的东西就属贵阳，贵州自然景观是最值得看的，所以建议想要到贵州逛逛的朋友们避开贵阳其他市也有不错的风景哒,贵州 物价 东西 贵阳 贵州 建议 贵州 朋友 贵阳 风景
我去我干爹家去，然后我干奶奶倒了一碗他们自己酿的酒给我喝，我当时就是一个恐慌状态，我不会喝酒啊，后面我干爹的弟妹过来喝酒，他们那里好像是过年那段时间会到处走人家喝酒,干爹 奶奶 恐慌 状态 干爹 弟妹 段时间
走遍大地神州，醉美多彩贵州,大地 神州 贵州
请注意，吃东西尽量不要去大饭店，往往好吃的都在小店里面。,东西 大饭店 小店
来贵州旅游，就一个建议，不要去吃什么所谓的加盟店网红店，要吃就吃路边小摊或者本地比较出名的个人店铺，老一辈的都是穷过来的，热情是真的，好相处没架子也是真的，糯米粉卷粉羊肉粉都是我的命。,贵州 建议 加盟店 网红店 小摊 店铺 老一辈 热情 架子 糯米粉 羊肉
贵州人基本没有什么觉得特别美的地方，因为光是沿路的风景就已经繁花似锦，几十年如一日已经看腻了欢迎大家来贵州体验风情文化,贵州 美的 地方 沿路 风景 看腻 贵州 体验 风情 文化
上一个有关于做防水人员众筹灭太截图的动态被删除了我刚评论完那个动态就没了大家看到了吗，4000还是8000多评论的动态啊,人员 动态 评论 动态 评论 动态
城市化太严重，好多名族风气已经不在了，我所在的地方，早已物非人非。,城市化 风气 地方
哈哈哈，我想起来我部队的战友了，我下铺的哥们是山东潍坊的，对角睡的那个是贵州了，他两个就是在喝酒这件事上谁也不服谁，连带着我云南的班副也跟他们开始侃大山，说贵州跟山东喝酒喝不过他，我一个广东听的津津有味的,部队 战友 下铺 哥们 山东 潍坊 对角 贵州 连带 云南 贵州 山东 广东
作为贵州人，很欣慰看到这样的网红小城市出现，带动经济发展，去了大城市生活后，真的差距太明显了。同时建议去耍的小伙伴，一定尝尝酸汤鱼火锅，牛瘪(正宗的没有那么臭)，折耳根小炒，庵肉，榕江卷粉祝去玩的有一场愉快旅行。,贵州 网红 城市 经济 大城市 差距 建议 小伙伴 火锅 正宗 耳根 榕江
感觉一切都返璞归真了，淄博，榕江都感觉回到了有邻居，有乡情。回到了最朴素的年代。反观大都市……唉一言难尽啊,感觉 淄博 榕江 感觉 乡情 朴素 反观 大都市
谢谢，把我的家乡推广出去，单靠自己人的宣传力量很小，况且外面的人也很难了解真正的贵州，谢谢用这种方式为贵州助力,谢谢 家乡 力量 贵州 谢谢 方式 贵州 助力
除啦美人美酒美景美食，我们还比其他地方多几个假日噢。,美酒 美景 美食 地方
你做出了我一直在想而没有公众人物做的事，有的地方城镇真的可以这么推，适合游玩、养老。我们这边一级水资源，没有工业，有一点历史文化，山青水秀，棺材还做得好,公众 人物 地方 城镇 游玩 养老 水资源 工业 历史 文化 山青水秀 棺材
