Unnamed: 0,content,Unnamed: 2,综合评分,type,情感type,主题概率,主题类型
95,感觉 科技  乘客  充裕 全方位 家居 需求 驾驶 习惯 乘坐  挺 日常 出行 出行  拥有 价格 乘坐 体验 担心 乘坐  价格 储物 琐碎 物品 头顶    动力 日常 物品 续航 噪音 亏电 车漆 空间,,4.71,0,neg,"[(0, 0.38090178), (1, 0.012665105), (2, 0.6064331)]",2
96,提车 多久 发现 地方  车身 轴距 前   系统 体型 偏胖 坐在 驾驶 位置 头部 一拳 距离  座椅 支持 加热 通风 功能 提高 乘坐 颠簸性  地板 平整 腿部  座椅 比例 放平 自驾游 车里 休息 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.013425491), (1, 0.015595668), (2, 0.97097886)]",2
97,要说 昂贵 折让 车子 各个方面 配置 很好 家用 价格 适合 一家 五口 出行  整体  宽松 特别   伸脚   带上 家人 出行 有时候 孩子 睡觉  空余 整车  实用 续航 噪音 亏电 车漆 空间,,5.0,0,neg,"[(0, 0.014608029), (1, 0.013187592), (2, 0.9722044)]",2
98,时间 销售 两个 着急 用车 办法 时间 提前 希望 提车 时间 这方面 改进 坑洼 路面 山路 较大 起伏 路面 横向 晃动 感觉 体验 大打折扣  尺寸 表面 观看 车身 高大 家用 动力 款车 轴距    坐满   特别 优秀  支持 有时候 东西 放倒 装进去 款车 适合 功能 特别 看中 实用 续航 噪音 亏电 车漆 空间,,4.14,0,neg,"[(0, 0.8367276), (2, 0.15388209)]",0
100,地方 内饰 异味 网上 这辆 减震 不太好 试驾 颠簸 路段 减速带 地方 试验 感觉 还好 接受 异味 一点 不稳  这辆 定位 一辆 紧凑型 这辆  特别    后备箱 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.017547848), (1, 0.016143324), (2, 0.96630883)]",2
101, 车窗 双层 夹胶 玻璃 有点 听劲 音乐 车窗 双层 夹胶 玻璃 想想 价位 主副 驾车 窗玻璃 双层 知足  效果  出行 没人  位置 凸起 价格 家里 冠军 怨言 纯平 地板 随意 短途 还好 长途 坐车 疲惫感 异味 太多太多 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.12206884), (2, 0.868536)]",2
102,感觉 科技 发现 辆车 小毛病 提车 难闻 气味 塑料 车子 减震 效果 瑕疵 不可避免 级别 车型 比较突出 价格 昂贵  那种  狭小 压抑 局促 平时 上下班 周末 朋友 出去玩   看中 这车  储物  挺 每次 父母 回老家 轻轻松松 装进去  合适 那种 合适 中央 扶手箱 日常 用车 油耗 续航 噪音 亏电 车漆 空间,,4.71,0,neg,"[(0, 0.5653778), (2, 0.42603126)]",0
103,时间 等的 崩溃 价格 便宜 点心   挺 整体 宽松 特别   包括  靠背 贴合 背部 乘坐 价格 感觉  地方 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.023600848), (1, 0.022123462), (2, 0.9542757)]",2
104,车子 内饰  感觉 老款 区别 中控台 黑色 钢琴 烤漆 面板 不太好 打理 满满的 指纹 印和 灰尘 一遍 异味 不忍 直视 第二个 新车 内饰 味道 无论是 中控台 塑料 座椅 皮革 味道 挺强   中规中矩 车型 头部  没得说 敞亮 坐在  坐在  视线 压迫   规整 横向 纵向 阻挡 地方 垃圾 整整齐齐 码放 续航 噪音 亏电 车漆 空间,,4.71,0,neg,"[(0, 0.13666701), (2, 0.85509306)]",2
105,一段时间 暂时 地方 唯一 店里 公里 版本 现车 公里 雨季 觉定 公里 旗舰 版本 公里 充电 周期 一点   选择 款车 原因 续航 噪音 亏电 车漆 空间,,4.57,0,neg,"[(0, 0.014964751), (1, 0.016102694), (2, 0.96893257)]",2
106,原本 这辆   效果 关注 到达 预期 轮胎 高速 拍照  效果 高保真 音箱 感觉 像是 牌子 凑合 冠军 内饰 用料 特别   用料 欠佳 新车 味道 整体   价位 车子 异味 无敌 旅游 露营 后后 排放   睡觉   系统 腿部  距离  座椅 两拳 储物  续航 噪音 亏电 车漆 空间,,4.57,0,neg,"[(0, 0.011041704), (2, 0.9790756)]",2
107,行驶 减速带 颠簸 底盘 生硬 提车 当天 家里人 坐在 驾驶 感觉 还好   动力 坐在  头部 车顶 拳头 距离 腿部 自然 舒展  纯平 地台  异味 添加 颠簸度  三个  不足 储物  平时 杯子 抽纸 地方   开口 放置 物品 续航 噪音 亏电 车漆 空间,,5.0,0,neg,"[(0, 0.012971827), (1, 0.012221979), (2, 0.9748062)]",2
108,有点  入手 高速 高速  预期 样子 发动机  风噪 传进 不足 稍微 影响 驾驶 体验 平时 挺   后备箱  第一辆 父母 送给 婚车 想着  用车 事情 家庭 失望 满座 一点 感到 拥挤  位置 三个 大汉 感觉 关键 储物  媳妇 平时 出门 有点 一堆 东西  装不下 得亏 能装 一家 四口 行李 轻松 续航 噪音 亏电 车漆 空间,,4.71,0,neg,"[(0, 0.32261586), (2, 0.6679677)]",2
109,底盘 稍微 生硬 沟坎 感受 那种 柔韧 高级 调教  液晶屏 反光 比较严重 有时候 阳光 情况 看不清楚 屏幕 内容 情况  系统  放松  宋在 紧凑型 算是 佼佼者 不足 储物  特别 中央 过道 一块 两层 东西 续航 噪音 亏电 车漆 空间,,4.71,0,neg,"[(0, 0.012503161), (1, 0.012320232), (2, 0.9751766)]",2
110,这车 整体 表现 发现 感到 地方  整体  表现 挺宽欲   活动  系统 一米 乘坐 不足 颠簸 乘坐  二郎腿 轻松 事情 车子  储物 能力 每次 回乡 特产 回来 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.020646153), (1, 0.3522836), (2, 0.62707025)]",2
111,暂时 反正 家里人 提车 感觉 新车 很种 通风 几天 理解   级别 车中 表现 出色 一家 五口 肯定 油耗 平时 老婆  约束 拥挤  平地 颠簸 家里人 乘坐  后备箱 一大家子 出去玩 物品 放得 操心  座椅 放倒 当作 小床 异味 实用 续航 噪音 亏电 车漆 空间,,5.0,0,neg,"[(0, 0.010730884), (2, 0.9797617)]",2
112,地方 感觉 一段时间  座椅 底座 一点点  款车 吸引  长宽   工整  浪费 不足 储物  设置 家里 口人 平时 自驾游 不用 担心  小轿车 续航 噪音 亏电 车漆 空间,,5.0,0,neg,"[(0, 0.018473698), (1, 0.017585734), (2, 0.96394056)]",2
113,说实话 日常 用车 需求 地方 内饰 异味 估计 新车 原因 时间 发现   的说   轻易 翘起 二郎腿 高度 感觉   腿部 手掌 手腕 宽度  富余 颠簸感  能放 东西 后备箱 续航 噪音 亏电 车漆 空间,,4.43,0,neg,"[(0, 0.24634758), (1, 0.016483422), (2, 0.73716897)]",2
114,颜值  表现 动力 表现  行车 质量  车身 稳定性 价格 买回来 爱不释手 安全性   人性化 东西 拥挤 布局 体格 稍微 一点 一点 拥挤 日常 塞满 后备 容积 后备箱 乱七八糟 东西 装得 续航 噪音 亏电 车漆 空间,,4.71,0,neg,"[(0, 0.015500376), (1, 0.013310974), (2, 0.97118866)]",2
115,实在 一种 亲切 感觉 乘坐 很棒 省心 后悔 配置 功能 实用 车子 众车 脱颖而出 选择 这辆 理由 简单 肤浅  感觉 价格 体积 东西 出行 压力 贴心 拥挤  内部 特别 合适 驾驶  爸妈  感觉 正好   个子  接近 两拳 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.011935904), (1, 0.010708759), (2, 0.9773554)]",2
116,地方 车辆 内饰 异味 是因为 不足 一部分 材质 真皮 一部分 材质 仿皮 材质 发出 味道  款车  特别 一辆 大五坐 周末 父母 老婆 孩子 出游 家人 出行   西瓜  几百斤 西瓜 费劲 续航 噪音 亏电 车漆 空间,,5.0,0,neg,"[(0, 0.014313318), (1, 0.01196934), (2, 0.97371733)]",2
117,提车 异味 稍微 不足 杯架  理想 稍微 大点 杯子 放不下  后期 车膜 心痛 小车   讨厌 长宽 乘坐   特别   坐下 三个 成人 拥挤 腿部 活动   座椅 后背  平整 东西 摇晃 续航 噪音 亏电 车漆 空间,,5.0,0,neg,"[(0, 0.015024093), (1, 0.014412867), (2, 0.97056305)]",2
118,不足 音响效果 本来 车型 给到 音响 厚道 体验 真心 音响效果   异味 特别   满座 感觉 横向  充裕 平整 地板 保证 位置 腿部  全车 坐垫 个子 朋友 友好 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.014975406), (1, 0.014234238), (2, 0.9707904)]",2
119,唯独  有待 提升  女司机 一大 痛点 能放 东西 一点 油车 时间 换纯 车型 感觉 晕车  感觉 一台 紧凑型 车子 不足  讨厌   异味  下班 三个 同事 一点 憋闷 唯一 一大 张车  容积 异味 太小 只够 生活必需品 水杯  特别 杯子 放不下 续航 噪音 亏电 车漆 空间,,4.57,0,neg,"[(0, 0.9766264), (1, 0.010821323), (2, 0.012552245)]",0
120,这款 有点 地方 座椅 材质 不太好 打理 小孩 车里 东西 食物残渣 座椅 不太好 打理 污渍 一点 为难 懒人 特别 打理 时间 好看 希望 材质 耐脏   宽裕 体型 不胖 系统 中等 讨厌 选择 一款  适合 车型 坐进 视线 效果 受到限制 角度 这辆  理想 小东西 很好 收纳 放水 手机 稳当 续航 噪音 亏电 车漆 空间,,4.71,0,neg,"[(2, 0.98301905)]",2
121,中控 区域 续航 噪音 亏电 车漆 空间,,4.29,0,neg,"[(0, 0.048405215), (1, 0.047082916), (2, 0.90451187)]",2
123,提车 新车 味道 中午 提车 销售 整备 车子 做完 交车 空调 车辆 知识 发现 新车 味道 后续 想个办法 朋友 老款 买回来 不稳 气味  车子 定位 紧凑  油耗   座位 调整 腿部 头部 很好 展开 特别   纯平  乘坐 颠簸 车子  支持 比例 东西 实用 有点    中规中矩 算是 家用 车子 水平 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.75123614), (1, 0.010616139), (2, 0.23814772)]",0
124,内饰 呆板 中规中矩 创意  整体  表现  人性化 无论是 驾驶座    坐上去 价格  东西  油耗 续航 噪音 亏电 车漆 空间,,4.71,0,neg,"[(0, 0.024032827), (1, 0.0221569), (2, 0.9538103)]",2
126,地方 纯油 情况 油耗 内饰 缺少 科技 价格 昂贵   分配 乘坐 感受 颠簸 腿脚 伸展 得开 续航 噪音 亏电 车漆 空间,,3.71,0,neg,"[(0, 0.022760488), (1, 0.020563308), (2, 0.95667624)]",2
127,缺点 感觉 油耗 油耗 混动 百公里 油耗 出头 宣传 回事     成年人 续航 噪音 亏电 车漆 空间,,3.57,0,neg,"[(0, 0.024071764), (1, 0.021880697), (2, 0.9540475)]",2
131,细节 做工 精细 发动机 检修 盖子 打开 扣上 棉 固定 螺栓 固定 螺母 次顶 腰部 支撑 遗憾 诟病 筷子 悬架   总体 凑够 二十个 续航 噪音 亏电 车漆 空间,,4.14,0,neg,"[(0, 0.01355609), (1, 0.014891325), (2, 0.97155255)]",2
133,内饰 简单 不足 塑料 感让 感觉 款车 用料 降低 档次  乘坐  储物  讨厌  放下 几个 垃圾 续航 噪音 亏电 车漆 空间,,4.0,0,neg,"[(0, 0.48361126), (1, 0.020325076), (2, 0.49606365)]",2
134,减震 颠簸 路面 减震 效果  乘坐  一家人 出行 需求  几个 大箱子 绰绰有余 续航 噪音 亏电 车漆 空间,,4.14,0,neg,"[(0, 0.024724204), (1, 0.02349409), (2, 0.9517817)]",2
135,起步 吃力 影响 加速 后半段 后续   拘束 后备箱 乘坐 特别 放松   后备箱 平常 续航 噪音 亏电 车漆 空间,,4.14,0,neg,"[(0, 0.02230755), (1, 0.022810267), (2, 0.9548822)]",2
136, 效果 高速 表现 风噪 特别  内部 油耗 上下班 出行  特别 家人 朋友 出行 后座 家用 续航 噪音 亏电 车漆 空间,,4.14,0,neg,"[(0, 0.027341664), (1, 0.022756262), (2, 0.9499021)]",2
137,不太好  内饰 感觉 配色   至少 我家 蛮大  一点 局促 续航 噪音 亏电 车漆 空间,,3.71,0,neg,"[(0, 0.03103902), (1, 0.027895618), (2, 0.9410654)]",2
138,无线 充电 建议 升级成   后备箱 躺平 长途 座椅 靠背 包裹 续航 噪音 亏电 车漆 空间,,5.0,0,neg,"[(0, 0.023190701), (1, 0.025857517), (2, 0.95095176)]",2
141,车子 价格 继航 宣传 过程 小毛病 高速  内饰 异味   算是 中等 个子 前 轻松  坐满 大块头 拥挤 续航 噪音 亏电 车漆 空间,,3.13,0,neg,"[(0, 0.3828808), (1, 0.017375376), (2, 0.5997438)]",2
142,动力 油耗 家用 想要 强劲 充沛 地步 降噪 能力 太行 速度 风噪挺    充足 体型 魁梧 憋屈   人会 局促 储物 些许 欠佳  容积 不足储 物格 收纳 预期 效果 续航 噪音 亏电 车漆 空间,,3.63,0,neg,"[(0, 0.012550454), (1, 0.011118164), (2, 0.97633135)]",2
144,想到 感受 新车 味道 太太 大神 口中 筷子 筷子 筷子 一双 筷子  净身 高调 坐姿  油耗 续航 噪音 亏电 车漆 空间,,3.86,0,neg,"[(0, 0.01756658), (1, 0.023460267), (2, 0.95897317)]",2
145,款车 地方   排座位 腿部  略显 拥挤 身材 较高 价格   动力 惊喜 第二排 座椅 豪华  乘客 提供  颠簸 乘坐 体验  容量 相当可观 假期 家人 出门 旅游 日常用品 油耗 日常 需求 不用 大型 物品 携带 发愁 续航 噪音 亏电 车漆 空间,,4.29,0,neg,"[(0, 0.011763165), (1, 0.010698839), (2, 0.977538)]",2
150,油门 稍微 一点 起步 打滑   略显 紧凑 油耗 家庭 用车 一点 毛病 安全带 提示音 感觉 关不掉 着想 提示  一米 八三  没得说 油耗 全包式 车身 安全感 续航 噪音 亏电 车漆 空间,,5.0,0,neg,"[(0, 0.01520496), (1, 0.014672372), (2, 0.9701227)]",2
156,车胎 高速 驾驶 静音 底盘 颠簸 感觉  车辆  选择 冠军 理由  内部 轻松 容纳 全家 后备 储物  相当可观 无论是 日常 购物 长途旅行 冠军 需求 续航 噪音 亏电 车漆 空间,,4.29,0,neg,"[(0, 0.013406136), (1, 0.012526525), (2, 0.97406733)]",2
159,新车 味道 太重 汽车 引擎 声音 没法 关闭 每次 手动 设置 麻烦 筷子 悬架   备胎 售后 保养 只能 省内 直营店 发现  系统  超级 油耗 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.013303649), (1, 0.5028336), (2, 0.48386273)]",1
164,排座位  稍微 一点 个子 坐在  稍微 一点 压抑   理解 一点   稍微 一小 一点 续航 噪音 亏电 车漆 空间,,3.29,0,neg,"[(0, 0.034503106), (1, 0.033518653), (2, 0.9319783)]",2
167,发现 毛病 总体  表现   优越 同级 原本 大型 可惜 家里人 感觉 驾驭 自驾游 全家人 行李 动力 旅行 中外 放电 功能 实用 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.018795244), (1, 0.01493932), (2, 0.96626544)]",2
168,有没有 外观 相较 一代 有点 一代 办法 买新  高分 级别 不稳 满载 情况 下能 发点 东西 续航 噪音 亏电 车漆 空间,,4.43,0,neg,"[(0, 0.9585954), (1, 0.019812984), (2, 0.021591654)]",0
181,比较慢 每次 用到 充电 小时 分钟 自动    合适  体会 不到 司机 资格  家里 老人 小孩  续航 噪音 亏电 车漆 空间,,4.57,0,neg,"[(0, 0.019503517), (1, 0.022034999), (2, 0.9584615)]",2
182,直行 稳定性 坑洼 方向盘 发摆 过坑 方向盘 发摆乱摆 速度 方向盘 修调 线性 生硬 紧重 急变 回正 车尾 摇摆 高速 直行 方向盘 调回  高速 方向 修调 自主 回正 直行 方向盘 中心点 模糊 直行 反复 修调 方向盘 修调 紧重 生硬 累手  驾驶 脚部  紧凑 开着车 伸展   驾驶  脚部  伸脚 紧凑 座椅 支撑 太软 屁股 座椅 太软 坐下 塌陷 屁股 座椅 角度 翘起来 太高顶 大腿 续航 噪音 亏电 车漆 空间,,2.29,0,neg,"[(2, 0.98880863)]",2
184,地方 车子 动力 表现 起步 感觉 加速 很快 一点 地方 车子 高速行驶  效果 理想 开到 听到 噪声 噪声   比较满意 款车 紧凑型 轴距  座椅 自由 调节 调整 价格 位置  三个 成年人 拥挤 不足 储物格  平时 零碎 物品 车里 显得 续航 噪音 亏电 车漆 空间,,4.71,0,neg,"[(0, 0.012795185), (1, 0.011957711), (2, 0.9752471)]",2
187,发动机 介入 声音 冬天 开车 续航 不准 暂时 发现  油耗 系统 体重  地台 全平   有个 电机 续航 噪音 亏电 车漆 空间,,4.14,0,neg,"[(0, 0.017748227), (1, 0.24965635), (2, 0.7325954)]",2
188,悬架 支撑 刚度 抖动 余震 总体 接受 改进     三个 成年人 拥挤   宽裕 续航 噪音 亏电 车漆 空间,,4.43,0,neg,"[(0, 0.022305606), (1, 0.0220526), (2, 0.95564175)]",2
189,冬季 续航 舍得 暖风 充电 永远都是    小孩 宠物 站立 玩耍    续航 噪音 亏电 车漆 空间,,5.0,0,neg,"[(0, 0.022579368), (1, 0.022948261), (2, 0.9544724)]",2
190,唯一 一点 用油   动力 两个   超级 续航 噪音 亏电 车漆 空间,,5.0,0,neg,"[(0, 0.037169706), (1, 0.037231747), (2, 0.92559856)]",2
191,买来 几天 自动 泊车 感应器 服务态度 值得 表扬   五个 动力 价格 座椅 坐垫 充实  内饰 新潮 续航 噪音 亏电 车漆 空间,,4.14,0,neg,"[(0, 0.017944187), (1, 0.017040176), (2, 0.9650156)]",2
193,座椅 材质 皮质 原因 反正 感觉 长途 开车 感觉 价格 后期 通风 加热 更好 一点 车子 提回来 时车 异味   担心   乘坐  充足  乘客 轻松 伸展 腿部 头部 长途旅行 感到 局促 不适  容积 后备箱 足以 容纳 行李 购物 物品 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.01156743), (2, 0.9786734)]",2
194,唯一 订车 提车 一个月 等的 兴趣  长轴距  随意 变换 姿势 长路 一点 不累 续航 噪音 亏电 车漆 空间,,5.0,0,neg,"[(0, 0.021832393), (1, 0.030991806), (2, 0.9471758)]",2
198,车能 免息 贷款  相比 轿车 视角 开阔 整体 车厢 明亮 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.027084721), (1, 0.025868488), (2, 0.9470468)]",2
199,喇叭 较大 力气 按响 感觉 不合理 公里 续航 版本 充口 充口 接送 转接 外边 商桩 功率 的快 一档 有没有 感觉 一万 续航 版本 后悔   座椅 包裹 腰背 很好 支撑 公斤 感觉  后备箱  三个 朋友 座椅 调节 腿部  充足  座椅 放倒  平躺  感觉 出门 放倒 配上 睡袋 美美 睡觉 有点 出去玩 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(2, 0.98392)]",2
200,配置 充足 主动 系统 标配 配置  感受 拥挤 腿部 伸直 一拳  活动 续航 噪音 亏电 车漆 空间,,4.86,0,neg,"[(0, 0.023824621), (1, 0.024816971), (2, 0.9513584)]",2
201,一台 体积   很小 明明 适合 家用  内部  油耗 轴距 平时 家人 活着 朋友 游玩 坐下 续航 噪音 亏电 车漆 空间,,4.0,0,neg,"[(0, 0.021725409), (1, 0.2773766), (2, 0.70089805)]",2
