关键词,标题,提问时间,提问内容,地方,官方答复,答复时间,提问内容_positive_probs,提问内容_negative_probs,官方答复_positive_probs,官方答复_negative_probs
病毒,咨询新冠疫苗第三针加强针我何时能接种,2022-04-05 20:28,"咨询我在浙江省台州市临海市涌泉镇涌泉中心卫生院何时能接种新冠疫苗第三针加强针？
出生日期2005-02-08,性别男,接种单位涌泉中心卫生院已接种针数2针,第2针疫苗名称新型冠状病毒灭活疫苗（Vero细胞）生产企业名称北京科兴中维，接种时间2021-09-16,第1针疫苗名称新型冠状病毒灭活疫苗（Vero细胞）生产企业名称北京科兴中维，接种时间2021-08-25",留言对象：浙江省台州市委书记李跃旗,"尊敬的网友：
       您好！您反映的问题收悉，经调查了解，现答复如下：
       首先感谢您对预防接种工作的关心和支持！根据目前国家新冠疫苗接种方案规定，新冠疫苗加强针适用于18周岁以上且满足接种间隔等条件的人群。根据您反馈的信息，您尚未达到18周岁，所以暂时无法接种。后续若国家接种方案有新的调整，我们将通过各种渠道宣传提醒大家接种。
       感谢您对临海市卫生健康事业的理解与支持！
       临海市卫生健康局
        2022年4月 8日",2022-04-08 18:36,0.044,0.956,0.9511,0.0489
病毒,慢性病补助都有哪些疾病乙肝在慢性病补助范围吗,2022-04-01 07:13,慢性病补助都有哪些疾病？乙肝在慢性病补助范围吗？乙肝抗病毒治疗期间可以申请慢性病补助吗？,留言对象：河南省周口市项城市委书记,"网友您好！
    项城市医疗保障局接到此件后高度重视，立即安排相关工作人员经查阅文件等方式为咨询人进行答复或办理相关事宜。于2022年4月4日与咨询人取得了电话联系。依据《关于开展项城市基本医疗保险门诊重症慢性病申报评审工作的通知（项医保字〔2021〕51号）》，慢性病申报病种为18种：恶性肿瘤、慢性肾功能不全非透析治疗、异体器官移植术后抗排异治疗、糖尿病（伴有严重并发症）、高血压并发症（Ⅱ期及以上伴靶器官损害）、冠状动脉粥样硬化性心脏病、急性脑血管意外后遗症、慢性阻塞性肺气肿、慢性肺源性心脏病、肝硬化失代偿期、类风湿性关节炎、系统性红斑狼疮、强直性脊柱炎、重型精神病药物维持治疗、癫痫病、结核病（免费项目除外）、帕金森氏病、艾滋病机会性感染。经咨询人口述：目前在周口住院。等其出院后，根据病例申报慢性病种，经文件及政策规定，申报人只能享受一种。
    感谢您的来信！",2022-04-05 16:27,0.0273,0.9727,0.9354,0.0646
病毒,关于序贯加强,2022-03-31 16:31,领导您好，请问太原市会引进康希诺腺病毒疫苗吗？如果引进了可以在哪个渠道得知去具体哪个社区接种呢？,留言对象：山西省太原市市长张新伟,"热心网友您好！
       首先非常感谢您对太原市社会事业发展的关心。现就您提问题答复如下：
       经市卫健委核实：目前我市选用的新冠疫苗为北京科兴、北京生物和安徽智飞三种，暂无引进其他疫苗的计划，感谢您对疫情防控工作的关注！
       在此，真诚地希望您继续关心太原的经济社会发展，并对相关工作予以监督，提出宝贵的意见和建议。",2022-04-12 17:54,0.1121,0.8879,0.9341,0.0659
病毒,垃圾箱乱摆放,2022-09-29 19:40,摆放距离房子过近，家里经常闻到一阵阵臭味，蚊虫肆虐病毒滋生，严重影响生活望有关部门领导帮助,留言对象：福建省莆田市仙游县委书记,"您好，欢迎给仙游县委书记留言!您留言反映的“垃圾箱摆放距离房子过近，家里经常闻到一阵阵臭味，蚊虫肆虐病毒滋生，严重影响生活望有关部门领导帮助”的事项。据榜头镇人民政府调查了解，您所反映的该片区域没有其他开阔处可摆放垃圾箱，只能摆放在官舍村探花府旁边。您反映问题后镇、村干部想将垃圾箱撤离，但是周边群众不同意。周边群众表示撤除垃圾箱后日常投放垃圾要去较远的地方，生活不便。已派环卫人员将垃圾箱附近卫生清理干净。榜头镇将督促环卫人员每天定时清理垃圾，并及时安排车辆清运垃圾，垃圾清运每日两运，避免垃圾堆放时间长产生异味。
谢谢您对仙游县榜头镇人民政府工作的理解和支持!",2022-10-21 11:11,0.0137,0.9863,0.0185,0.9815
病毒,资质不全公司售卖生病小狗,2022-10-08 14:27,"本人于9.28在西安市雁塔区雁塔区丈八东路榕青无界6A1幢101xx商铺     西安哆xx宠物零售有限公司 购买了小狗一只  当天拿回家就出现拉肚子情况  销售售前说这种可能是应急反应  直到10.2号小狗还在拉肚子  就去附近医院检查    检查出来已经患上细小病毒多天    并且这个病毒有7天潜伏期  也就是说 发病前就已经得了这个病 本人才购买第三天 也就是购买前狗狗就带病毒了  前往售卖店铺协商   老板不与协商 
我最后让他们出示相关证件  目前具备合法的营业证件  他们只有营业执照   相关《养殖卫生许可证》《员工健康证》《犬只疫苗证明》他们都拿不出来
最后他们不给发票，正规企业 应该缴纳相应税费 ，但是我询问相关发票，尽然答复是 我们没有发票   不给开具发票 。
",留言对象：陕西省西安市雁塔区委书记,执法人员前往***宠物店进行现场检查，该店持有《营业执照》，关于您反映的购买当天，宠物犬出现腹泻，检查出患有细小病毒多天的情况，由于您购买的宠物犬已经死亡，已无法认定。现场执法人员对双方当事人进行调解，经调解，商家同意按照30%的价格销售给您一只新的宠物犬，您要求全额退款，双方未达成一致，执法人员建议您向法院起诉。,2022-10-19 10:13,0.0029,0.9971,0.003,0.997
病毒,关于新冠病毒核酸检测的求助,2022-03-26 20:27,"尊敬的领导，您好！
本人由于咽反射过于敏感，以及过往个人经历导致的心理问题等原因，对于核酸检测咽拭子采样存在恐惧心理而无法很好的完成配合。
疫情之前两年一直在外省，当地社区为有类似困难的小部分人提供了其他替代的采样方式。
不知道我市是否也能有类似的人文关怀？
在全员采样的过程中由此产生的额外支出愿意个人承担，非常感谢！",留言对象：山东省泰安市委书记杨洪涛,"尊敬的网友：您好！感谢您的意见建议，您反映的问题，市卫健委进行了调查核实，现回复如下：
      1.筛查者如果在无痰液的情况下是无法完成取样工作；有痰液的情况下，采集痰液需要对痰液标本进行处理，标本保存、运送过程都需要质量监控，否则，无法保证检测结果。
      2.因目前泰安疫情防控形势严峻，全员核酸检测是早期筛查阳性病人，保障群众生命安全的重要举措。鼻咽拭子采样是满足取材方便，适用于疫情期间大规模的检测工作，是快速筛查的首选。病毒植入早期一般寄居于上呼吸道部位，一旦进入下呼吸道、肺部，就失去了筛查的意义，因此痰液检测更适用于确诊病人并不适用于筛查人群。
      3.鼻咽拭子采样有一系列优势，核酸检测的采样材料、培训和检测都是针对于鼻咽拭子采样开展并推广。",2022-04-07 15:15,0.9298,0.0702,0.0288,0.9712
病毒,小区内垃圾点位清理不及时,2022-12-26 19:42,大东区联合路1-2号院，车库旁边的垃圾点位清理不及时导致垃圾外溢，存在病毒传播风险，请社区协调尽快处理。,留言对象：辽宁省沈阳市委书记王新伟,    您好！您诉求的院内垃圾外溢问题已经通知保洁员处理完毕。问题得到解决！,2022-12-29 09:23,0.0163,0.9837,0.0083,0.9917
病毒,奥体篮球场,2022-12-08 12:08,"目前疫情已经常态化，但奥体中心篮球馆一直没有对外营业
希望能够协调尽早对市民开放，强身健体，抵抗病毒 ",留言对象：陕西省西安市市长李明远,您好！首先感谢您对我们工作的关注和支持。接到您的投诉后，西安国际港务区管委会高度重视，经查，西安奥体中心篮球馆于2022年12月10日已对外开放，目前仍在营业中，工作人员已向您告知可以通过“西安奥体中心”公众号上查看开馆信息。并于2022年12月19日10时25分与您取得联系，得到您的理解和支持，欢迎您继续关注并监督我们的工作。承办人：程羽平，联系电话：029-68328886。,2022-12-20 18:48,0.7817,0.2183,0.9322,0.0678
病毒,建议做核酸入户做,2022-03-28 11:02,由于当前新冠病毒的严重性，避免交叉感染，建议做核酸真正做到不聚集，到百姓家门口做，这样最安全,留言对象：吉林省四平市委书记郭灵计,"        网友，您好！您的建议已收悉。您的建议已上报和转办相关责任部门，同时也正在研究，实施防疫新举措。
        感谢您对疫情防控工作的关注和支持！",2022-03-29 11:21,0.89,0.11,0.9855,0.0145
病毒,希望放开电动助力单车，提供更多出行选择,2022-07-28 13:30,这次疫情特别突出了病毒的强传播能力！尤其是在城关区的疫情发生情况尤为突出！与城关区的公共出行方式有一定的关系！只有城关区严禁动力共享单车投放，而七里河，安宁，西固都可以使用动力共享单车，而避免了乘坐人员拥挤的公交和地铁的乘坐风险！单人快速便捷的动力共享单车的使用对聚集性病毒的传播有一定的抑制作用！所以希望城关区也能够放开动力共享单车的投放使用,留言对象：甘肃省兰州市城关区委书记, 尊敬的网友您好，经核实，您反映的共享电动车投放事宜由市级部门主管，建议您前往市级平台留言咨询。,2022-07-30 14:44,0.9952,0.0048,0.1912,0.8088
