user-name,comment-date,content,评价,content1,分词,主题概率,主题类型,emotion_type
zs浮婴命中水,2022年5月31日,不推荐去玩，服务态度很差。再也不会去了。,0.0,不推荐去玩，服务态度很差。再也不会去了。,推荐 服务态度 很差 再也不会,"[(0, 0.07371871), (1, 0.84937155), (2, 0.07690974)]",1,负面
zs浮婴命中水,2022年5月31日,景区脏乱差，没办法形容了，以后不会去。,0.0,景区脏乱差，没办法形容了，以后不会去。,景区 脏乱差 办法 形容,"[(0, 0.07461047), (1, 0.06753657), (2, 0.85785294)]",2,负面
oo小舞oo,2022年6月1日,还是不错的,1.0,还是不错的,不错,"[(0, 0.6477596), (1, 0.17267096), (2, 0.1795694)]",0,非负
燃气燃气燃气,2022年5月26日,冬天去的，着实一般啊，真的没得玩，人还多，不会再去了,0.0,冬天去的，着实一般啊，真的没得玩，人还多，不会再去了,冬天 着实 真的 没得,"[(0, 0.85892296), (1, 0.07205022), (2, 0.06902682)]",0,非负
新日新月异,2022年5月25日,没啥看的，越来越糟，管理和创意都缺,0.0,没啥看的，越来越糟，管理和创意都缺,越来越 管理 创意,"[(0, 0.7907574), (1, 0.10106523), (2, 0.10817735)]",0,非负
pengqhh,2022年5月23日,哪哪都不行，就是骗子。要不是怕别人上当，都懒得评价,0.0,哪都不行，就是骗子。要不是怕别人上当，都懒得评价,不行 骗子 上当 懒得 评价,"[(0, 0.057823457), (1, 0.8764962), (2, 0.06568029)]",1,负面
Mr.Right41663,2022年2月5日,"先说结论：门票100个人觉得相当不划算！偏贵！
其他费用：停车20。滑道30。
原因：本来过去想爬爬山，结果冬天过去只能看冰灯和坐滑道，整体游玩时间两个小时左右，室内冰灯游览比想象的小很多！另外，沿街两侧各种卖小吃的，放...",0.0,先说结论：门票10个人觉得相当不划算！偏贵！其他费用：停车20。滑道30。原因：本来过去想爬山，结果冬天过去只能看冰灯和坐滑道，整体游玩时间两个小时左右，室内冰灯游览比想象的小很多！另外，沿街两侧各种卖小吃的，放.,先说 结论 门票 不划算 偏贵 其他费用 停车 滑道 原因 本来 爬山 冬天 只能 冰灯 滑道 整体 游玩 时间 两个 小时 室内 冰灯 游览 想象 沿街 两侧 小吃,"[(0, 0.97129095), (1, 0.013880869), (2, 0.014828197)]",0,非负
匿名用户,2022年2月3日,不吐槽路程了，因为冬奥了很多地方都有冬奥车道，堵堵必然的，从下午13:00出发-15:40到达，离龙庆峡还有3.4公里就堵了一个小时，进停车场很方便。停车场到门口大概走了20分钟-半个小时，但人真的多的吓人…但一路徒步前... ,0.0,不吐槽路程了，因为冬奥了很多地方都有冬奥车道，堵必然的，从下午13:0出发-15:40到达，离龙庆峡还有3.4公里就堵了一个小时，进停车场很方便。停车场到门口大概走了20分钟-半个小时，但人真的多的吓人…但一路徒步前. ,不吐槽 路程 冬奥 地方 冬奥 车道 下午 出发 到达 龙庆峡 公里 小时 停车场 停车场 门口 分钟 半个 小时 真的 吓人 一路 徒步,"[(0, 0.015508796), (1, 0.9678738), (2, 0.016617365)]",1,负面
少年子歌,2022年5月4日,「百花洞」「蹦极跳」「滑道」「划船泛舟」「鸡冠山」「溜索飞降」「神仙院」「游船」「玉渡山」「电梯」「金刚寺」「震山如来」「冰灯」,1.0,「百花洞」「蹦极跳」「滑道」「划船泛舟」「鸡冠山」「溜索飞降」「神仙院」「游船」「玉渡山」「电梯」「金刚寺」「震山如来」「冰灯」,百花 蹦极跳 滑道 划船 泛舟 鸡冠 溜索 飞降 神仙 游船 玉渡山 电梯 金刚 震山 如来 冰灯,"[(0, 0.020766797), (1, 0.9579028), (2, 0.021330358)]",1,非负
L沐颖,2022年3月16日,全是冰雕，太壮观了，室内不冷，冰怎么冻住的。游览时间2小时吧，适合晚上五点以后去，多穿点，吃完饭后去正好,1.0,全是冰雕，太壮观了，室内不冷，冰怎么冻住的。游览时间2小时吧，适合晚上五点以后去，多穿点，吃完饭后去正好,全是 冰雕 壮观 室内 不冷 冻住 游览 时间 小时 适合 晚上 五点 穿点 吃完饭 正好,"[(0, 0.024106026), (1, 0.023864515), (2, 0.95202947)]",2,负面
gMg719572005,2022年5月13日,方便快捷，出去玩儿买票经常买美团的。还是挺方便的。,1.0,方便快捷，出去玩儿买票经常买美团的。还是挺方便的。,方便快捷 玩儿 买票 买美团,"[(0, 0.070762396), (1, 0.85970837), (2, 0.06952919)]",1,负面
wangdengkun,2022年5月7日,非常好玩的地方适合情侣和单位聚会哈,1.0,非常好玩的地方适合情侣和单位聚会哈,好玩 地方 适合 情侣 单位 聚会,"[(0, 0.05097461), (1, 0.052693006), (2, 0.8963324)]",2,非负
你要几个馒头,2022年5月3日,沿途风景跟景区差不多，开一路车偶尔停一下看看，都用不着买票去景区,1.0,沿途风景跟景区差不多，开一路车偶尔停一下看，都用不着买票去景区,沿途 风景 景区 一路 用不着 买票 景区,"[(0, 0.046057116), (1, 0.04439798), (2, 0.90954494)]",2,非负
oo小舞oo,2022年5月4日,关门太早了，下午4点之后所有项目就关了,0.0,关门太早了，下午4点之后所有项目就关了,关门 太早 下午 项目 就关,"[(0, 0.058722366), (1, 0.88378286), (2, 0.05749479)]",1,负面
WsK880695790,2022年5月5日,环境优美景色宜人安全第一下次还会关注,1.0,环境优美景色宜人安全第一下次还会关注,环境优美 景色宜人 第一 下次 还会 关注,"[(0, 0.9008901), (1, 0.050505027), (2, 0.048604902)]",0,非负
SleepCat1,2022年2月4日,龙庆峡冰灯，老资格了，一直都不错，今年还加入了冬奥元素，更加吸引人。美中不足的是春节假期，交通通畅，但到了离景区二、三公里左右，开始暴堵，这一小段路程堵了一个多小时。最后万般无奈，把车停在路边，走过去了。路上发现延庆交警...,1.0,龙庆峡冰灯，老资格了，一直都不错，今年还加入了冬奥元素，更加吸引人。美中不足的是春节假期，交通畅，但到了离景区二、三公里左右，开始暴堵，这一小段路程堵了一个多小时。最后万般无奈，把车停在路边，走过去了。路上发现延庆交警.,龙庆峡 冰灯 老资格 不错 冬奥 元素 吸引 美中不足 春节假期 交通 景区 公里 暴堵 一小 路程 一个多 小时 万般无奈 路边 路上 发现 延庆 交警,"[(0, 0.015006032), (1, 0.016606078), (2, 0.9683879)]",2,非负
oDB672836286,2022年5月3日,门口的摆渡车做了两分钟就到了，10元，第一次来的最好注意,0.0,门口的摆渡车做了两分钟就到了，10元，第一次来的最好注意,门口 摆渡 两分钟 第一次,"[(0, 0.06942097), (1, 0.07379841), (2, 0.8567806)]",2,负面
涵木宝妈咪,2022年2月26日,适合冰灯打卡，多穿些衣服一个字冷?,1.0,适合冰灯打卡，多穿些衣服一个字冷?,适合 冰灯 打卡 穿些 衣服,"[(0, 0.058327496), (1, 0.8774157), (2, 0.06425677)]",1,非负
西贝小木家,2022年4月7日,冰雕真是鬼斧神工，栩栩如生，而且配合灯光特别好看。里面很大，拍拍照，走走停停，需要一上午或者一下午时间，冬天还是很推荐大家来看看的。,1.0,冰雕真是鬼斧神工，栩如生，而且配合灯光特别好看。里面很大，拍照，走停，需要一上午或者一下午时间，冬天还是很推荐大家来看的。,冰雕 鬼斧神工 栩如生 配合 灯光 特别 好看 很大 拍照 一上午 下午 时间 冬天 推荐,"[(0, 0.025998522), (1, 0.025997065), (2, 0.9480044)]",2,非负
匿名用户,2022年2月21日,景色不少，属性，动物，植被，山景，水景，彩灯，公用厕所，服务到位,1.0,景色不少，属性，动物，植被，山景，水景，彩灯，公用厕所，服务到位,景色 属性 动物 植被 山景 水景 彩灯 公用 厕所 服务到位,"[(0, 0.9371555), (1, 0.030941773), (2, 0.03190272)]",0,非负
于思敏o,2022年2月18日,拍照很好看，就是温度较低需要注意保暖，值得一去,1.0,拍照很好看，就是温度较低需要注意保暖，值得一去,拍照 好看 温度 保暖 值得 一去,"[(0, 0.47682625), (1, 0.060066424), (2, 0.4631073)]",0,非负
喝酒就困,2022年2月6日,基本上就是小吃一条街的感觉。要不是在峡谷底下有几个冰雕的话，感觉这100块钱真的白花了，滑道30倒是不贵，不过由于车需要人工送回去，时间等的太长了就没有玩。另外开车去路况真的不是很好，进去的时候基本就在外头排队了一个多小...,1.0,基本上就是小吃一条街的感觉。要不是在峡谷底下有几个冰雕的话，感觉这10块钱真的白花了，滑道30倒是不贵，不过由于车需要人工送回去，时间等的太长了就没有玩。另外开车去路况真的不是很好，进去的时候基本就在外头排队了一个多小.,小吃 一条街 感觉 峡谷 底下 几个 冰雕 感觉 块钱 真的 白花 滑道 不贵 人工 回去 时间 太长 开车 路况 真的 外头 排队 一个多,"[(0, 0.015427169), (1, 0.014921717), (2, 0.9696511)]",2,负面
qAm482474714,2022年4月23日,一般吧，票价不算便宜，里面也不算大！,1.0,一般吧，票价不算便宜，里面也不算大！,票价 不算 便宜 不算,"[(0, 0.07068287), (1, 0.07339421), (2, 0.8559229)]",2,非负
贺ZIYI,2022年4月24日,，景区很有创意，服务到位，满意很好，,1.0,，景区很有创意，服务到位，满意很好，,景区 创意 服务到位 满意,"[(0, 0.85014933), (1, 0.06937071), (2, 0.08047989)]",0,非负
jnU472034323,2022年4月20日,服务一般。景区还可以。交通不是很方便。,1.0,服务一般。景区还可以。交通不是很方便。,服务 景区 交通,"[(0, 0.089322016), (1, 0.09675844), (2, 0.81391954)]",2,非负
tina.sun.china,2022年2月3日,千万别去，垃圾！快到时候还1.5公里就开始堵车，无奈下来走进去，进去排队～限流～排队～1个小时才进去，进去后傻眼了，这都TM啥破玩意，彩灯彩灯彩灯，一个角落仅有几个是冰雕的结果还圈起来再收费，穷疯了还是欺负别人傻？！,0.0,千万别去，垃圾！快到时候还1.5公里就开始堵车，无奈下来走进去，进去排队～限流～排队～1个小时才进去，进去后傻眼了，这都TM啥破玩意，彩灯，一个角落仅有几个是冰雕的结果还圈起来再收费，穷疯了还是欺负别人傻？！,千万别 垃圾 到时候 公里 堵车 无奈 走进 排队 限流 排队 小时 傻眼 玩意 彩灯 角落 几个 冰雕 圈起来 收费 欺负,"[(0, 0.017046772), (1, 0.017049262), (2, 0.965904)]",2,负面
喵语者,2022年2月10日,第一次看冰灯，感觉还不错！！！当天人很多，排了很长的队！！！,1.0,第一次看冰灯，感觉还不错！当天人很多，排了很长的队！,第一次 冰灯 感觉 不错 当天 很长,"[(0, 0.8858443), (1, 0.058804803), (2, 0.05535093)]",0,非负
Rbj823893641,2022年4月19日,风景很不错，和家人去过一次，和朋友去过一次,1.0,风景很不错，和家人去过一次，和朋友去过一次,风景 不错 家人 去过 朋友 去过,"[(0, 0.8784986), (1, 0.06560127), (2, 0.055900104)]",0,非负
lihaibo0625,2022年4月11日,"晚上上去看的冰灯，灯光很漂亮
但是冰的部分相对来说不够吸引我。",1.0,晚上去看的冰灯，灯光很漂亮但是冰的部分相对来说不够吸引我。,晚上 冰灯 灯光 很漂亮 相对来说 吸引,"[(0, 0.053683102), (1, 0.61818826), (2, 0.3281286)]",1,非负
lihaibo0625,2022年4月11日,灯光不错，冰雕不够吸引我，晚上去的不知道白天啥子意思,1.0,灯光不错，冰雕不够吸引我，晚上去的不知道白天啥子意思,灯光 不错 冰雕 吸引 晚上 白天 啥子,"[(0, 0.047414456), (1, 0.045536216), (2, 0.9070493)]",2,非负
rAP634639831,2022年2月4日,冰灯非常漂亮~值得一游！就是人太多！得排好长时间,1.0,冰灯非常漂亮~值得一游！就是人太多！得排好长时间,冰灯 漂亮 值得 一游 人太多 得排 好长时间,"[(0, 0.89733833), (1, 0.04491045), (2, 0.0577512)]",0,非负
面包超人dp,2022年4月16日,没有往年好！没啥东西，凑合看看,0.0,没有往年好！没啥东西，凑合看,往年 东西 凑合,"[(0, 0.7967869), (1, 0.09829564), (2, 0.104917474)]",0,负面
刘某人0607,2022年4月9日,风景还不错。就是卖东西太贵，贵就贵吧还贼难吃,0.0,风景还不错。就是卖东西太贵，贵就贵吧还贼难吃,风景 不错 卖东西 太贵 难吃,"[(0, 0.88183194), (1, 0.059039664), (2, 0.0591284)]",0,非负
刘某人0607,2022年4月9日,风景不错，卖东西贵还特难吃，不会再买东西了,0.0,风景不错，卖东西贵还特难吃，不会再买东西了,风景 不错 卖东西 难吃 东西,"[(0, 0.88091975), (1, 0.05794992), (2, 0.06113035)]",0,非负
bail110,2022年4月5日,不错，风景很美。虽然大山“绿装”装还没穿，百花还没斗艳，也自有一番景象。,1.0,不错，风景很美。虽然大山“绿装”装还没穿，百花还没斗艳，也自有一番景象。,不错 风景 大山 绿装 百花 斗艳 自有 景象,"[(0, 0.9121939), (1, 0.041792117), (2, 0.046013985)]",0,非负
UEw798075227,2022年2月5日,冰灯是不错 可是那天人太多了 停车场也排队 进门也排队 进去之后人也是乌泱乌泱的 进来之后发现停车场还有很多车位 不让进车 而且车停的间距也很大 没人指挥 出门的时候也排队 就一条车道 总之还需要完善 体验不是很好,0.0,冰灯是不错 可是那天人太多了 停车场也排队 进门也排队 进去之后人也是乌泱的 进来之后发现停车场还有很多车位 不让进车 而且车停的间距也很大 没人指挥 出门的时候也排队 就一条车道 总之还需要完善 体验不是很好,冰灯 不错 那天 人太多 停车场 排队 进门 排队 乌泱 发现 停车场 车位 不让 进车 车停 间距 很大 指挥 出门 排队 一条 车道 完善 体验,"[(0, 0.9697249), (1, 0.015362171), (2, 0.01491295)]",0,负面
monsteraa,2022年4月7日,还行吧，看个冰灯就出来了。别的也没啥了。,1.0,还行吧，看个冰灯就出来了。别的也没啥了。,还行 看个 冰灯,"[(0, 0.108828485), (1, 0.7942602), (2, 0.096911274)]",1,非负
