user-name,comment-date,content,评价,content1,分词
西贝小木家,2022年4月7日,冰雕真是鬼斧神工，栩栩如生，而且配合灯光特别好看。里面很大，拍拍照，走走停停，需要一上午或者一下午时间，冬天还是很推荐大家来看看的。,1.0,冰雕真是鬼斧神工，栩如生，而且配合灯光特别好看。里面很大，拍照，走停，需要一上午或者一下午时间，冬天还是很推荐大家来看的。,冰雕 鬼斧神工 栩如生 配合 灯光 特别 好看 很大 拍照 一上午 下午 时间 冬天 推荐
匿名用户,2022年2月21日,景色不少，属性，动物，植被，山景，水景，彩灯，公用厕所，服务到位,1.0,景色不少，属性，动物，植被，山景，水景，彩灯，公用厕所，服务到位,景色 属性 动物 植被 山景 水景 彩灯 公用 厕所 服务到位
于思敏o,2022年2月18日,拍照很好看，就是温度较低需要注意保暖，值得一去,1.0,拍照很好看，就是温度较低需要注意保暖，值得一去,拍照 好看 温度 保暖 值得 一去
喝酒就困,2022年2月6日,基本上就是小吃一条街的感觉。要不是在峡谷底下有几个冰雕的话，感觉这100块钱真的白花了，滑道30倒是不贵，不过由于车需要人工送回去，时间等的太长了就没有玩。另外开车去路况真的不是很好，进去的时候基本就在外头排队了一个多小...,1.0,基本上就是小吃一条街的感觉。要不是在峡谷底下有几个冰雕的话，感觉这10块钱真的白花了，滑道30倒是不贵，不过由于车需要人工送回去，时间等的太长了就没有玩。另外开车去路况真的不是很好，进去的时候基本就在外头排队了一个多小.,小吃 一条街 感觉 峡谷 底下 几个 冰雕 感觉 块钱 真的 白花 滑道 不贵 人工 回去 时间 太长 开车 路况 真的 外头 排队 一个多
qAm482474714,2022年4月23日,一般吧，票价不算便宜，里面也不算大！,1.0,一般吧，票价不算便宜，里面也不算大！,票价 不算 便宜 不算
贺ZIYI,2022年4月24日,，景区很有创意，服务到位，满意很好，,1.0,，景区很有创意，服务到位，满意很好，,景区 创意 服务到位 满意
jnU472034323,2022年4月20日,服务一般。景区还可以。交通不是很方便。,1.0,服务一般。景区还可以。交通不是很方便。,服务 景区 交通
tina.sun.china,2022年2月3日,千万别去，垃圾！快到时候还1.5公里就开始堵车，无奈下来走进去，进去排队～限流～排队～1个小时才进去，进去后傻眼了，这都TM啥破玩意，彩灯彩灯彩灯，一个角落仅有几个是冰雕的结果还圈起来再收费，穷疯了还是欺负别人傻？！,0.0,千万别去，垃圾！快到时候还1.5公里就开始堵车，无奈下来走进去，进去排队～限流～排队～1个小时才进去，进去后傻眼了，这都TM啥破玩意，彩灯，一个角落仅有几个是冰雕的结果还圈起来再收费，穷疯了还是欺负别人傻？！,千万别 垃圾 到时候 公里 堵车 无奈 走进 排队 限流 排队 小时 傻眼 玩意 彩灯 角落 几个 冰雕 圈起来 收费 欺负
喵语者,2022年2月10日,第一次看冰灯，感觉还不错！！！当天人很多，排了很长的队！！！,1.0,第一次看冰灯，感觉还不错！当天人很多，排了很长的队！,第一次 冰灯 感觉 不错 当天 很长
Rbj823893641,2022年4月19日,风景很不错，和家人去过一次，和朋友去过一次,1.0,风景很不错，和家人去过一次，和朋友去过一次,风景 不错 家人 去过 朋友 去过
lihaibo0625,2022年4月11日,"晚上上去看的冰灯，灯光很漂亮
但是冰的部分相对来说不够吸引我。",1.0,晚上去看的冰灯，灯光很漂亮但是冰的部分相对来说不够吸引我。,晚上 冰灯 灯光 很漂亮 相对来说 吸引
lihaibo0625,2022年4月11日,灯光不错，冰雕不够吸引我，晚上去的不知道白天啥子意思,1.0,灯光不错，冰雕不够吸引我，晚上去的不知道白天啥子意思,灯光 不错 冰雕 吸引 晚上 白天 啥子
rAP634639831,2022年2月4日,冰灯非常漂亮~值得一游！就是人太多！得排好长时间,1.0,冰灯非常漂亮~值得一游！就是人太多！得排好长时间,冰灯 漂亮 值得 一游 人太多 得排 好长时间
面包超人dp,2022年4月16日,没有往年好！没啥东西，凑合看看,0.0,没有往年好！没啥东西，凑合看,往年 东西 凑合
刘某人0607,2022年4月9日,风景还不错。就是卖东西太贵，贵就贵吧还贼难吃,0.0,风景还不错。就是卖东西太贵，贵就贵吧还贼难吃,风景 不错 卖东西 太贵 难吃
刘某人0607,2022年4月9日,风景不错，卖东西贵还特难吃，不会再买东西了,0.0,风景不错，卖东西贵还特难吃，不会再买东西了,风景 不错 卖东西 难吃 东西
bail110,2022年4月5日,不错，风景很美。虽然大山“绿装”装还没穿，百花还没斗艳，也自有一番景象。,1.0,不错，风景很美。虽然大山“绿装”装还没穿，百花还没斗艳，也自有一番景象。,不错 风景 大山 绿装 百花 斗艳 自有 景象
UEw798075227,2022年2月5日,冰灯是不错 可是那天人太多了 停车场也排队 进门也排队 进去之后人也是乌泱乌泱的 进来之后发现停车场还有很多车位 不让进车 而且车停的间距也很大 没人指挥 出门的时候也排队 就一条车道 总之还需要完善 体验不是很好,0.0,冰灯是不错 可是那天人太多了 停车场也排队 进门也排队 进去之后人也是乌泱的 进来之后发现停车场还有很多车位 不让进车 而且车停的间距也很大 没人指挥 出门的时候也排队 就一条车道 总之还需要完善 体验不是很好,冰灯 不错 那天 人太多 停车场 排队 进门 排队 乌泱 发现 停车场 车位 不让 进车 车停 间距 很大 指挥 出门 排队 一条 车道 完善 体验
nHd28286330,2022年4月14日,好,1.0,好,
monsteraa,2022年4月7日,还行吧，看个冰灯就出来了。别的也没啥了。,1.0,还行吧，看个冰灯就出来了。别的也没啥了。,还行 看个 冰灯
chen木木木木木,2022年2月3日,愉快！愉快！就是太冷了！冻得哆哆嗦嗦?,1.0,愉快！就是太冷了！冻得哆嗦?,愉快 太冷 冻得 哆嗦
TNg442136156,2022年2月26日,冰灯能不能雕的好一点，这还敢要100门票？,0.0,冰灯能不能雕的好一点，这还敢要10门票？,冰灯 一点 门票
rLQ168782901,2022年2月16日,我们是天黑去的，进了首道大门最好坐摆渡车，步行到景区核心有些远，往返二十元的摆渡车票，一定要穿厚一些，最好带上帽子和手套，晚上的夜景很漂亮！白天来可以玩玩一些小的游乐项目，晚上主要看夜景，游乐项目都关闭了，各有千秋吧！,1.0,我们是天黑去的，进了首道大门最好坐摆渡车，步行到景区核心有些远，往返二十元的摆渡车票，一定要穿厚一些，最好带上帽子和手套，晚上的夜景很漂亮！白天来可以玩一些小的游乐项目，晚上主要看夜景，游乐项目都关闭了，各有千秋吧！,天黑 首道 大门 摆渡 步行 景区 核心 往返 二十元 摆渡 车票 穿厚 带上 帽子 手套 晚上 夜景 很漂亮 白天 游乐 项目 晚上 夜景 游乐 项目 关闭 各有千秋
匿名用户,2022年2月8日,冰灯不错，除了多穿衣服记得去的朋友带上暖宝宝贴哈！下了车被当地村里的人拉去吃了个饭做的口味中规中矩吧！好在有车接车送。里面有很多小吃，缺点是服务区提供热水就更好了。,1.0,冰灯不错，除了多穿衣服记得去的朋友带上暖宝贴哈！下了车被当地村里的人拉去吃了个饭做的口味中规中矩吧！好在有车接车送。里面有很多小吃，缺点是服务区提供热水就更好了。,冰灯 不错 穿衣服 记得 朋友 带上 暖宝 村里 人拉去 口味 中规中矩 有车 接车 小吃 缺点 服务区 提供 热水 更好
京城御少,2022年3月13日,环境不错，时间苍促，下次再来！,1.0,环境不错，时间苍促，下次再来！,环境 不错 时间 苍促 下次
JG珊珊妈,2022年4月1日,就一般吧和往年比没什么特殊的……..,0.0,就一般吧和往年比没什么特殊的….,往年 没什么
liuerqingfeng,2022年1月30日,漂亮，孩子去玩嗨了！,1.0,漂亮，孩子去玩嗨了！,漂亮 孩子
匿名用户,2022年2月11日,一般般了 感觉没到预期 有点拉胯 很冷到是,0.0,一般了 感觉没到预期 有点拉胯 很冷到是,感觉 预期 冷到
wZy533807865,2022年2月2日,所以的心情都输在出口了，服了。停车场没有人疏通已经堵了3小时了，一动不动！！！！来的谨慎一点把车停门口，协调能力太差！！！,0.0,所以的心情都输在出口了，服了。停车场没有人疏通已经堵了3小时了，一动不动！来的谨慎一点把车停门口，协调能力太差！,心情 出口 停车场 疏通 小时 一动不动 谨慎 一点 门口 协调 能力
QKH713777245,2022年4月4日,满意,1.0,满意,满意
匿名用户,2022年3月23日,设施不如小时候了，是个随便溜达溜达的地方，票价有点儿小贵,0.0,设施不如小时候了，是个随便溜达的地方，票价有点儿小贵,设施 小时候 随便 溜达 地方 票价 有点儿 小贵
莹莹和奇奇,2022年3月27日,环境一般，门口游街商饭在垃圾桶里捡东西,0.0,环境一般，门口游街商饭在垃圾桶里捡东西,环境 门口 游街 商饭 垃圾桶 东西
冰释大海,2022年3月29日,还可以，溜达的好地方，溜娃也不错。,1.0,还可以，溜达的好地方，溜娃也不错。,溜达 地方 不错
莹莹和奇奇,2022年3月27日,停车场劫车拉人吃饭的小商饭太多，不安全,0.0,停车场劫车拉人吃饭的小商饭太多，不安全,停车场 劫车 吃饭 小商 饭太多
VeH967541059,2022年2月3日,人多，车多，路面的二狗非常厉害，导致交通不顺畅，绕行好久才到达。灯节里边人员比较多，灯的种类比较少，更没有看见冰灯。,0.0,人多，车多，路面的二狗非常厉害，导致交通不顺畅，绕行好久才到达。灯节里边人员比较多，灯的种类比较少，更没有看见冰灯。,人多 车多 路面 二狗 厉害 导致 交通 顺畅 绕行 好久 到达 灯节 里边 人员 种类 冰灯
啊活着吧,2022年2月14日,其实不进去看冰灯，在外边溜达溜达也挺好的,1.0,其实不进去看冰灯，在外边溜达也挺好的,冰灯 外边 溜达
fJl241826354,2022年3月7日,穿少了 特别冷 不过很美值得去  哈哈哈哈哈哈哈,1.0,穿少了 特别冷 不过很美值得去 哈,穿少 特别 值得
OUq166659705,2022年2月6日,冰灯布置的太漂亮了????。好看，强烈推荐大家去玩！很愉快的一天,1.0,冰灯布置的太漂亮了?。好看，强烈推荐大家去玩！很愉快的一天,冰灯 布置 太漂亮 好看 强烈推荐 愉快
lihaibo0625,2022年3月17日,晚上去的有点冷，人比较多，没啥可玩的项目，特别关于冰的。,0.0,晚上去的有点冷，人比较多，没啥可玩的项目，特别关于冰的。,晚上 项目 特别
pQr548617762,2022年3月18日,龙庆峡冰灯展，感觉一般，停车走着上去好远,0.0,龙庆峡冰灯展，感觉一般，停车走着上去好远,龙庆峡 灯展 感觉 停车 好远
泰霖887,2022年2月5日,设施不错，就是人多，有风险，交通不方便，堵车,1.0,设施不错，就是人多，有风险，交通不方便，堵车,设施 不错 人多 风险 交通 堵车
Icesugar922,2022年2月7日,非常漂亮,1.0,非常漂亮,漂亮
Icesugar922,2022年2月7日,非常漂亮,1.0,非常漂亮,漂亮
Icesugar922,2022年2月7日,非常漂亮,1.0,非常漂亮,漂亮
NHJ792471237,2022年2月2日,味道好，服务好，环境好。暖和，车接车送。,1.0,味道好，服务好，环境好。暖和，车接车送。,味道 服务 环境 暖和 接车
匿名用户,2022年2月23日,一般吧，夏天去如果下雨的话，建议先别划船，等雨停了再去划船比较好。然后可以爬爬山，山顶景色不错。冬天主要是看冰灯。,1.0,一般吧，夏天去如果下雨的话，建议先别划船，等雨停了再去划船比较好。然后可以爬山，山顶景色不错。冬天主要是看冰灯。,夏天 下雨 建议 划船 划船 爬山 山顶 景色 不错 冬天 冰灯
vtQ226597045,2022年3月14日,还可以吧，和往年比没有大的进步，缺少创意,1.0,还可以吧，和往年比没有大的进步，缺少创意,往年 缺少 创意
