评论,fenci,情感分类,主题概率,主题类型
只分了两个区，菜鸟不会自己分，要多一个区就好了,只分 两个 菜鸟,neg,"[(0, 0.017867574), (1, 0.017867573), (2, 0.017867595), (3, 0.017867556), (4, 0.017867617), (5, 0.017867554), (6, 0.017867563), (7, 0.01786759), (8, 0.017867552), (9, 0.32382464), (10, 0.017867567), (11, 0.46176445), (12, 0.017867552), (13, 0.01786762)]",11
硬件质量不行，老黑屏，现在硬盘都找不到了，刚好今天是签收的第七天！,硬件 质量 不行 黑屏 硬盘 不到 签收 第七天,neg,"[(7, 0.7774263), (9, 0.1272667)]",7
不足之处有两个：,不足之处 两个,neg,"[(0, 0.02384199), (1, 0.023842009), (2, 0.023841975), (3, 0.023841979), (4, 0.023841994), (5, 0.023841975), (6, 0.02384199), (7, 0.023841979), (8, 0.023841973), (9, 0.023842061), (10, 0.023841979), (11, 0.6900541), (12, 0.023841973), (13, 0.023842003)]",11
操作系统安装得太弱智了！,操作系统 安装 弱智,neg,"[(0, 0.017870096), (1, 0.01787015), (2, 0.017870182), (3, 0.017870115), (4, 0.017870115), (5, 0.017870136), (6, 0.017870337), (7, 0.017870098), (8, 0.7676883), (9, 0.017870102), (10, 0.017870089), (11, 0.017870132), (12, 0.017870072), (13, 0.017870082)]",8
面板容易有指纹痕迹，内存扩容后必须升级才能显示2而说明书上无介绍,面板 指纹 痕迹 内存 扩容 升级 显示 说明书 介绍,neg,"[(2, 0.74179566), (9, 0.1724287)]",2
机器发热略大，比较厚重。。。另外难以忍受的是快递比平邮还慢，东西周一发出，经过漫长的1周后，终于从广州爬到深圳（2小时的路程），这乌龟中邮物流。以前圆通周一买，周二就可以到的，我现在都不敢在京东买东西,机器 发热 厚重 难以忍受 快递 平邮 东西 周一 发出 漫长 周后 终于 广州 深圳 小时 路程 乌龟 中邮 物流 圆通 周一 周二 京东 东西,neg,"[(0, 0.96281904)]",0
测试软件显示二极管发热大，开机不久即于62度左右徘徊。,测试软件 显示 二极管 发热 开机 即于 徘徊,neg,"[(1, 0.8838088)]",1
第一，一插入无线上网卡（接口）就自动关机；第二，待机时间没有宣称的那么长久；第三，比较容易沾手印。,第一 插入 无线 上网卡 接口 自动关机 待机时间 宣称 长久 第三 手印,neg,"[(2, 0.92251265)]",2
刚取回家，装完系统、驱动，其它的能用。朋友拷了几部电影，装上暴风影音，打开电影，一两分钟之后死机，关机再来，几秒钟之后又死机。重装一个播放器还是一样。再后来重装系统驱动，看电影依然如故，还是死机。,回家 装完 系统 驱动 能用 朋友 几部 电影 暴风 影音 打开 电影 一两分钟 死机 关机 几秒钟 死机 重装 播放器 重装系统 驱动 电影 依然如故 死机,neg,"[(8, 0.9628221)]",8
不是质量问题，是上网本的共同特点，那就是字体小、屏幕小看时间长特别费眼睛。用来听音乐、看片子、发邮件、写东西、个人账务管理还可以，不能用来办公（太伤眼睛）,质量 上网 字体 屏幕 小看 时间 特别 眼睛 音乐 片子 发邮件 东西 账务 管理 办公 太伤 眼睛,neg,"[(2, 0.9012952), (4, 0.051042747)]",2
指纹收集器，外壳工艺较差、偏软，发热量较大。人品不好，发现1个暗点，都没地哭去。。。你索性3个点吧，我倒是能换机器啦，郁闷,指纹 收集器 外壳 工艺 较差 偏软 发热量 较大 人品 不好 发现 暗点 没地 索性 能换 机器 郁闷,neg,"[(13, 0.9483646)]",13
性能比想象中的差了点，网上看电影时风扇转个不停，感觉运行能力有点吃力。,性能比 想象 网上 电影 风扇 不停 感觉 运行 能力 吃力,neg,"[(8, 0.38365158), (12, 0.5383938)]",12
6月5号收到一张发票号码：10342543（金额为3217元）属于订单号：4491950 但是今天财务拿到税务局没法通过认证（密码区有一行字不清楚）真不知道你们公司的开票员干啥吃的！！！！！！,收到 一张 发票 号码 金额 订单号 财务 拿到 税务局 没法 认证 密码 一行 真不知道 公司 开票,neg,"[(1, 0.94531685)]",1
第一台到手硬盘和屏幕就是坏的，质量不稳定，不知是华硕的问题还是物流的问题？！,第一台 到手 硬盘 屏幕 质量 稳定 不知 华硕 物流,neg,"[(2, 0.4484181), (13, 0.4658288)]",13
"容易留指纹,应该买白色的,键盘松松的,与底部不够密贴,分区是两个不过大小太不合理了,盘居然分成70,上网本完全没必要这么大,个人认为最多15就可以啦!",指纹 白色 键盘 松松 底部 密贴 分区 两个 大小 不合理 分成 上网 最多,neg,"[(5, 0.9336094)]",5
屏幕周围的边儿有点松垮。持续使用，机器还是有些热。触摸板下面的按键手感不好。面容易沾指纹，需要经常擦。携带重量还是比较大，当然，跟大容量电池不无关系。,屏幕 边儿 松垮 持续 机器 触摸板 按键 手感 不好 指纹 携带 重量 大容量 电池 不无关系,neg,"[(11, 0.14268292), (13, 0.8036955)]",13
钢琴烤漆很容易留指纹印，并且进入不了系统，开机时声音很大，已经发回去换一个回来，希望京东能快点帮我发回来，虽然第一次在京东买东西就碰到这么倒霉运，但还是相信京东，并且希望你们做得更好。,钢琴 烤漆 指纹 系统 开机 声音 很大 发回去 回来 希望 京东 快点 回来 第一次 京东 东西 碰到 倒霉 京东 希望 更好,neg,"[(6, 0.77471834), (13, 0.18630375)]",6
1、笔记本底部4个胶垫不平，打字总是左右晃动。,笔记本 底部 胶垫 不平 打字 晃动,neg,"[(0, 0.010218014), (1, 0.010218066), (2, 0.010217996), (3, 0.010217986), (4, 0.010217987), (5, 0.8671656), (6, 0.01021801), (7, 0.010218113), (8, 0.010218069), (9, 0.010218009), (10, 0.01021801), (11, 0.0102180075), (12, 0.010218077), (13, 0.010218037)]",5
1电池没有想象的好 冲满显示7小时多 有点郁闷啊 ,电池 想象 冲满 显示 小时 郁闷,neg,"[(0, 0.0102070505), (1, 0.010207076), (2, 0.010207076), (3, 0.010207043), (4, 0.010207068), (5, 0.010207082), (6, 0.010207059), (7, 0.010207055), (8, 0.010207095), (9, 0.86730814), (10, 0.0102070505), (11, 0.0102070905), (12, 0.010207051), (13, 0.010207075)]",9
4月30日下午下的单，五一节期间快递不送货，今天才收到，过个节过得亏大了！,下午 五一节 期间 快递 送货 收到 过个节,neg,"[(5, 0.6325175), (10, 0.26024854)]",5
指示灯不明显，没有大小写指示灯，没有蓝牙指示灯，自带摄像头成像效果差,指示灯 大小写 指示灯 蓝牙 指示灯 自带 摄像头 成像 效果,neg,"[(9, 0.36809447), (13, 0.54613173)]",13
钢琴漆，整个一指纹收集器。,钢琴漆 指纹 收集器,neg,"[(0, 0.017859604), (1, 0.017859597), (2, 0.01785958), (3, 0.017859662), (4, 0.01785959), (5, 0.017859597), (6, 0.017859576), (7, 0.017859587), (8, 0.017859634), (9, 0.017859666), (10, 0.017859574), (11, 0.017859593), (12, 0.76782495), (13, 0.017859817)]",12
常常发生内存耗尽又释放不了，好像没有缓存一样，很笨重，样子也一般，散热还在右面，很郁闷。装了两次系统结果不能运行多个文件，电脑也不是很快，常常死机。已经重装了两次系统。太郁闷了。,发生 内存 耗尽 释放 好像 缓存 笨重 样子 散热 右面 郁闷 两次 系统 运行 多个 文件 电脑 很快 死机 重装 两次 系统 郁闷,neg,"[(2, 0.15015347), (13, 0.81410277)]",13
跑起来有点慢，要是就好了。250只有一个分区，真没法用。没带任何系统光盘和驱动，提不方便了。想自己分区改，上网查了一下，不是一般的麻烦，一直没敢动手。,分区 没法用 系统 光盘 驱动 分区 上网 麻烦 动手,neg,"[(1, 0.30251712), (5, 0.6117321)]",5
的处理器发热偏大，显卡好像不支持的半透明效果，效果大打折扣，本身性能也较低，要是有+的版本就完美了。,处理器 发热 显卡 好像 支持 半透明 效果 效果 大打折扣 性能 版本 完美,neg,"[(1, 0.7672861), (7, 0.16673966)]",1
分区弱智  预装很多垃圾 启动慢死 无恢复光盘 网上也没有恢复软件下载 发热量很大 左手基本一直再烘烤 触摸板手感差 比的小红点差很多 设置功能非常弱，不能硬件关闭不用的模块,分区 弱智 预装 垃圾 启动 慢死 恢复 光盘 网上 恢复 软件 下载 发热量 很大 左手 烘烤 触摸板 手感 小红点 设置 功能 硬件 关闭 不用 模块,neg,"[(8, 0.77082235), (9, 0.1961856)]",8
用电池供电自动断电，２星期３次，不是个体问题，发现了很多，我们已经组织了一个群，准备联名向联想要个说法！与京东无关，京东我还是恨满意的！！,电池 供电 自动 断电 星期 个体 发现 组织 联名 联想 说法 京东 无关 京东 满意,neg,"[(6, 0.94190586)]",6
惠普预装的软件太多了，竟然有72个进程，又太垃圾了，是单核的，特效全关机子跑的还是有点慢，新上市的本本驱动又不多，想换只能先等等了！,惠普 预装 软件 进程 垃圾 单核 特效 关机 上市 本本 驱动 想换 只能,neg,"[(10, 0.93362176)]",10
购买的时候价格太高了，3500到手机，现在都跌了500多，真伤心！有时候反应会有点慢，总体还不错！,购买 价格 手机 伤心 有时候 总体 不错,neg,"[(2, 0.10099861), (6, 0.27855778), (9, 0.30611184), (13, 0.22491978)]",9
送货配送的服务实在是太差了。我的地址属于徐汇区，但货配送到徐汇区，他们却不送，非要闵行区的送货，这样来来回回的就折腾了2天，你说怎么回事啊？,送货 配送 服务 实在 地址 徐汇区 配送 徐汇区 闵行区 送货 来来回回 折腾 怎么回事,neg,"[(4, 0.933641)]",4
价格稍微高了一点。,价格 稍微 一点,neg,"[(0, 0.017858291), (1, 0.01785828), (2, 0.7678415), (3, 0.017858326), (4, 0.017858362), (5, 0.017858384), (6, 0.017858332), (7, 0.01785832), (8, 0.01785832), (9, 0.0178583), (10, 0.017858546), (11, 0.017858302), (12, 0.017858282), (13, 0.017858416)]",2
用了半个月了，感觉就一个字：爽！做工好，价格低，配送快，没话说了，一个字：好！,半个 感觉 做工 价格低 配送 没话说,neg,"[(0, 0.0102211395), (1, 0.010221174), (2, 0.01022119), (3, 0.0102211395), (4, 0.12590168), (5, 0.5818403), (6, 0.010221164), (7, 0.01022115), (8, 0.010221141), (9, 0.010221168), (10, 0.010221222), (11, 0.010221147), (12, 0.17982525), (13, 0.010221147)]",5
端口少,端口,neg,"[(0, 0.03573526), (1, 0.03573526), (2, 0.03573526), (3, 0.03573526), (4, 0.03573526), (5, 0.53544146), (6, 0.03573526), (7, 0.03573526), (8, 0.03573526), (9, 0.03573526), (10, 0.03573526), (11, 0.03573526), (12, 0.03573526), (13, 0.035735358)]",5
重量还是有点重的，不像想象中的那么轻，不过放在背包里也感觉不到。比公司里的轻很多，比其他上网本还是要重一些的。,重量 想象 放在 背包 感觉 不到 公司 上网,neg,"[(1, 0.15925713), (8, 0.25689068), (12, 0.49649224)]",12
音箱感觉还不错，可以，就是没通过杜比认证，这心里还是没底啊！,音箱 感觉 不错 杜比 认证 没底,neg,"[(0, 0.010212307), (1, 0.010212337), (2, 0.010212311), (3, 0.010212306), (4, 0.010212301), (5, 0.010212324), (6, 0.010212318), (7, 0.010212316), (8, 0.0102123115), (9, 0.010212316), (10, 0.010212307), (11, 0.010212315), (12, 0.010212413), (13, 0.86723983)]",13
外放音量不是很大，高音有点小尖低音不足，如果环境不是太吵闹可以应付正常使用,外放 音量 很大 高音 小尖 低音 环境 吵闹 应付,neg,"[(4, 0.90699965)]",4
"内存偏小！还得自己加！预装 系统运行的速度有点慢了!读光盘的时候,声音很大!要是送个包就好了!",内存 预装 系统 运行 速度 读光盘 声音 很大 个包,neg,"[(6, 0.6504679), (9, 0.26376665)]",6
赠送的系统慢就改装算了，内装的备份是用的就好了，应该再配一根电脑连接线就更理想了。,赠送 系统 改装 算了 内装 备份 是用 再配 一根 电脑 连接线 理想,neg,"[(9, 0.9285294)]",9
买给妹妹的  因为不在一起  不知道倒是是哪个芯片组的  要是45的就好了。。,妹妹 芯片组,neg,"[(0, 0.0238351), (1, 0.023835115), (2, 0.023835113), (3, 0.0238351), (4, 0.023835167), (5, 0.0238351), (6, 0.023835218), (7, 0.0238351), (8, 0.0238351), (9, 0.023835175), (10, 0.69014335), (11, 0.023835141), (12, 0.0238351), (13, 0.0238351)]",10
东芝第一次启动的过程真的是太冗长了。,东芝 第一次 启动 过程 真的 冗长,neg,"[(0, 0.010215682), (1, 0.010215699), (2, 0.010215694), (3, 0.0102156475), (4, 0.010215657), (5, 0.2405966), (6, 0.010215745), (7, 0.010215733), (8, 0.010215713), (9, 0.010215797), (10, 0.636815), (11, 0.0102156885), (12, 0.010215664), (13, 0.010215656)]",10
键盘很生硬，没有手感。,键盘 生硬 手感,neg,"[(0, 0.017861629), (1, 0.017861612), (2, 0.017861577), (3, 0.017861573), (4, 0.01786157), (5, 0.01786162), (6, 0.017861582), (7, 0.017861662), (8, 0.017861592), (9, 0.017861577), (10, 0.017861582), (11, 0.7677991), (12, 0.017861756), (13, 0.01786161)]",11
拿到盒子一看是40的，非常失望和恼火，怪不得京东不敢标芯片组了，还说和批次有关，买电脑搞得像抽奖一样，配置都不透明，要是事先知道是40的，绝对不会买的，有种受骗的感觉,拿到 盒子 失望 恼火 京东 芯片组 批次 电脑 抽奖 配置 透明 事先 有种 受骗 感觉,neg,"[(6, 0.9419022)]",6
"联想预装软件太多,比较烦躁",联想 预装 软件 烦躁,neg,"[(0, 0.014292953), (1, 0.014292962), (2, 0.014292995), (3, 0.01429296), (4, 0.014292899), (5, 0.014292942), (6, 0.8141914), (7, 0.014293045), (8, 0.014292906), (9, 0.014293087), (10, 0.014292981), (11, 0.014292938), (12, 0.0142929405), (13, 0.014292992)]",6
键盘用起来觉得有点松，没有其他牌子感觉弹性那么好那么紧实。没有蓝牙是一大遗憾。,键盘 牌子 感觉 弹性 紧实 蓝牙 一大 遗憾,neg,"[(12, 0.89676726)]",12
显示屏塑料外壳边缘有损坏，是不是因为无店铺销售，所以提供的是等外品啊！,显示屏 塑料 外壳 边缘 损坏 店铺 销售 提供 等外品,neg,"[(2, 0.7692243), (13, 0.14497559)]",2
运气太差了，屏幕中央有个点。口只有两个少了点， 读卡器没有保护盖子，爱近灰尘。东芝的说明书，写的凌乱不易看懂啊,运气 屏幕 中央 有个 两个 读卡器 保护 盖子 灰尘 东芝 说明书 凌乱 不易,neg,"[(7, 0.93359816)]",7
运气不好，有一个坏点。做工业感觉一般，特别是光驱的塑料跟煎饼似的。,运气 不好 坏点 工业 感觉 特别 光驱 塑料 煎饼,neg,"[(1, 0.9070816)]",1
3、外观及尺寸：首先说16：9的屏幕比例乍一看确实不舒服，但确能很好的控制体积，给人的感觉不像过去16：10那样的傻大个儿了。外观要比图片上看上去要好看很多。键盘是浮萍式的，个人很喜欢这种设计。,外观 尺寸 屏幕 比例 乍一看 确实 舒服 确能 很好 控制 体积 感觉 大个儿 外观 图片 要好看 键盘 浮萍 喜欢 设计,neg,"[(7, 0.8543783), (10, 0.104774594)]",7
为了确保没有问题，我还是选的自提，上周六刚拿到验货键盘就坏了，只能返修，啥辙没有，忍,确保 自提 周六 拿到 验货 键盘 只能 返修,neg,"[(13, 0.8967102)]",13
