车辆名称,品牌,价格,上牌时间,上市时间,表显里程,厂商,生产方式,厂商指导价(万元),能源形式,变速箱,车身形式,整车质保,电动机总功率(kW),过户次数
宝马X3 2018款 xDrive28i M运动套装 国VI,宝马,24.48万,2019年,2018.12,5.33万公里,华晨宝马,合资,42.58,汽油,8挡手自一体,5门5座SUV,三年或10万公里,165,0次
宝马X3 2020款 xDrive28i 豪华套装,宝马,27.3O万,2020年,2019.1,2.14万公里,华晨宝马,合资,42.58,汽油,8挡手自一体,5门5座SUV,三年或10万公里,165,2次
宝马5系(进口) 2014款 520i 旅行版(进口),宝马,16.38万,2014年,2013.1,8.31万公里,宝马(进口),进口,48.9,汽油,8挡手自一体,5门5座旅行车,三年或10万公里,135,1次
宝马i3 2019款 快充版(进口),宝马,13.4O万,2019年,2019.03,5.26万公里,宝马(进口),进口,33.98,纯电动,电动车单速变速箱,5门4座两厢车,三年或10万公里,125,1次
宝马Z4 2019款 sDrive 25i M运动套装(进口),宝马,34.11万,2021年,2019.04,1.68万公里,宝马(进口),进口,48.88,汽油,8挡手自一体,2门2座软顶敞篷车,三年或10万公里,145,1次
宝马X3 2020款 xDrive28i M运动套装,宝马,27.5O万,2020年,2019.1,7.86万公里,华晨宝马,合资,42.58,汽油,8挡手自一体,5门5座SUV,三年或10万公里,165,1次
宝马i3 2016款 升级款时尚型(进口),宝马,1O.38万,2017年,2016.09,2.96万公里,宝马(进口),进口,42.28,纯电动,电动车单速变速箱,5门4座两厢车,三年或10万公里,125,5次
宝马i3 2018款 豪华型(进口),宝马,9.48万,2018年,2018.03,3.32万公里,宝马(进口),进口,33.98,纯电动,电动车单速变速箱,5门4座两厢车,三年或10万公里,125,2次
宝马i3 2016款 升级款时尚型(进口),宝马,8.44万,2017年,2016.09,6.61万公里,宝马(进口),进口,42.28,纯电动,电动车单速变速箱,5门4座两厢车,三年或10万公里,125,2次
宝马 i3 2022款 eDrive 35 L,宝马,21.OO万,2022年,2022.03,2.34万公里,宝马(进口),合资,35.39,纯电动,电动车单速变速箱,4门5座三厢车,三年或10万公里,210,0次
宝马iX3 2022款 创领型,宝马,27.51万,2022年,2021.09,1.96万公里,华晨宝马,合资,43.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,210,0次
宝马5系 2014款 520Li 典雅型,宝马,15.O8万,2015年,2013.09,9.24万公里,华晨宝马,合资,43.56,汽油,8挡手自一体,4门5座三厢车,三年或10万公里,135,1次
宝马X3 2018款 xDrive25i M运动套装 国V,宝马,22.5O万,2019年,2018.04,4.15万公里,华晨宝马,合资,39.98,汽油,8挡手自一体,5门5座SUV,三年或10万公里,135,1次
宝马iX3 2022款 领先型,宝马,23.43万,2022年,2021.09,O.64万公里,华晨宝马,合资,39.99,纯电动,电动车单速变速箱,5门5座SUV,三年或10万公里,210,0次
宝马i3 2022款 eDrive 35 L,宝马,19.79万,2022年,2022.03,1.72万公里,宝马(进口),合资,35.39,纯电动,电动车单速变速箱,4门5座三厢车,三年或10万公里,210,1次
奔驰EQC 2020款 EQC 350 4MATIC,北京,19.6O万,2020年,2020.06,O.55万公里,北京奔驰,合资,49.98,纯电动,电动车单速变速箱,5门5座SUV,三年不限公里,210,2次
奔驰EQB 2022款 EQB 350 4MATIC 首发特别版,北京,23.1O万,2022年,2021.11,1.O9万公里,北京奔驰,合资,43.78,纯电动,电动车单速变速箱,5门7座SUV,,215,0次
奔驰A级 2019款 A 200 L 运动轿车,北京,14.O4万,2019年,2018.11,6.69万公里,北京奔驰,合资,26.48,汽油,7挡双离合,4门5座三厢车,三年不限公里,120,2次
北京汽车 北京X7 2020款 1.5TD DCT致尚版,北京,7.24万,2022年,2020.06,8.O5万公里,北京汽车,国产,12.49,汽油,7挡湿式双离合,5门5座SUV,五年或10万公里,138,0次
奔驰EQB 2022款 EQB 350 4MATIC 首发特别版,北京,26.5O万,2023年,2021.11,O.71万公里,北京奔驰,合资,43.78,纯电动,电动车单速变速箱,5门7座SUV,,215,3次
奔驰E级 2021款 E 300 L 豪华型,北京,39.97万,2021年,2020.09,6.64万公里,北京奔驰,合资,49.78,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,0次
北京BJ40 2021款 2.0D 自动四驱刀锋英雄版侠客型,北京,15.63万,2022年,2021.03,2.34万公里,北京越野,国产,19.49,柴油,8挡手自一体,4门5座SUV,三年或10万公里,120,0次
奔驰GLB 2020款 GLB 180 时尚型,北京,21.O3万,2021年,2020.04,2.O6万公里,北京奔驰,合资,30.28,汽油,7挡双离合,5门7座SUV,三年不限公里,100,0次
奔驰GLB 2022款 改款二 GLB 200 时尚型,北京,21.95万,2022年,2022.03,2.9万公里,北京奔驰,合资,31.09,汽油,7挡湿式双离合,5门7座SUV,三年不限公里,120,1次
奔驰GLC 2020款 改款 GLC 300 L 4MATIC 动感型,北京,34.28万,2021年,2020.03,2.3万公里,北京奔驰,合资,44.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,190,0次
奔驰C级 2020款 改款 C 260 L 运动版,北京,22.28万,2020年,2020.03,3.61万公里,北京奔驰,合资,34.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,1次
奔驰C级 2021款 C 260 L 运动版,北京,23.98万,2021年,2020.09,6.49万公里,北京奔驰,合资,34.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰A级 2022款 改款二 A 200 L 运动轿车时尚型,北京,18.1O万,2023年,2022.07,1.53万公里,北京奔驰,进口,25.44,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,0次
奔驰C级 2021款 C 200 L 时尚型运动版,北京,23.86万,2021年,2020.09,3万公里,北京奔驰,合资,31.98,汽油,9挡手自一体,4门5座三厢车,三年不限公里,115,1次
奔驰C级 2020款 改款 C 200 L 时尚型,北京,2O.66万,2020年,2020.03,5.9万公里,北京奔驰,合资,31.58,汽油,9挡手自一体,4门5座三厢车,三年不限公里,115,0次
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,北京,34.9O万,2022年,2020.11,2.35万公里,北京奔驰,合资,39.78,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,1次
奔驰C级 2021款 C 260 L 运动版,北京,24.65万,2021年,2020.09,3.13万公里,北京奔驰,合资,34.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰A级 2021款 A 200 L 运动轿车时尚型,北京,16.98万,2021年,2021.01,2.16万公里,北京奔驰,合资,26.48,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,1次
奔驰GLB 2020款 改款 GLB 200 时尚型,北京,21.75万,2021年,2020.04,8.62万公里,北京奔驰,合资,32.88,汽油,7挡双离合,5门7座SUV,三年不限公里,120,1次
奔驰GLA 2022款 GLA 200,北京,17.83万,2021年,2021.1,1.53万公里,北京奔驰,合资,30.38,汽油,7挡湿式双离合,5门5座SUV,三年不限公里,120,0次
北京BJ40 2021款 2.0T 自动四驱环塔冠军版,北京,14.25万,2021年,2021.08,3.28万公里,北京越野,国产,20.99,汽油,8挡手自一体,4门5座SUV,三年或10万公里,165,0次
奔驰GLB 2022款 GLB 220 4MATIC,北京,25.75万,2022年,2022.03,1.39万公里,北京奔驰,合资,35.33,汽油,8挡湿式双离合,5门7座SUV,三年不限公里,140,1次
奔驰C级 2022款 改款 C 260 L 运动版,北京,29.38万,2022年,2022.02,O.34万公里,北京奔驰,合资,34.94,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,0次
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,北京,32.8O万,2021年,2020.11,6.62万公里,北京奔驰,合资,42.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰C级新能源 2023款 C 350 eL,北京,28.5O万,2022年,2022.08,O.99万公里,北京奔驰,合资,40.73,插电式混合动力,9挡手自一体,4门5座三厢车,三年不限公里,150,0次
奔驰A级 2022款 改款 A 200 L 运动轿车时尚型,北京,17.28万,2022年,2021.12,O.64万公里,北京奔驰,合资,25.44,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,1次
奔驰GLC 2022款 GLC 300 L 4MATIC 动感型臻藏版,北京,37.6O万,2022年,2022.03,1.77万公里,北京奔驰,合资,45.48,汽油,9挡手自一体,5门5座SUV,三年不限公里,190,1次
奔驰C级 2021款 C 200 L 时尚型运动版,北京,21.82万,2021年,2020.09,4.9万公里,北京奔驰,合资,31.98,汽油,9挡手自一体,4门5座三厢车,三年不限公里,115,0次
北京BJ40 2021款 2.0D 自动四驱刀锋英雄版侠客型,北京,15.63万,2021年,2021.03,3.68万公里,北京越野,国产,19.49,柴油,8挡手自一体,4门5座SUV,三年或10万公里,120,2次
奔驰A级 2020款 改款 A 180 L 运动轿车特殊配置,北京,14.38万,2020年,2020.05,5.66万公里,北京奔驰,进口,23.28,汽油,7挡双离合,4门5座三厢车,三年不限公里,100,1次
奔驰GLC 2020款 改款 GLC 260 L 4MATIC 动感型,北京,29.58万,2020年,2020.03,5.28万公里,北京奔驰,合资,39.48,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰GLC 2020款 改款 GLC 260 L 4MATIC 动感型,北京,3O.18万,2020年,2020.03,2.86万公里,北京奔驰,合资,39.48,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰E级 2020款 改款 E 300 L 时尚型,北京,33.88万,2021年,2020.03,1O.28万公里,北京奔驰,合资,46.58,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,0次
奔驰C级 2021款 C 260 L 运动星耀臻藏版,北京,25.7O万,2022年,2020.09,1.42万公里,北京奔驰,合资,35.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰GLB 2021款 GLB 200 时尚型,北京,2O.33万,2021年,2020.1,6.86万公里,北京奔驰,合资,32.88,汽油,7挡湿式双离合,5门7座SUV,三年不限公里,120,0次
奔驰C级 2019款 改款 C 260 L 运动版,北京,21.5O万,2019年,2019.03,2.59万公里,北京奔驰,合资,34.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰A级 2021款 A 200 L 运动轿车时尚型,北京,17.28万,2021年,2021.01,3.16万公里,北京奔驰,合资,26.48,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,0次
奔驰C级 2022款 C 200 L 运动版,北京,25.85万,2022年,2021.08,1.69万公里,北京奔驰,合资,32.52,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,125,0次
奔驰E级 2022款 E 300 L 时尚型,北京,38.7O万,2021年,2021.1,7.71万公里,北京奔驰,合资,47.99,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,0次
现代 菲斯塔纯电动 2020款 GLX智捷版,北京,9.O3万,2020年,2020.02,7.O8万公里,北京现代,合资,18.88,纯电动,电动车单速变速箱,4门5座三厢车,三年或12万公里,135,1次
奔驰C级 2021款 C 200 L 时尚型运动版,北京,22.8O万,2021年,2020.09,4.24万公里,北京奔驰,合资,31.98,汽油,9挡手自一体,4门5座三厢车,三年不限公里,115,0次
奔驰C级 2021款 C 260 星耀臻藏版,北京,21.87万,2021年,2020.09,3.9万公里,北京奔驰,合资,31.88,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,北京,31.68万,2021年,2020.11,3.43万公里,北京奔驰,合资,42.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰GLB 2022款 改款二 GLB 200 时尚型,北京,23.85万,2022年,2022.03,1.O1万公里,北京奔驰,合资,31.09,汽油,7挡湿式双离合,5门7座SUV,三年不限公里,120,2次
北京BJ40 2019款 PLUS 2.3T 自动四驱尊享版 国VI,北京,9.98万,2019年,2019.07,5.13万公里,北京越野,国产,18.49,汽油,6挡手自一体,4门5座SUV,三年或10万公里,170,0次
奔驰GLB 2021款 GLB 200 动感型,北京,17.29万,2020年,2020.1,4.13万公里,北京奔驰,合资,31.88,汽油,7挡湿式双离合,5门5座SUV,三年不限公里,120,0次
奔驰A级 2021款 A 200 L 运动轿车时尚型,北京,16.64万,2021年,2021.01,1.55万公里,北京奔驰,合资,26.48,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,0次
现代 昂希诺纯电动 2020款 TOP悦享版,北京,8.O3万,2020年,2019.11,5.4万公里,北京现代,合资,19.88,纯电动,,5门5座SUV,五年或10万公里,150,1次
奔驰C级 2022款 C 200 L 运动版,北京,25.7O万,2022年,2021.08,3.38万公里,北京奔驰,合资,32.52,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,125,0次
北京BJ40 2019款 2.3T 自动四驱环塔冠军版 国VI,北京,12.65万,2019年,2019.07,4.46万公里,北京越野,国产,20.49,汽油,6挡手自一体,4门5座SUV,三年或10万公里,170,0次
奔驰E级 2020款 改款 E 300 L 殊享版,北京,35.3O万,2020年,2020.03,8.97万公里,北京奔驰,合资,49.98,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,0次
奔驰E级新能源 2022款 改款 E 350 e L 插电式混合动力运动轿车,北京,36.5O万,2022年,2021.12,2.44万公里,北京奔驰,合资,51.83,插电式混合动力,9挡手自一体,4门5座三厢车,三年不限公里,155,0次
北京BJ40 2021款 2.0D 自动四驱刀锋英雄版先锋型,北京,14.2O万,2021年,2021.03,1.94万公里,北京越野,国产,18.49,柴油,8挡手自一体,4门5座SUV,三年或10万公里,120,0次
奔驰EQC 2020款 EQC 350 4MATIC,北京,18.8O万,2020年,2020.06,3.98万公里,北京奔驰,合资,49.98,纯电动,电动车单速变速箱,5门5座SUV,三年不限公里,210,2次
奔驰GLC 2020款 改款 GLC 300 L 4MATIC 豪华型,北京,3O.8O万,2020年,2020.03,6.39万公里,北京奔驰,合资,49.38,汽油,9挡手自一体,5门5座SUV,三年不限公里,190,6次
奔驰E级 2022款 E 300 L 运动豪华型,北京,41.OO万,2022年,2021.1,5.48万公里,北京奔驰,合资,49.89,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,0次
奔驰GLB 2021款 GLB 200 动感型,北京,22.4O万,2021年,2020.1,4.17万公里,北京奔驰,合资,31.88,汽油,7挡湿式双离合,5门5座SUV,三年不限公里,120,0次
奔驰A级 2022款 A 200 L 运动轿车动感型,北京,17.33万,2022年,2021.1,2万公里,北京奔驰,合资,25.18,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,0次
奔驰GLB 2020款 GLB 200 动感型,北京,18.63万,2020年,2019.11,12.29万公里,北京奔驰,合资,31.48,汽油,7挡双离合,5门5座SUV,三年不限公里,120,1次
奔驰C级 2020款 改款 C 200 L 时尚型,北京,21.98万,2020年,2020.03,4.31万公里,北京奔驰,合资,31.58,汽油,9挡手自一体,4门5座三厢车,三年不限公里,115,0次
奔驰E级 2021款 E 260 L,北京,3O.68万,2021年,2020.09,6.24万公里,北京奔驰,合资,43.08,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,9次
奔驰A级 2020款 改款 A 200 L 运动轿车时尚型,北京,16.99万,2020年,2020.04,O.88万公里,北京奔驰,合资,26.48,汽油,7挡双离合,4门5座三厢车,三年不限公里,120,0次
北京BJ40 2020款 2.0T 自动四驱城市猎人版侠客型,北京,14.O1万,2021年,2020.05,2.83万公里,北京越野,国产,17.98,汽油,8挡手自一体,4门5座SUV,三年或10万公里,165,0次
奔驰E级新能源 2022款 改款 E 350 e L 插电式混合动力轿车,北京,37.O3万,2022年,2021.12,3.27万公里,北京奔驰,合资,51.83,插电式混合动力,9挡手自一体,4门5座三厢车,三年不限公里,155,1次
奔驰GLA 2022款 改款二 GLA 200,北京,19.88万,2023年,2022.05,1.96万公里,北京奔驰,合资,28.39,汽油,7挡湿式双离合,5门5座SUV,三年不限公里,120,1次
奔驰E级 2021款 改款 E 300 L 时尚型,北京,39.OO万,2021年,2021.03,6.88万公里,北京奔驰,合资,47.99,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,1次
奔驰C级 2022款 改款 C 260 L 运动版,北京,29.5O万,2023年,2022.02,1.84万公里,北京奔驰,合资,34.94,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,1次
奔驰GLB 2021款 GLB 200 动感型,北京,21.43万,2021年,2020.1,3.O5万公里,北京奔驰,合资,31.88,汽油,7挡湿式双离合,5门5座SUV,三年不限公里,120,0次
奔驰GLA 2022款 GLA 220,北京,22.3O万,2022年,2022.05,1.9万公里,北京奔驰,合资,30.9,汽油,8挡湿式双离合,5门5座SUV,三年不限公里,140,0次
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,北京,3O.6O万,2020年,2020.11,7.39万公里,北京奔驰,合资,42.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰GLA 2020款 GLA 180,北京,17.98万,2022年,,1.58万公里,北京奔驰,合资,27.68,汽油,7挡双离合,5门5座SUV,三年不限公里,100,0次
奔驰E级 2022款 改款三 E 300 L 豪华型,北京,45.98万,2022年,2022.06,1.69万公里,北京奔驰,合资,50.15,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,0次
奔驰C级 2022款 C 260 L,北京,26.98万,2021年,2021.08,3.93万公里,北京奔驰,合资,35.12,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,0次
北京BJ40 2019款 PLUS 2.3T 自动四驱尊享版 国VI,北京,1O.14万,2019年,2019.07,4.26万公里,北京越野,国产,18.49,汽油,6挡手自一体,4门5座SUV,三年或10万公里,170,1次
奔驰GLC 2022款 改款三 GLC 260 L 4MATIC 动感型,北京,35.3O万,2022年,2022.03,3.45万公里,北京奔驰,合资,40.63,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,1次
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,北京,31.1O万,2020年,2020.11,4万公里,北京奔驰,合资,42.98,汽油,9挡手自一体,5门5座SUV,三年不限公里,145,0次
奔驰E级 2020款 改款 E 300 L 殊享版,北京,36.O1万,2020年,2020.03,8.59万公里,北京奔驰,合资,49.98,汽油,9挡手自一体,4门5座三厢车,三年不限公里,190,1次
奔驰A级 2022款 改款三 A 200 L 运动轿车时尚型,北京,18.9O万,2023年,2022.09,O.76万公里,北京奔驰,进口,26.48,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,120,0次
奔驰A级 2020款 改款 A 180 L,北京,14.68万,2020年,2020.04,2.35万公里,北京奔驰,合资,21.18,汽油,7挡双离合,4门5座三厢车,三年不限公里,100,0次
奔驰A级 2021款 改款 A 180 L 运动轿车,北京,15.6O万,2021年,2021.04,3.21万公里,北京奔驰,合资,23.28,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,100,1次
奔驰A级 2022款 A 180 L 运动轿车,北京,17.O8万,2023年,2021.1,O.94万公里,北京奔驰,合资,23.48,汽油,7挡湿式双离合,4门5座三厢车,三年不限公里,100,0次
奔驰A级 2020款 改款 A 200 L 运动轿车时尚型,北京,16.38万,2021年,2020.04,6.89万公里,北京奔驰,合资,26.48,汽油,7挡双离合,4门5座三厢车,三年不限公里,120,2次
奔驰GLB 2020款 GLB 200 时尚型,北京,19.85万,2020年,2019.11,5.91万公里,北京奔驰,合资,32.68,汽油,7挡双离合,5门7座SUV,三年不限公里,120,1次
奔驰C级 2022款 C 260 L 运动版,北京,28.14万,2022年,2021.08,2.84万公里,北京奔驰,合资,35.12,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,2次
奔驰C级 2022款 C 260 L 运动版,北京,28.28万,2021年,2021.08,3.27万公里,北京奔驰,合资,35.12,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,150,3次
奔驰C级 2021款 C 260 L 运动星耀臻藏版,北京,26.68万,2020年,2020.09,3.O4万公里,北京奔驰,合资,35.68,汽油+48V轻混系统,9挡手自一体,4门5座三厢车,三年不限公里,135,0次
