评论,fenci,情感分类,主题概率,主题类型
电池不错，续航时间比较长；带操作系统，对于上网小本来说，功能足够了。,电池 不错 续航 时间 操作系统 上网 本来 功能 足够,pos,"[(4, 0.60489917), (7, 0.309375)]",4
东西不错，外观设计的好，做工精美，质量可靠，京东的送货速度很快！,东西 不错 外观设计 做工 精美 质量 可靠 京东 送货 速度 很快,pos,"[(1, 0.06668793), (4, 0.5170621), (6, 0.16888854), (9, 0.18783438)]",4
今天刚收到未用 应该不错 先不枉下评价等用一段时间再给发表使用情况、心得体验给大家提供参考,收到 不错 先不枉下 评价 等用 一段时间 发表 情况 心得 体验 提供 参考,pos,"[(0, 0.11717169), (4, 0.75891155), (7, 0.063381635)]",4
就是冲着电池性能去的，看电影大概能用到5小时以上，用节电模式应该还能再长。机器整体做工不错，键盘用着很舒服。,冲着 电池 性能 电影 用到 小时 节电 模式 机器 整体 做工 不错 键盘 舒服,pos,"[(1, 0.5433241), (7, 0.19439773), (10, 0.20987898)]",1
小本本里面算是比较合理的，赶上特价，心里舒服！！京东购物还是比较愉快的！,本本 算是 赶上 特价 舒服 京东 购物 愉快,pos,"[(3, 0.6167796), (13, 0.28794226)]",3
电池强悍，但也不像传说中的9个小时，实际估计6小时左右；外观精致,电池 强悍 小时 估计 小时 外观 精致,pos,"[(1, 0.883896)]",1
低电状态还能用1个半小时，这款机器太强了，样子也很好看，赶上促销2899拿下，感觉很超值,状态 半小时 机器 样子 好看 赶上 促销 拿下 感觉 超值,pos,"[(13, 0.91554594)]",13
电池果然是待机九个小时以上的，使用七个小时左右。难得。,电池 待机 九个 小时 七个 小时,pos,"[(0, 0.010207013), (1, 0.010207036), (2, 0.010206997), (3, 0.010207026), (4, 0.010207006), (5, 0.010207009), (6, 0.01020701), (7, 0.8673088), (8, 0.010206999), (9, 0.0102070095), (10, 0.010207013), (11, 0.01020701), (12, 0.010207005), (13, 0.010207016)]",7
小巧，电池强劲。720的电影都能正常观看。不玩大型3游戏的话。日常应用足够了。送货速度很快。,小巧 电池 强劲 电影 观看 大型 游戏 日常 足够 送货 速度 很快,pos,"[(11, 0.9285526)]",11
做功不错；比较轻便。音量比我的61响亮多了，音质很好。其它重量啊、容易沾指纹啊，不是什么问题。,做功 不错 轻便 音量 响亮 音质 重量 指纹,pos,"[(13, 0.896762)]",13
轻巧，电池强劲，键盘尺寸够大，打字不吃力，性能够用，性能不错，摄像头比较垃圾,轻巧 电池 强劲 键盘 尺寸 打字 吃力 性能 不错 摄像头 垃圾,pos,"[(10, 0.73218066), (13, 0.19635096)]",10
工艺设计和做工都不错，电池、无线、散热出色， 280性能超出我的预期，一般应用足够。华硕品质可以的，值得为此多花几百块。,工艺 设计 做工 不错 电池 无线 散热 出色 性能 超出 预期 足够 华硕 品质 值得 几百块,pos,"[(4, 0.87434053), (10, 0.07521751)]",4
投诉内容： 2009-5-22收到一张发票号码：02840189(上面写着订单号：4491950）金额为：8591元，但是实际上4月9号订单号：4491950 金额应该是：11808元，这样的财务水准是不是有点问题？？？？？？？？？？现在汇款（货款）金额与发票金额不符财务没用办法入账？？？？？？？？？？？？？,投诉 内容 收到 一张 发票 号码 订单号 金额 实际上 订单号 金额 财务 水准 汇款 货款 金额 发票 金额 不符 财务 没用 办法 入账,pos,"[(13, 0.9612769)]",13
小巧玲珑，适合某些场合使用。至于网友说容易留指纹，确实是，但是擦一下就可以了。2990的价格确实低啊，性价比不错。至于重量，还吧，关键是电池重而已。,小巧玲珑 适合 场合 网友 指纹 确实 价格 确实 性价比 不错 重量 关键 电池,pos,"[(4, 0.18010868), (11, 0.7586427)]",11
不用烤漆的好了。这次发货很快，25日上午下的单，26日上午就收到货了。很满意,不用 烤漆 发货 很快 上午 上午 收到 满意,pos,"[(4, 0.17961106), (9, 0.72514373)]",9
外观漂亮，电池比较耐用，硬盘很安静（的，比90的好）,外观 漂亮 电池 耐用 硬盘 安静,pos,"[(0, 0.010206453), (1, 0.010206545), (2, 0.010206408), (3, 0.010206538), (4, 0.010206436), (5, 0.010206418), (6, 0.010206408), (7, 0.010206449), (8, 0.010206419), (9, 0.010206452), (10, 0.010206415), (11, 0.8673162), (12, 0.010206441), (13, 0.010206436)]",11
280比270提升不少，但最重要的是电池续航时间真的很长，上网、看电影7小时没问题，一个字，爽！！！,提升 电池 续航 时间 真的 上网 电影 小时,pos,"[(10, 0.71204), (13, 0.19271313)]",10
强于270的速度，比较出众的持续使用时间，不错的键盘大小和手感。,强于 速度 出众 持续 时间 不错 键盘 大小 手感,pos,"[(1, 0.33568972), (6, 0.21207644), (13, 0.37360516)]",13
昨天到手的 该有的都有 平时上上网用 5便宜了200块买的 满实惠的 不用和人讨价还价拉 就是京东颜色多点就好拉 等了很久都没出粉的 自带正版很好！,昨天 到手 平时 上上网 便宜 实惠 不用 讨价还价 京东 颜色 多点 很久 没出 自带 正版,pos,"[(10, 0.8123431), (13, 0.13405916)]",10
一下子买了2台，同事一台自己一台。。。总体感觉还不错。。电池耐用，屏幕好，键盘好用。,一下子 同事 一台 一台 总体 感觉 不错 电池 耐用 屏幕 键盘,pos,"[(3, 0.9225968)]",3
送货快算是个优点吧，我是第一次在京东上买东西，感觉像受骗了一样。京东还号称搞活动返券，结果返了150也不能用，提示说只能消费三千才能用这150；像上了贼船一样。,送货 算是 优点 第一次 京东 上买 东西 感觉 受骗 京东 号称 活动 返券 提示 只能 消费 三千 上了贼船,pos,"[(2, 0.95109946)]",2
刚到手还没用，就进不了系统，硬盘有嘎吱响，硬盘肯定震坏了或者怎么的，然后就又要发回去退货，然后再去别的地方拿了一台，哎，郁闷,到手 没用 进不了 系统 硬盘 嘎吱 硬盘 肯定 震坏 发回去 退货 地方 一台 郁闷,pos,"[(0, 0.10082457), (13, 0.84198093)]",13
外观很棒，全黑的质感我喜欢。,外观 很棒 全黑 质感 喜欢,pos,"[(0, 0.011908398), (1, 0.19099994), (2, 0.011908392), (3, 0.011908435), (4, 0.011908415), (5, 0.011908385), (6, 0.011908456), (7, 0.011908387), (8, 0.011908451), (9, 0.011908409), (10, 0.011908398), (11, 0.666099), (12, 0.011908437), (13, 0.011908433)]",11
机器比较实用，外观也不错~~很实用！很喜欢，京东快递很及时，很满意。,机器 实用 外观 不错 实用 喜欢 京东 快递 满意,pos,"[(4, 0.907141)]",4
对比了的那款和这款，最后看中了宏?的三年质保。,那款 这款 看中 三年 质保,pos,"[(0, 0.22583559), (1, 0.011929456), (2, 0.011929393), (3, 0.011929462), (4, 0.3482539), (5, 0.011929585), (6, 0.011929509), (7, 0.011929614), (8, 0.0119295595), (9, 0.29468593), (10, 0.011929495), (11, 0.011929604), (12, 0.0119295055), (13, 0.011929404)]",4
屏幕  很薄,屏幕,pos,"[(0, 0.035714824), (1, 0.03571479), (2, 0.03571479), (3, 0.035714764), (4, 0.035714816), (5, 0.035714723), (6, 0.035714738), (7, 0.03571472), (8, 0.5357079), (9, 0.035714798), (10, 0.035714857), (11, 0.035714746), (12, 0.035714764), (13, 0.035714734)]",8
外观很好很精致，电池续航时间很长，买回来一直在装软件、上网更新，四个多钟头了电池显示还有百分之三十多。另外这一款包装箱里面也带有一个“内胆包”的，不过很薄很简陋，就跟一个薄布袋子差不多。,外观 很好 精致 电池 续航 时间 买回来 软件 上网 更新 四个 钟头 电池 显示 百分之三十 一款 包装箱 带有 内胆 很薄 简陋 布袋子,pos,"[(9, 0.9595957)]",9
外观很好看，样子小巧，键盘没有想象中的小，用起来很舒服，很适合女孩子用.,外观 好看 样子 小巧 键盘 想象 舒服 适合 女孩子,pos,"[(1, 0.6696598), (12, 0.24461387)]",1
做工不错，性能比想象中的要好，刚刚用，正在研究三星自带软件的功能。,做工 不错 性能比 想象 刚刚 研究 三星 自带 软件 功能,pos,"[(4, 0.5051807), (8, 0.41683927)]",4
国际品牌，设计紧密，手感也不错，速度也很快，电池使用时间在5-6个小时，特别是我问了维修站，2009年1月出厂的机器都是保修2年了，电池1年。,国际品牌 设计 紧密 手感 不错 速度 很快 电池 时间 小时 特别 维修站 出厂 机器 保修 电池,pos,"[(3, 0.94533765)]",3
1.虽然小，但是我这个大手用起来还行，键盘的手感可以媲美了。,手用 键盘 手感 媲美,pos,"[(0, 0.014335157), (1, 0.014335272), (2, 0.014335103), (3, 0.0143351555), (4, 0.014335189), (5, 0.014335103), (6, 0.014335196), (7, 0.014335169), (8, 0.014335269), (9, 0.014335132), (10, 0.014335151), (11, 0.01433513), (12, 0.014335166), (13, 0.8136428)]",13
隐藏分区占的少，而且可以格式化。,隐藏 分区 格式化,pos,"[(0, 0.017872201), (1, 0.017872302), (2, 0.017872134), (3, 0.017872134), (4, 0.01787216), (5, 0.017872173), (6, 0.017872201), (7, 0.767661), (8, 0.017872168), (9, 0.017872171), (10, 0.017872207), (11, 0.01787228), (12, 0.01787216), (13, 0.017872697)]",7
最大特点当然是小巧，三星的作工不用多说。键盘的手感相当好，外放音量不是很大，高音有点小尖低音不足，如果环境不是太吵闹可以应付正常使用。开机运行状况下很安静，厉害。,小巧 三星 作工 不用 键盘 手感 外放 音量 很大 高音 小尖 低音 环境 吵闹 应付 开机 运行状况 安静 厉害,pos,"[(11, 0.953538)]",11
小巧，键盘好大，我相当喜欢。系统也很不错。以后我还会继续买你们的东西。,小巧 键盘 喜欢 系统 不错 东西,pos,"[(0, 0.0102042565), (1, 0.8673444), (2, 0.01020426), (3, 0.010204277), (4, 0.0102043245), (5, 0.010204266), (6, 0.010204303), (7, 0.010204256), (8, 0.01020427), (9, 0.010204275), (10, 0.0102042835), (11, 0.010204266), (12, 0.010204278), (13, 0.010204291)]",1
我用了2周多的时间，感觉最大的有点就是时间长，看片不卡。常用软件都，至于极品之类的游戏还是台式机比较好，别指望它能帮你。,时间 感觉 时间 不卡 常用软件 极品 游戏 台式机 指望,pos,"[(10, 0.90709877)]",10
非常安静，比原来那个5年前买的三星笔记本安静多了。,安静 年前 三星 笔记本 安静,pos,"[(0, 0.84516823), (1, 0.011910103), (2, 0.01191011), (3, 0.011910102), (4, 0.011910326), (5, 0.011910097), (6, 0.011910107), (7, 0.011910132), (8, 0.011910145), (9, 0.011910122), (10, 0.011910145), (11, 0.011910134), (12, 0.011910143), (13, 0.01191011)]",0
最大特点当然是小巧，三星的作工不用多说。键盘的手感相当好。开机运行状况下很安静，厉害。,小巧 三星 作工 不用 键盘 手感 开机 运行状况 安静 厉害,pos,"[(4, 0.28742918), (11, 0.63460773)]",11
价格实惠，外观也不错。 ,价格 实惠 外观 不错,pos,"[(0, 0.014285948), (1, 0.014285964), (2, 0.014285921), (3, 0.014285931), (4, 0.8142827), (5, 0.0142859155), (6, 0.01428596), (7, 0.01428593), (8, 0.014285939), (9, 0.014285953), (10, 0.014285926), (11, 0.014285945), (12, 0.014285949), (13, 0.014286061)]",4
我自己用的可以煮鸡蛋的。身边很多朋友都用东芝，耐造、散热好，很多优点。,鸡蛋 身边 朋友 东芝 耐造 散热 优点,pos,"[(1, 0.8838393)]",1
大品牌，,品牌,pos,"[(0, 0.035715837), (1, 0.035715424), (2, 0.03571543), (3, 0.035715442), (4, 0.03571548), (5, 0.035715412), (6, 0.035715517), (7, 0.03571547), (8, 0.03571564), (9, 0.03571558), (10, 0.5356985), (11, 0.035715397), (12, 0.035715453), (13, 0.035715453)]",10
品牌机优势，性价比还可以吧，到目前为至运行还算稳定，可进行并不复杂图形处理。,品牌机 优势 性价比 为至 运行 稳定 图形处理,pos,"[(1, 0.88384163)]",1
外观简洁大方,外观 简洁 大方,pos,"[(0, 0.017858395), (1, 0.017858373), (2, 0.017858364), (3, 0.017858362), (4, 0.017858366), (5, 0.017858345), (6, 0.017858393), (7, 0.01785838), (8, 0.76784116), (9, 0.017858401), (10, 0.017858353), (11, 0.017858393), (12, 0.017858388), (13, 0.01785835)]",8
说明书很详细，恢复系统、隐藏分区之类的写得都很明白，外形漂亮，用了一周多了没有发现什么问题，值得购买,说明书 详细 恢复 系统 隐藏 分区 明白 外形 漂亮 一周 发现 值得 购买,pos,"[(4, 0.10701225), (13, 0.8317279)]",13
外观简洁漂亮、重量也比较轻，配置的话，就大学生而言绝对够用了。,外观 简洁 漂亮 重量 配置 大学生 够用,pos,"[(8, 0.4785815), (11, 0.41422945)]",8
配置较高，没什么噪声，运行时很安静，散热好，刻录，加装上一条1内存，速度很不错,配置 没什么 噪声 运行 安静 散热 刻录 加装 一条 内存 速度 不错,pos,"[(4, 0.9285231)]",4
外观好看，适合女生的本.做工扎实，屏幕绚丽，立体声喇叭音质好，整机发热量低，散热较好.运行时声音小。,外观 好看 适合 女生 做工 扎实 屏幕 绚丽 立体声 喇叭 音质 整机 发热量 散热 运行 声音,pos,"[(8, 0.94536006)]",8
"散热做得很好，屏幕效果绚丽没有坏点，杜比环绕效果也很好,性价比高，配置不错.",散热 屏幕 效果 绚丽 坏点 杜比 环绕 效果 性价比 配置 不错,pos,"[(8, 0.92260987)]",8
散热做得很好，屏幕效果绚丽没有坏点，杜比环绕效果也很好。加了3内存速度要快很多，。功能键非常实用，接口也挺丰富。。,散热 屏幕 效果 绚丽 坏点 杜比 环绕 效果 内存 速度 功能键 实用 接口,pos,"[(8, 0.9336579)]",8
喇叭是杜比的音效，听朋友说东芝喇叭是笔记本里最好的。买回来一听果然不错,喇叭 杜比 音效 朋友 东芝 喇叭 笔记本 买回来 不错,pos,"[(4, 0.8011903), (9, 0.1130648)]",4
3788入手，运气好。外观好看，做工很扎实，屏幕绚丽，立体声喇叭音质超好，整机发热量低，运行时声音小。,入手 运气 外观 好看 做工 扎实 屏幕 绚丽 立体声 喇叭 音质 超好 整机 发热量 运行 声音,pos,"[(1, 0.28628615), (8, 0.66325307)]",8
做工还可以，外观也不错！操作起来（我主要只是用来办公）速度也不慢。,做工 外观 不错 操作 办公 速度 不慢,pos,"[(3, 0.46753657), (12, 0.42524567)]",3
散热做得很好，屏幕效果绚丽没有坏点，杜比环绕效果也很好。换了+3内存、打开速度相当流畅。功能键非常实用，接口也挺丰富。。,散热 屏幕 效果 绚丽 坏点 杜比 环绕 效果 内存 打开 速度 流畅 功能键 实用 接口,pos,"[(8, 0.9419513)]",8
这个价位上配置加品牌没有更值得了。机器比较起来外观比较时尚也比较薄，功能也满足大多数需求,价位 配置 品牌 值得 机器 外观 时尚 功能 需求,pos,"[(0, 0.90713364)]",0
还对得起这个价钱，即使跟神舟比。自己花169升级成了3Ｇ内存，加上Ｔ４２００，再加上，现在比较完美。,对得起 价钱 神舟 升级成 内存 完美,pos,"[(0, 0.010218407), (1, 0.010218374), (2, 0.01021839), (3, 0.378223), (4, 0.010218426), (5, 0.01021843), (6, 0.010218364), (7, 0.0102183595), (8, 0.49915618), (9, 0.01021837), (10, 0.010218428), (11, 0.01021839), (12, 0.010218466), (13, 0.010218428)]",8
