评论,fenci,情感分类,主题概率,主题类型
价格要是能再低点就更好了！京东应该多搞特价活动!快递的服务态度不是很好,价格 低点 更好 京东 特价 活动 快递 服务态度,neg,"[(6, 0.74069923), (10, 0.1666569)]",6
只分了两个区，菜鸟不会自己分，要多一个区就好了,只分 两个 菜鸟,neg,"[(0, 0.020854952), (1, 0.020854598), (2, 0.42951706), (3, 0.020854712), (4, 0.020854888), (5, 0.020854784), (6, 0.020854639), (7, 0.020855246), (8, 0.020854956), (9, 0.020855343), (10, 0.36193427), (11, 0.020854572)]",2
硬件质量不行，老黑屏，现在硬盘都找不到了，刚好今天是签收的第七天！,硬件 质量 不行 黑屏 硬盘 不到 签收 第七天,neg,"[(10, 0.8980918)]",10
不足之处有两个：,不足之处 两个,neg,"[(0, 0.027820071), (1, 0.027820285), (2, 0.22486605), (3, 0.027820071), (4, 0.02782079), (5, 0.027820071), (6, 0.027820168), (7, 0.027820302), (8, 0.027820455), (9, 0.49693075), (10, 0.02782085), (11, 0.027820172)]",9
操作系统安装得太弱智了！,操作系统 安装 弱智,neg,"[(0, 0.02083832), (1, 0.77077466), (2, 0.020838471), (3, 0.020838311), (4, 0.020839198), (5, 0.020839743), (6, 0.02083918), (7, 0.020838361), (8, 0.020838365), (9, 0.020838268), (10, 0.020838307), (11, 0.020838762)]",1
面板容易有指纹痕迹，内存扩容后必须升级才能显示2而说明书上无介绍,面板 指纹 痕迹 内存 扩容 升级 显示 说明书 介绍,neg,"[(4, 0.90828204)]",4
机器发热略大，比较厚重。。。另外难以忍受的是快递比平邮还慢，东西周一发出，经过漫长的1周后，终于从广州爬到深圳（2小时的路程），这乌龟中邮物流。以前圆通周一买，周二就可以到的，我现在都不敢在京东买东西,机器 发热 厚重 难以忍受 快递 平邮 东西 周一 发出 漫长 周后 终于 广州 深圳 小时 路程 乌龟 中邮 物流 圆通 周一 周二 京东 东西,neg,"[(2, 0.9632952)]",2
测试软件显示二极管发热大，开机不久即于62度左右徘徊。,测试软件 显示 二极管 发热 开机 即于 徘徊,neg,"[(0, 0.010446983), (1, 0.010446954), (2, 0.0104472805), (3, 0.010446924), (4, 0.010447077), (5, 0.010446893), (6, 0.8850824), (7, 0.010446968), (8, 0.010447072), (9, 0.010446978), (10, 0.010446918), (11, 0.010447536)]",6
第一，一插入无线上网卡（接口）就自动关机；第二，待机时间没有宣称的那么长久；第三，比较容易沾手印。,第一 插入 无线 上网卡 接口 自动关机 待机时间 宣称 长久 第三 手印,neg,"[(9, 0.9235068)]",9
刚取回家，装完系统、驱动，其它的能用。朋友拷了几部电影，装上暴风影音，打开电影，一两分钟之后死机，关机再来，几秒钟之后又死机。重装一个播放器还是一样。再后来重装系统驱动，看电影依然如故，还是死机。,回家 装完 系统 驱动 能用 朋友 几部 电影 暴风 影音 打开 电影 一两分钟 死机 关机 几秒钟 死机 重装 播放器 重装系统 驱动 电影 依然如故 死机,neg,"[(8, 0.9632909)]",8
不是质量问题，是上网本的共同特点，那就是字体小、屏幕小看时间长特别费眼睛。用来听音乐、看片子、发邮件、写东西、个人账务管理还可以，不能用来办公（太伤眼睛）,质量 上网 字体 屏幕 小看 时间 特别 眼睛 音乐 片子 发邮件 东西 账务 管理 办公 太伤 眼睛,neg,"[(2, 0.084235065), (9, 0.86942434)]",9
指纹收集器，外壳工艺较差、偏软，发热量较大。人品不好，发现1个暗点，都没地哭去。。。你索性3个点吧，我倒是能换机器啦，郁闷,指纹 收集器 外壳 工艺 较差 偏软 发热量 较大 人品 不好 发现 暗点 没地 索性 能换 机器 郁闷,neg,"[(6, 0.94897294)]",6
性能比想象中的差了点，网上看电影时风扇转个不停，感觉运行能力有点吃力。,性能比 想象 网上 电影 风扇 不停 感觉 运行 能力 吃力,neg,"[(6, 0.9166054)]",6
6月5号收到一张发票号码：10342543（金额为3217元）属于订单号：4491950 但是今天财务拿到税务局没法通过认证（密码区有一行字不清楚）真不知道你们公司的开票员干啥吃的！！！！！！,收到 一张 发票 号码 金额 订单号 财务 拿到 税务局 没法 认证 密码 一行 真不知道 公司 开票,neg,"[(8, 0.9459812)]",8
第一台到手硬盘和屏幕就是坏的，质量不稳定，不知是华硕的问题还是物流的问题？！,第一台 到手 硬盘 屏幕 质量 稳定 不知 华硕 物流,neg,"[(2, 0.6860064), (8, 0.23063923)]",2
"容易留指纹,应该买白色的,键盘松松的,与底部不够密贴,分区是两个不过大小太不合理了,盘居然分成70,上网本完全没必要这么大,个人认为最多15就可以啦!",指纹 白色 键盘 松松 底部 密贴 分区 两个 大小 不合理 分成 上网 最多,neg,"[(2, 0.12907398), (6, 0.8112779)]",6
屏幕周围的边儿有点松垮。持续使用，机器还是有些热。触摸板下面的按键手感不好。面容易沾指纹，需要经常擦。携带重量还是比较大，当然，跟大容量电池不无关系。,屏幕 边儿 松垮 持续 机器 触摸板 按键 手感 不好 指纹 携带 重量 大容量 电池 不无关系,neg,"[(8, 0.94265604)]",8
钢琴烤漆很容易留指纹印，并且进入不了系统，开机时声音很大，已经发回去换一个回来，希望京东能快点帮我发回来，虽然第一次在京东买东西就碰到这么倒霉运，但还是相信京东，并且希望你们做得更好。,钢琴 烤漆 指纹 系统 开机 声音 很大 发回去 回来 希望 京东 快点 回来 第一次 京东 东西 碰到 倒霉 京东 希望 更好,neg,"[(2, 0.18760094), (4, 0.77449745)]",4
1、笔记本底部4个胶垫不平，打字总是左右晃动。,笔记本 底部 胶垫 不平 打字 晃动,neg,"[(0, 0.011917119), (1, 0.01191705), (2, 0.011918131), (3, 0.011917498), (4, 0.011917207), (5, 0.011917251), (6, 0.011917099), (7, 0.011917314), (8, 0.011917108), (9, 0.011917151), (10, 0.8689099), (11, 0.011917191)]",10
1电池没有想象的好 冲满显示7小时多 有点郁闷啊 ,电池 想象 冲满 显示 小时 郁闷,neg,"[(0, 0.011910175), (1, 0.011909956), (2, 0.011909929), (3, 0.011909989), (4, 0.8689882), (5, 0.011910116), (6, 0.011910752), (7, 0.011910064), (8, 0.011910085), (9, 0.01191003), (10, 0.011910218), (11, 0.011910499)]",4
4月30日下午下的单，五一节期间快递不送货，今天才收到，过个节过得亏大了！,下午 五一节 期间 快递 送货 收到 过个节,neg,"[(0, 0.010434687), (1, 0.010434686), (2, 0.010434767), (3, 0.3408585), (4, 0.010435414), (5, 0.01043475), (6, 0.010434889), (7, 0.010435211), (8, 0.43084687), (9, 0.010434752), (10, 0.010434748), (11, 0.13438077)]",8
指示灯不明显，没有大小写指示灯，没有蓝牙指示灯，自带摄像头成像效果差,指示灯 大小写 指示灯 蓝牙 指示灯 自带 摄像头 成像 效果,neg,"[(5, 0.38887224), (7, 0.26376036), (10, 0.27233386)]",5
钢琴漆，整个一指纹收集器。,钢琴漆 指纹 收集器,neg,"[(0, 0.020835444), (1, 0.020835401), (2, 0.020835469), (3, 0.020835515), (4, 0.020835595), (5, 0.020835178), (6, 0.020835664), (7, 0.020835347), (8, 0.020835325), (9, 0.020835176), (10, 0.020835938), (11, 0.77080995)]",11
常常发生内存耗尽又释放不了，好像没有缓存一样，很笨重，样子也一般，散热还在右面，很郁闷。装了两次系统结果不能运行多个文件，电脑也不是很快，常常死机。已经重装了两次系统。太郁闷了。,发生 内存 耗尽 释放 好像 缓存 笨重 样子 散热 右面 郁闷 两次 系统 运行 多个 文件 电脑 很快 死机 重装 两次 系统 郁闷,neg,"[(4, 0.16803432), (8, 0.79721105)]",8
跑起来有点慢，要是就好了。250只有一个分区，真没法用。没带任何系统光盘和驱动，提不方便了。想自己分区改，上网查了一下，不是一般的麻烦，一直没敢动手。,分区 没法用 系统 光盘 驱动 分区 上网 麻烦 动手,neg,"[(6, 0.5716813), (8, 0.3449602)]",6
的处理器发热偏大，显卡好像不支持的半透明效果，效果大打折扣，本身性能也较低，要是有+的版本就完美了。,处理器 发热 显卡 好像 支持 半透明 效果 效果 大打折扣 性能 版本 完美,neg,"[(9, 0.5783965), (10, 0.3574528)]",9
分区弱智  预装很多垃圾 启动慢死 无恢复光盘 网上也没有恢复软件下载 发热量很大 左手基本一直再烘烤 触摸板手感差 比的小红点差很多 设置功能非常弱，不能硬件关闭不用的模块,分区 弱智 预装 垃圾 启动 慢死 恢复 光盘 网上 恢复 软件 下载 发热量 很大 左手 烘烤 触摸板 手感 小红点 设置 功能 硬件 关闭 不用 模块,neg,"[(1, 0.744813), (4, 0.22311601)]",1
用电池供电自动断电，２星期３次，不是个体问题，发现了很多，我们已经组织了一个群，准备联名向联想要个说法！与京东无关，京东我还是恨满意的！！,电池 供电 自动 断电 星期 个体 发现 组织 联名 联想 说法 京东 无关 京东 满意,neg,"[(2, 0.19961621), (10, 0.74823767)]",10
惠普预装的软件太多了，竟然有72个进程，又太垃圾了，是单核的，特效全关机子跑的还是有点慢，新上市的本本驱动又不多，想换只能先等等了！,惠普 预装 软件 进程 垃圾 单核 特效 关机 上市 本本 驱动 想换 只能,neg,"[(5, 0.28103405), (6, 0.65931624)]",6
购买的时候价格太高了，3500到手机，现在都跌了500多，真伤心！有时候反应会有点慢，总体还不错！,购买 价格 手机 伤心 有时候 总体 不错,neg,"[(0, 0.010423553), (1, 0.010423261), (2, 0.010423052), (3, 0.11880188), (4, 0.0104231), (5, 0.7769662), (6, 0.010423238), (7, 0.010423165), (8, 0.010423084), (9, 0.010423075), (10, 0.010423363), (11, 0.010423044)]",5
送货配送的服务实在是太差了。我的地址属于徐汇区，但货配送到徐汇区，他们却不送，非要闵行区的送货，这样来来回回的就折腾了2天，你说怎么回事啊？,送货 配送 服务 实在 地址 徐汇区 配送 徐汇区 闵行区 送货 来来回回 折腾 怎么回事,neg,"[(3, 0.21012878), (10, 0.73029417)]",10
价格稍微高了一点。,价格 稍微 一点,neg,"[(0, 0.02083468), (1, 0.020834716), (2, 0.02083528), (3, 0.7708106), (4, 0.020834772), (5, 0.02083524), (6, 0.020835917), (7, 0.02083784), (8, 0.020835437), (9, 0.020835016), (10, 0.020835541), (11, 0.020834956)]",3
用了半个月了，感觉就一个字：爽！做工好，价格低，配送快，没话说了，一个字：好！,半个 感觉 做工 价格低 配送 没话说,neg,"[(0, 0.011918918), (1, 0.011919081), (2, 0.86888695), (3, 0.011919213), (4, 0.011920331), (5, 0.01191911), (6, 0.011919643), (7, 0.011919009), (8, 0.011919058), (9, 0.011919161), (10, 0.011920092), (11, 0.011919414)]",2
端口少,端口,neg,"[(0, 0.04172694), (1, 0.04172694), (2, 0.04172694), (3, 0.04172694), (4, 0.04172694), (5, 0.04172694), (6, 0.041727692), (7, 0.04172694), (8, 0.041728616), (9, 0.04172694), (10, 0.04172694), (11, 0.54100126)]",11
重量还是有点重的，不像想象中的那么轻，不过放在背包里也感觉不到。比公司里的轻很多，比其他上网本还是要重一些的。,重量 想象 放在 背包 感觉 不到 公司 上网,neg,"[(6, 0.3595347), (8, 0.54775983)]",8
音箱感觉还不错，可以，就是没通过杜比认证，这心里还是没底啊！,音箱 感觉 不错 杜比 认证 没底,neg,"[(0, 0.011921338), (1, 0.011921366), (2, 0.011921378), (3, 0.14627235), (4, 0.011921449), (5, 0.011921554), (6, 0.011922057), (7, 0.73451155), (8, 0.011921554), (9, 0.011921611), (10, 0.011921708), (11, 0.011922089)]",7
外放音量不是很大，高音有点小尖低音不足，如果环境不是太吵闹可以应付正常使用,外放 音量 很大 高音 小尖 低音 环境 吵闹 应付,neg,"[(5, 0.14938855), (7, 0.76711756)]",7
"内存偏小！还得自己加！预装 系统运行的速度有点慢了!读光盘的时候,声音很大!要是送个包就好了!",内存 预装 系统 运行 速度 读光盘 声音 很大 个包,neg,"[(4, 0.80323917), (10, 0.11339742)]",4
赠送的系统慢就改装算了，内装的备份是用的就好了，应该再配一根电脑连接线就更理想了。,赠送 系统 改装 算了 内装 备份 是用 再配 一根 电脑 连接线 理想,neg,"[(9, 0.92940485)]",9
买给妹妹的  因为不在一起  不知道倒是是哪个芯片组的  要是45的就好了。。,妹妹 芯片组,neg,"[(0, 0.027806696), (1, 0.027806696), (2, 0.027806696), (3, 0.027806785), (4, 0.027807081), (5, 0.027806696), (6, 0.027807133), (7, 0.027807387), (8, 0.027806696), (9, 0.69412464), (10, 0.0278068), (11, 0.027806696)]",9
东芝第一次启动的过程真的是太冗长了。,东芝 第一次 启动 过程 真的 冗长,neg,"[(0, 0.011913229), (1, 0.01191319), (2, 0.8689539), (3, 0.011913247), (4, 0.011913495), (5, 0.011913354), (6, 0.0119130565), (7, 0.011913246), (8, 0.011913205), (9, 0.011913408), (10, 0.011913616), (11, 0.011913058)]",2
键盘很生硬，没有手感。,键盘 生硬 手感,neg,"[(0, 0.020838872), (1, 0.020838657), (2, 0.020838294), (3, 0.020838218), (4, 0.77077574), (5, 0.02083848), (6, 0.020838251), (7, 0.020839334), (8, 0.020838412), (9, 0.020838372), (10, 0.020838879), (11, 0.020838529)]",4
拿到盒子一看是40的，非常失望和恼火，怪不得京东不敢标芯片组了，还说和批次有关，买电脑搞得像抽奖一样，配置都不透明，要是事先知道是40的，绝对不会买的，有种受骗的感觉,拿到 盒子 失望 恼火 京东 芯片组 批次 电脑 抽奖 配置 透明 事先 有种 受骗 感觉,neg,"[(6, 0.9425664)]",6
"联想预装软件太多,比较烦躁",联想 预装 软件 烦躁,neg,"[(0, 0.01669644), (1, 0.016695231), (2, 0.01669543), (3, 0.01669538), (4, 0.016695365), (5, 0.5456372), (6, 0.016695587), (7, 0.016695507), (8, 0.016695574), (9, 0.28740785), (10, 0.016695244), (11, 0.016695235)]",5
键盘用起来觉得有点松，没有其他牌子感觉弹性那么好那么紧实。没有蓝牙是一大遗憾。,键盘 牌子 感觉 弹性 紧实 蓝牙 一大 遗憾,neg,"[(6, 0.8979376)]",6
显示屏塑料外壳边缘有损坏，是不是因为无店铺销售，所以提供的是等外品啊！,显示屏 塑料 外壳 边缘 损坏 店铺 销售 提供 等外品,neg,"[(3, 0.90827626)]",3
运气太差了，屏幕中央有个点。口只有两个少了点， 读卡器没有保护盖子，爱近灰尘。东芝的说明书，写的凌乱不易看懂啊,运气 屏幕 中央 有个 两个 读卡器 保护 盖子 灰尘 东芝 说明书 凌乱 不易,neg,"[(9, 0.9344735)]",9
运气不好，有一个坏点。做工业感觉一般，特别是光驱的塑料跟煎饼似的。,运气 不好 坏点 工业 感觉 特别 光驱 塑料 煎饼,neg,"[(3, 0.90827507)]",3
3、外观及尺寸：首先说16：9的屏幕比例乍一看确实不舒服，但确能很好的控制体积，给人的感觉不像过去16：10那样的傻大个儿了。外观要比图片上看上去要好看很多。键盘是浮萍式的，个人很喜欢这种设计。,外观 尺寸 屏幕 比例 乍一看 确实 舒服 确能 很好 控制 体积 感觉 大个儿 外观 图片 要好看 键盘 浮萍 喜欢 设计,neg,"[(6, 0.7571727), (10, 0.2030525)]",6
