评论用户id,评论内容,分词,分词-英文
MS4wLjABAAAA_Dl1YQByDSZKiRqBhSyUNlmiLVUbuHBPTAe5L3-s_RIL8LrBOP69uNDERKl-Fq1u,给你点赞评论是对你的肯定，你给我回关是对我的认可。,评论,Comment
MS4wLjABAAAA55EIJGdVRw9GYVjiWgNeKoaZSxI7I9-XE_ILsKlraIuXhQXJMSxbDadxSxnSkQlM,第一时间给你点个赞,时间,time
MS4wLjABAAAAbTvvRrV0NP5w4WjAzeIQpEXpjQF5PAPHLcX6HT0h8m4,上面的东西真的好齐全,东西 齐全,Complete
MS4wLjABAAAAQ7xof2k8DVeYi6E3ipn8Wg-nNN9xhc3l64ShTjDV1zARCPfDkVU7wvIgXYb059X9,看着很不错,不错,good
MS4wLjABAAAAnwqz3-Zjzj-JBr63nLrs1ILP2P-L1Wi-zzJdSh-gHWh8bzDOdE5efg3mVguQzktF,真不错呀,不错呀,Not bad
MS4wLjABAAAAnwqz3-Zjzj-JBr63nLrs1ILP2P-L1Wi-zzJdSh-gHWh8bzDOdE5efg3mVguQzktF,上面东西很齐全,东西 齐全,Complete
MS4wLjABAAAAnwqz3-Zjzj-JBr63nLrs1ILP2P-L1Wi-zzJdSh-gHWh8bzDOdE5efg3mVguQzktF,识货一直在用,识货,Know the goods
MS4wLjABAAAAbTvvRrV0NP5w4WjAzeIQpEXpjQF5PAPHLcX6HT0h8m4,识货我也有在用诶,识货,Know the goods
MS4wLjABAAAADjbive87Z1JM7XCQCEsQormYayBY2oj_XdkJUlaj2mlrgoB4Hgjjs-1tC6AIiJN7,买小白鞋搜那里？,白鞋,White shoes
MS4wLjABAAAAwAod9fde-3OdlpcK6ADRp1Et9cgti0TyRdzVCO_JezU,老爹鞋呢,老爹,Dad
MS4wLjABAAAAplCY5CirctZhZCSC75QoXWRmxxIccARCpEw8q3jQo-w,淑女鞋怎么搜,淑女,Lady
MS4wLjABAAAAp3DpEIPyJm-pMf_i3bxt3Hq1C2pWpGNQjGEkFnV3YyDdyfi3Gib8KXboDPBiAH1c,根据你的提示看了一下，真是不看不知道，看了吓一跳，丑丑丑丑丑……,丑丑 丑丑,Ugly
MS4wLjABAAAAoB1K1DOgsBQ54CQCOY_CIQMc4KpdnuZl9K46ngN648Y,一分钱一分货,一分钱 一分货,you get what you pay for
MS4wLjABAAAAs8qXDld8cAt71yNBw1YJUM93p8Zlpzj-Wl3iWyoPXenYVQY4haEz8-C-mSap_jhE,把嘴张开说话,张开,Open up
MS4wLjABAAAAvgDu_CNBFHJ8d5dNkoZZOedD4ZiW0lCA74T7WFrjkHI,拍了一单加急发货,一单 发货,One -order delivery
MS4wLjABAAAA7eAXICmqX9TB3Lrwu6npKMwrQO2h-ZTeU5WUWiYV2j8,什么时候发货？,发货,Ship
MS4wLjABAAAAR6CunYvbVa9QboqyZUhHiy7wulkfqM8JfOV3o-eCi9JihLpwvx6kjsT-BP63SO2b,夏季新款运动鞋，不板脚不臭脚，你们刷到闭眼冲,新款 运动鞋 不板 臭脚,The new sneakers are not stinky feet
MS4wLjABAAAA-wNjyQHlNwMpuaE6Lpc-jiWf6gdX-E3eJFNEMqlbdnQ,镂空运动鞋13元包邮速抢,运动鞋 邮速,Sneakers post speed
MS4wLjABAAAA5kF5eg03mItYlu6Cqr9J7xV5MGY9z_4jUuDfgLB_T8w,哈哈哈你们试试。你们可以购物的网站上都试试,购物 网站,Shopping website
MS4wLjABAAAAvkkZ2WLKYO3fXeZ1xtr2NOqhi9OL5vziRhZ4GNeCfJBlHYeFmpzPjgkAg1mWe7An,什么软件上搜索？,软件,software
MS4wLjABAAAAA3le8vYtuBQuF6YGpOO8uF1xVkmRWv-BAd8m74q2BmU,感谢，马上就去试一下,试一下,try it
MS4wLjABAAAA6xyYXP5FMvKrbkZZ34VcQnPhgoY4yVdxF6SsKZdSD00,门努？,门努,Doornu
MS4wLjABAAAAmawGCSmBu9_6XJanzr5r3MSoxmr3EG3f-pHYCq4qC3U,男士什么运动鞋？,男士 运动鞋,Men's sneakers
MS4wLjABAAAA7SAxiDqB61tpXlpWOhzyn5pxLXdRQf5S7D64sNZTnPw, 他做广告是一种 你买的是一种 我穿三天就炸啦 那个底就炸掉了 一点都不好 你们不要上当 不要买,做广告,advertising
MS4wLjABAAAAuxtRAooJiOrZaxBjgkrB0S36Zb2zFBydeGCuVWRlmrVjZOckkAhpyVUHDIUzOjV9, 儿子用你有事情怎么样 你走,儿子 事情,Son's affairs
MS4wLjABAAAANfjS-tUm3lrkl68btrX9tFldZdU0u4ynWfv_c44n88Y,我买好了，买好了，买件黑色的，你要给我发过来哦，要发好的，那你下面很靓哦,买件 黑色 给我发 发好,Buy black and send me a good job
MS4wLjABAAAAHFCe2hEboDNbEnIKG4Rh17EZtR1S7J5kffF4GmVWq7LfPgV2X-NxB54o12KkUmHJ,，工业园，泉湘陶池厂,工业园 泉湘 陶池,Industrial Park Quanxiang Taochi
MS4wLjABAAAAl1Ri-oERomO0BmcciglYCOyt36uknMs6CJ_NUBJX6rE,吹牛呢付款钱我变了,吹牛,boast
MS4wLjABAAAAUuhiQLZJbwfnbmp3uSVeqUpB9xxLgCp4ZAN7MpOKj1A,晚上好，美女，你这款鞋子多少钱一双要怎么买,美女 鞋子,Beauty shoes
MS4wLjABAAAAOeAURuF0g_sEsH1ZW2x9tjHNThEJLSDgwefCRArYZt92OQZUvfpm0h7B-_okW2nX,"刷到视频的姐妹只要点赞评论该视频就可以在7月6日-7月7日的上午9点-11点来店里免费领取爆炸盐一桶其他时间进店也有其他小礼品免费领哦",视频 姐妹 评论 视频 店里 时间 进店 礼品,Video Sisters Review Video Store Time to enter the store gift
MS4wLjABAAAA0UI_qHNUVeDc6r4w3dJgCWxfL_GVBaoFkOB0srrXQ8BSM0Fm9FIWh6tXULv4VeGS,什么时间到货吗,时间,time
MS4wLjABAAAAQsRNMwPaD863CVoTPqJNcJr_TVi3M_2-lSqm_6ZrOxY,戳定位还有代金券,定位 代金券,Positioning voucher
MS4wLjABAAAA6JRP1XGzVOxN779tqMDyNfIc7f3VnzkV8PgsH_PuXbw,昨天去了，不便宜,便宜,Cheap
MS4wLjABAAAA9svDuate7Z9KXOSwL5BkKlurlHhx3VUAexihKhj6YWRjPqDn9aJS7rJrpFYBElA4,价格是不贵，就是需要细心，可能会买到瑕疵品，我在里面已经遇到了，结果买回家的还是瑕疵，今天又来退换货，真麻烦，那服务态度也不好,价格 不贵 细心 回家 瑕疵 退换货 麻烦 服务态度,"The price is not expensive to go home and be careful of defects, return and exchange, trouble service attitude"
MS4wLjABAAAAdblUmbEZ-rBqB55-tAVkOwczWESue1UIpyk30onoUjuPH8KclOM6FRgDcMcmy79L,限时一元的是几点有呀,限时,Limited time
MS4wLjABAAAAhNUNrrV28t5Pc48-nYFKofg5UHP9C5WeEbjTxW8vbLg,买了老板,老板,boss
MS4wLjABAAAABb003EnFS9bEPQRgeaPp-PrMk4Bi9c_cJOCiGORFKes,买条裤子修裤边去两次都没人，问一下修裤边七点就下班了，最后退了不要了。,裤子 修裤 修裤,Trousers and trousers
MS4wLjABAAAA00xb3lggJ_ikE8ZjyTsVs6NKzNW5wkqPcoVlPbHuFdo,如果价格便宜质量又好，服务又好，肯定去实体店买,价格便宜 质量 实体店,Cheap quality quality physical store
MS4wLjABAAAAGdoeMTxkkE6-s-TlszugeNvIBua7KwihTghjzfTRxjA,水货,水货,Parallel import
MS4wLjABAAAAeUMH_lKAk6XziaMDWpOLt7EGcS264i8KzbCDcPnFsLDAXYi_9h7pJUOxZNT5P3kQ,能接我吗？我找不到地方,地方,place
MS4wLjABAAAAsVh9gsZiuFLDYhg0bAUKUDD4kjH9A1dPY2PeZHtZM3w,回力网面休闲鞋，时尚休闲，透气吸汗，轻便舒适。,回力 网面 时尚 透气 轻便 舒适,"Back force mesh is fashionable, breathable, lightweight, comfortable, comfortable and comfortable"
MS4wLjABAAAA8mVxgnDUehOoCILg-5I1apWE0x-FEeSbXyj-S-NGxxk,买个羽绒服，回来看小票，上面是棉服，被骗了，气死了,羽绒服 小票 棉服 气死,Down jacket small ticket cotton
MS4wLjABAAAAL081_dNzztgMGASgwcQ1GBoaoUET8OnsnoRAKz2NW3s,俺媳妇空着手出来啦,媳妇,daughter in law
MS4wLjABAAAAeQ7ezYursYu7fhbPj2zyIpBMWtSfWtWesgVuh1Xdy08,价格贵不贵,价格 不贵,Price is not expensive
MS4wLjABAAAAKCjxYRK52AfstsXGsG9JD5TKboCt9uBsQCyKHlQGmlw,去过了，很不错。真的很便宜。,不错 便宜,Good cheap
MS4wLjABAAAAPEl6huqgTIQ9eVt94kbt8DUCMZo09hqJhLQhs86u2dU,这是以前的地一大道下面吗,大道,Avenue
MS4wLjABAAAAUKyOSx-YBGQjPcUhHcyIn2GqFH1fp0JkGu26mUxsfOY,49块钱的棉袄？不会是黑心棉吧,块钱 棉袄 黑心棉,Capital cotton cotton black heart cotton
MS4wLjABAAAANRo4Ckv_2nxlliKXQKebzk_X8SUImJTWvkl8LlAVfANwH_CBcMDnR7SD5AM3Q2m7,过年的时候营业不？,营业,Operate
MS4wLjABAAAARuyVZmpFHoUQDezYT6FhJYR70x4goXRy4Img8p8xGQw,可以用支付宝优惠券吗,支付宝 优惠券,Alipay coupon
MS4wLjABAAAA6rPij8oB9euEZKJnJLfZ6zF7pgVBjcQ-DQSswMW1xTg,这里的消费适合月薪2500的我,月薪,Monthly salary
MS4wLjABAAAA4nrU1jeOf8Wv3HGq1PHsklCnB5ZmomOey3mk0sD91ro,今天刚去，确实衣服很多，25买了一件马甲，超值啊,确实 衣服 马甲,Really clothes vest
MS4wLjABAAAA71TqqR2DYsKNcVodeUj07hXSMwPxlbzWu_uXKOni3ZBuA0fFb_4hnYndlSKv-k5U,万客来公认的实惠，便宜,便宜,Cheap
MS4wLjABAAAABLg7NzpgqSG9mZeg0g3thOh5cKrPQlTP2KnfWEnLFho,正品？,正品,Genuine
MS4wLjABAAAATQrn_lzqINmZhcidZDG8NaUhBYsy7frm_dGQYFPl-qU,怎么没有小黄车,黄车,Yellow car
MS4wLjABAAAADEpLK48uZMwh0iTMPFC1VDPKrKjIDPGxkmyzfTH55qY,链接在哪,链接,Link
MS4wLjABAAAAWkIGyteNZKsTaixXdMatmYt-uq1MySqUnlZ2pr1XBVo,鞋底一点都不软,鞋底 不软,The soles are not soft
MS4wLjABAAAAOsmU-5VNpLtJKSvwJ9e1IlHVvco2U_bRJi_F3HQC_go,我儿子的前面都开胶了,儿子 开胶,Son opens glue
MS4wLjABAAAACToHiP793G_lbeENAEZeiLiqb83AUsW9nBWCRE0-3O4,要是有鸳鸯的就好了,鸳鸯,mandarin duck
MS4wLjABAAAAZbT48ZStQKTWwPg1hr-snRxaW5t2Oo4Qo1KAK1tZbJM,工装裤几号链接？,工装裤 链接,Gear pants link
MS4wLjABAAAAaDwOjkJl62NlT7XIL7hcdBTC-O12UA_jOVAsLyp_9Zc,橙色没有男款吗,橙色 男款,Orange men
MS4wLjABAAAAK8yuj55wzEWJjs5vdWN6mUKQlwZXI6h0YzlMh9C86Cw,我买的，平常穿 36 码，但是这个码小了,平常,usually
MS4wLjABAAAAbf2mKuc4lRnCiPOiUoBkqZzvUls7yX51zQDwYx_7lTI,穿女鞋41号，这同款的41吗大吗,女鞋 同款,Women's shoes
MS4wLjABAAAAZXYVXQQftE-JHKfGGHQVXAgQfPPshoVwsBl4PBgcc1Y,橙色有42吗,橙色,orange color
MS4wLjABAAAAkhsTRCQ0xwTuIizkOe_0lKUDq4G6t4C5K0bxfX8_d_Q,看着一点都不软,不软,Not soft
MS4wLjABAAAAUmSXaII7SjCH63512UoelTMHnAix2Z1fxHhVOAVusGU,太高穿了，天天跑步穿,跑步,running
MS4wLjABAAAAsudRadk3sUulrEr8_PEjTsZLeO5P9ERO8UxsDXqwegE,上衣是那个,上衣,Jacket
MS4wLjABAAAAM4yrqRD7ADRzDsm7oSltzjagO4XBhV5oXZqZuC8DSo0EuQJPHLpYiaaDNlMPCDTS,一点不软,不软,Not soft
MS4wLjABAAAA8167QPIlssSQhz7o8EGbCl6bpa5wlnJeiUwzlhPr0FY,网上永远都是一分钱一分货，你不可能花30买到300的鞋子，不管你用什么方法,永远都是 一分钱 一分货 鞋子 方法,"Always be a penny, one penny, shoes and shoes"
MS4wLjABAAAAnGSQt5g6I4yfmLrDwhSK9RFK0dCZpEV77phlXRj4BmlpYzdLnfAbOb0IKxRpLtla,可惜没有你脚上的颜色大码男,颜色 大码,Color size
MS4wLjABAAAAgp9MDPe7sglkoc3VojeDpxoAIF-0cqkQ334tGb0doQh_ZYktvxpsxSeJKOF12dRL,磁吸拖鞋是什么东西？,磁吸 拖鞋 东西,Magnetic slippers
MS4wLjABAAAAAjbWDxMDi81AHfJaFYjLvWama5sG6Y9v5HMBMdKSd7LEqvadKHdF3Yj9hE84gUWF,正码正拍吗？,正码,Positive code
MS4wLjABAAAA0Y4VkBsHIj1FNcV1VyjbGRCnwrS8-k2D7T8hVFWB7lKYc0GJuEy4bFkWQFCp9I6D,按你说的搜索，出来一大推，哪个真哪个假怎么分辨,一大,One big
MS4wLjABAAAALNTq5Q6Bt08KQ9m1AnGUwvbGp5G67ByJEuuTKXvysk4,裤子有吗,裤子,Pants
MS4wLjABAAAAsHKWNt8mWVPSglPfAxchH6rTJoLZxtXi9hK3iHNKScs,近四十岁了无老婆，想网购个老婆搜什么,老婆 老婆,Wife Wife
MS4wLjABAAAACU5zcMADXeDbRYNZZKFpe7KQT2EAxJCLG6-x1TypOgB9XdP-yEFZoED0a35GlQu5,鞋底耐磨吗？,鞋底 耐磨,Sole for soles
MS4wLjABAAAAYiMIvcVjEkdJuyKoREZRtyDbVjGo4kAjrJbr2ATD_RE,买了好多，都吃大亏，现在实体店买，实在，还不吃亏上当，,实体店,Physical store
MS4wLjABAAAA2xS3gTT1zx_87XYXP04Piz-NfN8BVqG2IjPZWsWs1qEr3KfY57n11NPDZWXcwrWk,看短剧,短剧,Short drama
MS4wLjABAAAAW7bgDhHFuzGHU8svBaGwG96Q8EL3_h2oMWUhuneDhB4,温州皮鞋厂倒闭了,温州 皮鞋厂,Wenzhou leather shoe factory
MS4wLjABAAAAEhY4GZO1_9CWssVu0L15xIqD4cQlmMrHcjccNAOLbOY,温州的鞋多部份是人造皮,温州 部份 人造皮,Part of Wenzhou's artificial leather
MS4wLjABAAAAOehrQ7PvEa-lx8xL2z3hWDT9GDQwtGnet261HeNdoUU,温州江南皮革厂,温州 江南 皮革厂,Wenzhou Jiangnan Leather Factory
MS4wLjABAAAAQRuAXMbKdUO71fO2UzhmZXlYyAzII3mLYKGKM_txCts2ske-hXler7gG8Tq8V0cj,电焊工劳保鞋搜索什么？,电焊工 劳保鞋,Welders Labor Insurance Shoes
MS4wLjABAAAAc69HBxn_lozHpQd4CDFi6s-RI6ipOYhjPjGq26baAd4,其实都一样一分钱一分货,一分钱 一分货,you get what you pay for
MS4wLjABAAAAFnzn24yGQQA3qqD3WCF6a8x5FWFPZvsVDIRHl3Wsx9Qadwj3XiAOPJfKgvaWd6Vi,网上最好不要买鞋服之类,买鞋,Buy shoes
MS4wLjABAAAAp0_sJLJXWb3m0kLBtyFtt7ANlCxU687LyQa_hHe_Z2nwjj597at56LYJ8lVoRzXe,那我喜欢平底鞋 怎么搜索,平底鞋,Flat shoes
MS4wLjABAAAA1_zFe5lnMJzb54Tsp735oqbATWr_AcuvparYkV1REng,用一多少钱一双白色的不对,白色,White
MS4wLjABAAAAr1hMTaNh8bb4wSrlXoR2TXxiPICYGr_oDL-7SXbC0cM,安踏，便宜好穿,便宜,Cheap
MS4wLjABAAAAmKqT2ceejL5RyFcAS7bNA3jkr6yugWLHoZob4LmyyZ0,听了半天，原来也是个广告代言人,广告 代言人,Endorsers
MS4wLjABAAAA6-KYOREVTrzRJ257--A0-4ywPfKRrIwSoC28N5fIWFmz-zw-ZE0FQ6cd8YDglK9I,束脚裤生产地在哪？谢谢！,谢谢,Thanks
MS4wLjABAAAADoPpVHMhzu_6nNFexof7nqMVaODHvRM2E6gjFy1sCHA,去实体店看看吧,实体店,Physical store
MS4wLjABAAAAIzYhf2z9ygU75QEtDw8G2OP0d0IXCWtoxIY4mcz9Fm4,什么平台上买,平台,platform
MS4wLjABAAAAX31AE8gMKlYQ6w8g0BRtr9kyvpyd975lFKhdfXtQj7U,没有机票可以买吗,机票,Air tickets
MS4wLjABAAAATdjUW-1W5eVMR3aZGQK_8sR_yqJeOfEjfPtM6o8TiywodytquxoBclyWQ3BCTTTb,有无佳能专柜,佳能 专柜,Canon counter
MS4wLjABAAAAe6j1EsJIpBMWA5_wVmFIN_wquWfdCOGEEpGnd-BXZPUC5ZV3e_vWna_Yv5bU5D3P,海口市民能买吗,市民,Citizen
MS4wLjABAAAAIcvUUNhEoXSieK7p88L0qQb8zT0YrzzTT6Nw4WFQxOo,这个劵线上离岛免税店能用吗？,离岛 免税店,Islands duty -free shop
MS4wLjABAAAA7M_sQIpwkSXPd6fsMVsWIiARFqJ9oLpn4TtQphjKP2eXTF0k8Y-QUsLq8BRIFxfq,五一买了，款式很全,款式,shape
MS4wLjABAAAA7_gaemdJtSKxb7qBhv4jYgfA3uEUe-jvoAzRRSW9_TU,衣服好看,衣服,clothing
MS4wLjABAAAA7M_sQIpwkSXPd6fsMVsWIiARFqJ9oLpn4TtQphjKP2eXTF0k8Y-QUsLq8BRIFxfq,五一逛的时候好多不认识的国际品牌，国庆再去仔细逛逛,国际品牌 仔细,Careful international brand
MS4wLjABAAAAnvUKK1Mu3pF3zWze3IJiTFtOBmUnLq4JtqHVu-hygCDc2BSs0DSKluBdfd_wzIa1,干货满满全是攻略,干货,Dry goods
MS4wLjABAAAA0CZ1GcxqiuVqFBKU62cQYOv-yaupGAm-K1KbaAPg54o,很划算价格,价格,price
MS4wLjABAAAA7_gaemdJtSKxb7qBhv4jYgfA3uEUe-jvoAzRRSW9_TU,好多干货,干货,Dry goods
MS4wLjABAAAAU_iEw2jGeIa-vK6BJcoEPHRW_HAOQzaVvYKrdTG4Kzc,现在过去要排队吗,排队,queue
MS4wLjABAAAAjfqsAKu-lzkK-y83PmuycF7goM81YfGp0Eh_yj5oiRAcXUv4q2ZrW45vBXhEaDi8,盲盒放点好东西,盲盒 东西,Blind box
MS4wLjABAAAA6H9AO8RarYsMgPfXxJDt3COKD9IpC_NR_lHGQkJ-5oE,海量后门  大量蓝马甲 说实话就删评论 没点格局敢做不敢当 你惊什么啊,海量 后门 马甲 评论 格局,Massive backdoor vest comments pattern
MS4wLjABAAAA6H9AO8RarYsMgPfXxJDt3COKD9IpC_NR_lHGQkJ-5oE,敢不删评论么,评论,Comment
MS4wLjABAAAAtg6Cx1SxCONlRoQXQml0TBby5-77GeDrXB6Pme__fuPjDZZtH5nYRHbVS6_krZZi,400多性价比,性价比,Cost -effective
MS4wLjABAAAA6CBYA5-OVfVeOYeTqryb1z5RNpBTVXI8czq28X_O0MaCCWMr95ISX_T2QGWB72sQ,人气爆款来袭,人气,Popularity
MS4wLjABAAAAGKEbeZZXogUuUPbXkZNDZXnOYRFQlgtr5kx-p5Ftu88,带别人的尾货,尾货,Tail
MS4wLjABAAAAW3bEQL-GbVoQWMYEO44BSn-U7T5BOARHG9GB47iYY1Y,袁家岗,袁家岗,Yuan Jiagang
MS4wLjABAAAAeCx5nNSwLa9w3fkoQZoy6Up-ZBIdqJUSrSSF-HIWCZFv6Yr072xWv4Pa-7wOKOxN,不愧是重庆的服装超市，种类非常丰富,不愧 重庆 种类,Deserves Chongqing category
MS4wLjABAAAAZt7InGvTbF9fwdCzPa3Hf-rVYw4UTnqdhmMZZUvwSPrLMT7q0HwllORWINdGBJFM,感受到了万客来的服装魅力,魅力,charm
MS4wLjABAAAAgRErgHE4C9Ot_ER15GCv4XZbKUbvBdkjPDv5JkShrahwJX1F_KLqu9PwKiBGhYTr,店面宽敞明亮，购物体验很好,店面 购物 体验,Store shopping experience
MS4wLjABAAAAI67qbxJ1LU6WjaDP8zAau7Ltd53_ZE_Bho7AQnTAj3s,万客来服装超市氛围非常好,氛围,Atmosphere
MS4wLjABAAAAMy1hYyXZwcEaWQlmrP2Q3xM6KW2qij8wsMMT_gqkqOE6KKyPcGapB04AAu2jdVhq,在万客来买到了心仪的时尚款式,心仪 时尚 款式,Favorite fashion style
MS4wLjABAAAAnReQ-8llLsK7V42J9bWGmC06ID9aqMObgc70s4Cux2qb-5u40pzbqHX9mWDOsomf,店里有哪些服装款式？,店里 款式,Store style
MS4wLjABAAAACcXL0vq21_JQjBs2-RISDSn5Vqqvu49Gj8Gga3elJ7w,返券活动真棒，省了不少钱,返券 真棒,Better return is awesome
MS4wLjABAAAAhlOttKdCYlp3Wlc8NYZf__ETPO-solRqRvnW4lAgyxU1ZcL9qao3potKfZXmF3KP,价格实惠，比其他商家更具性价比,价格 商家 性价比,Price Merchant cost -effective
MS4wLjABAAAAes4N8E9kjkvM22fsgFLLPkDTlfEebRAX43EH8581Emo5_mtTv6TlrCTz8PFS6cHl,喜欢万客来服装超市的时尚风格,时尚 风格,trendy style
MS4wLjABAAAAOhs_kXzTqc-yZ5EHFbztzSr9Iv3xfn8SPt61kjv7Rnqvm20LbXw0GV-p8-T83l-t,购物体验非常棒，下次还会来,购物 体验,shopping experience
MS4wLjABAAAA6hw7pUX2rS48iwf5ivkqTT_Wxo12T-cKVOsRUhsvEKN-zYyyaob959tVNKS0DTyu,服务热情，态度友好，很满意,热情 态度 友好,Passionate attitude friendly
MS4wLjABAAAAUHeHvWEoksOdXKk95cikFKz1sL7qlSiWB6VYUP0kz9Q,别说温州皮鞋了，本人就是这样搜了买的温州皮鞋，掉到抗里去。,温州 皮鞋 温州 皮鞋,Wenzhou leather shoes Wenzhou leather shoes
MS4wLjABAAAA96gnQtLHnWLJ0An5tjSNZ8T1BA8AXkaqGpoOcVgT8rGJWxQpI_OTaPCVhOcTVgg_,超市的布置很好看，购物氛围很舒适,布置 购物 氛围 舒适,Comfortable to arrange shopping atmosphere
MS4wLjABAAAAZvEyzI3aBQvSy5-2fW7sWGkQpyIAwh7djQ4uQGOPK7E,超市的价格很实惠，喜欢购物体验,价格 购物 体验,Price shopping experience
MS4wLjABAAAAGXSwPJ4S6MTPAAwZYIjUSzp9UD7U4JHUdv0zfCVWpcg,买鞋还是去实体店，亲自试穿，不合适不要，质量有保障，遇到打折断码的，比网上还便宜。,买鞋 实体店 合适 质量 便宜,The appropriate quality of buying shoe physical stores is cheap
MS4wLjABAAAA9h4Z5kgSJNpqDFDjl_Bs4iqqU0GH0SHDyZTB1QQWmbv2kg6OB1vWzk1ETsHoKPoW,一点用都没有，抖音里绝大部分都是假货哦,假货,Fake
MS4wLjABAAAAsd8zPEgm3PPfEiT4iYJnyBqyc923ADsVgx_RQjj2vws,食品安全倡导者,倡导者,Advocate
MS4wLjABAAAA6sYgX6SWCR7GSrcUuqmnhr-_t5S_wpv9p4yd-d1biXI,温州雪地靴可靠吗,温州 雪地,Wenzhou Snow
MS4wLjABAAAAEBuLIbCACaqd-6zVqEk2OF9LzYQqYyTdvr62vInvygketbjut4rBfhAa3qFuaqi2,专门的话只有听得懂的人才去听,人才,Talent
MS4wLjABAAAApt4iv-66y7HwYfoR9ATN0Tiv-INLErGQPHMvWlNZ6PQ,这广告卖的真差劲,广告 差劲,Bad advertisement
MS4wLjABAAAA-R-u08SxBXBmCxfNYq-CRihskMvFlzPrWIf_1aY2Z_M,搜了出来的都是食品,食品,food
MS4wLjABAAAAYj0jLtd7quinUZts6J1nbhGoStLbQpfU5VzP8cNHnQh6s-GCzEpe7PmzcTobhWgK,刚买了鸿星尔克,鸿星,Hongxing
MS4wLjABAAAAW8KFXizw3TwKj3pYo2ogaNyWDpOTVdyX247LoHKcQbO0Om4Ef0Ri9vr3b07NnMDX,星期鞋，搜索台州温岭,台州 温岭,Taizhou Wenling
MS4wLjABAAAA47uloiJfYwqpJkGJ1dZFMOrh3VmsRQ1uVd58JcpwQcA,滑县最大的超市，体肓厂隔壁,滑县,Slippery county
MS4wLjABAAAAS8q1fHwMHkiYMkRbb2l5TOSFC6fRdIgIXQvsBzYyNuY,七号云仓欢迎大家来选购,云仓,Cloud warehouse
MS4wLjABAAAA1XRCJaxrmdCxVSU7DQdEumQ5gh9euIhCzCVX7ivN_gPGLEbfMF9Z2azPU1K3meeL,这个省钱攻略，你学会了吗？,省钱 学会,Save money
MS4wLjABAAAADx0Eal-BC7uKmPap_jvusyNIWgsDDmpI2wcqwop-g0c,上哪个网站搜,网站,website
MS4wLjABAAAAz1a1gdzrO0aU0sIy66aMxe_9CzamEJtCj8UwrTIjD18FOrOFPuJqYzwWoXlZBWal,兄弟姐妹们千万不要买若迁鞋业的鞋假货太多,兄弟姐妹 买若迁 鞋业 假货,Brothers and sisters buy Ruojian shoe industry fake goods
MS4wLjABAAAAghqvXoAVq7IxiCwfVtPpitbzDRrR_mvnXV7ZhJWHBrPReiyAlECK_UaFJUtKBGfH,好喜欢二妹,二妹,Second sister
MS4wLjABAAAA8p2i2pdf9VjVIjEl7l1KBNsU2vGXIk20kup65FPE7-8,跑步套装呢？,跑步 套装,Running set
MS4wLjABAAAAt-jN_n-mNpJMwK8PDRA0R6X27wC_oFG2YDe-UsMoeX9lB4RF7w7BcYNRcELDdBE0,这双鞋穿起来不错可以我到时候在买一双,不错,good
MS4wLjABAAAA-tru_uyOpyZd9P1InKagBGwXkdQFVFIuWb-6tQ8QsbR02cz2V2fKBLl0Y_c9WtM5,你戴的耳钉在哪买的，款式不错。,耳钉 款式 不错,Earrings are good
MS4wLjABAAAAAivaw_PSFdKsRVr89wbDS68pXswPgHsyQThxtaDRnkLQZCIdmq8YefViNGTGqnCw,二妹，我要你身上穿的北面,二妹,Second sister
MS4wLjABAAAAdzuaSwKqV5B2lBgsSK2zf6VNqw7gif7nBnbhH2quQZrCbeaB_1Nk42VJ7APELbsG,我是你粉丝，可以下单吗？,粉丝 下单,Fans place orders
MS4wLjABAAAA-o_TsXAzEx6WHDmsdQ1riyJlSfa8bWaT26Rx0dLw08E,二妹我要一双，怎么下单,二妹 下单,The second sister places an order
MS4wLjABAAAAq1cJOcVTtWKWplqNn13vtQWqMdYEY6_39XCPvGc8Ygo,拍了加急发货二妹,发货 二妹,Delivery the second sister
MS4wLjABAAAAkFGYehGEg28rTvRjL_6fTrRId6iKPuxEFXugJp0hiJiojwNldFPExvbw230D69Ul,代加工厂从业二十年了，有合作的了解一下,加工厂,Processing factory
MS4wLjABAAAARn5q-CvUxGgSEPgXuxU8HGjFlxqwItuam-0h_pWLiOE,这么便宜，能穿呀,便宜,Cheap
MS4wLjABAAAAG2zpF4nc424SRGjneVSZ4wleWTxhgQ_c4wAWVh6uZ6zLfOYnspEMywzW4WdDmz6u,百八的哪有这种鞋带,鞋带,shoelace
MS4wLjABAAAAT05_-uMDJLsXK4WX6lPa0oQtfDqfZzPzk6-p9_gW0zEZ2Kx5j53SdnwGybDzMW3s,鞋底会断吗,鞋底,Sole
MS4wLjABAAAAjhyyaoJ9Zwd12mcSAYFx1aRUZLbdzKp0g-vDe651JunuWLJo82Z_m6unglEJGkZv,鞋码正吗,鞋码,shoe size
MS4wLjABAAAAT05_-uMDJLsXK4WX6lPa0oQtfDqfZzPzk6-p9_gW0zEZ2Kx5j53SdnwGybDzMW3s,己拍黑色加急,黑色,black
MS4wLjABAAAAxX8B9mGRxN1z8RpVCbGz80VECdWLeeWuqqK3nKNu6nicg7rYVNa4oXSDvy7oU3jc,全场69,全场,Audience
MS4wLjABAAAAn8AzeiWqDZXurj3lrHF8cH7KTI3w_wj6WbnFFk_3l4_UQGKHfloSBvII5cU1nUq1,浦田的假的太多,浦田,Putian
