评论用户id,评论内容,分词,分词-英文
704203209,三年了，还是没等来你的其他品牌。,品牌,brand
201471751,去年的   羊毛款很不错，前后有彩色3反光,羊毛 不错 彩色,Wool is nice colorful
579855154,   这款我很喜欢可惜除了莆田就只能代购了,莆田,Putian
536025324,一直想吐槽昊然弟弟这个广告和杨幂那个话梅广告有啥区别？特别跌知乎的份,弟弟 广告 杨幂 话梅 广告 区别,Brother advertisement Yang Mihua Meimei Advertising Differences
494538604,大佬有没有靠谱的代购,大佬 靠谱,Big guy's reliable
535993777,刘昊然那个是溜溜梅的风格吧,刘昊然 风格,Liu Haoran style
248742374,   好像已经降价到699了。啊，我上次看到是元旦，灰色的鞋身超级帅，防水，哎，这次开学我要去那家店再看看,降价 灰色 鞋身 开学,Price reduction gray shoe body starts
539124911,第二个视频无法自拔地看了两遍，笑出猪叫л̵ʱªʱªʱª (ᕑᗢᓫา∗)˒,视频 猪叫,Video pig call
536729419,真的不适合，逼乎还是要有点逼乎的架子吧,架子,shelf
538824411,然而知乎并不是一个能找到答案的地方，更多的是观点。不知道的东西还是要上搜索引擎找。知乎似乎对自己有点误解。,答案 地方 观点 东西 搜索引擎,Answer Local point of view search engine
338160042,一般买潮牌谁会去唯品会？,潮牌 唯品,Tide brand Vipshop
350011066,真正对这方面有了解的 基本都不在 感觉都是骗那些刚刚对潮流有了解的同学,感觉 潮流 同学,Feeling the trend classmate
338245069,这比一些爆款国潮还难看,国潮,National tide
340861317,我在16年就是2后来一直都没有用，就是发现淘宝价格比有货便宜，而且淘宝也有不知道是不是有货的官方店，总而言之，这个让我又爱又恨，曾经用几百买了好几件很好看的衣服。后来越来越花里胡哨，真的很想杀个工程师祭天！！,淘宝 价格比 便宜 淘宝 有货 官方 衣服 花里胡哨 工程师 祭天,"Taobao price is better than cheap Taobao with the official clothes of the official clothes, Hua Hui Hou Poor Engineer Sacrifice the Sky"
337862180,也进去买了几件，感觉衣服材质特别棒,感觉 衣服 材质,Feeling clothes material
867116897,我有，而且价格美丽到爆炸,价格 美丽,Beautiful price
338196623,某宝和唯会都没有搜到啊,唯会,Only
645236321,这里潮牌专卖，需要请私我！！,潮牌,Tide
338792090,感谢答猪,答猪,Pork
338417750,这比现在的，什么的差的还远，贵有贵的道理,有贵 道理,Noble truth
561540098,厂家潮牌鞋子直销,厂家 潮牌 鞋子,Factory wave brand shoes
338348143,漂亮,漂亮,pretty
431120577,我也是有货入门的哈哈哈主要牌子太多参差不齐，以至于折扣活动特别大,入门 牌子,Entry brand
422409277,说实在有货的货很少，而且里面的东西基本上不是大品牌，而且价格浮动很夸张(同答主说的一个意思 价格一下子很高一下子很低)另外，有货的套路基本上是拿大品牌的搭配的介绍，去推荐他们的山寨货😃,有货 东西 品牌 价格 主说 价格 有货 套路 品牌 山寨,"The price of goods and the brand is mainly based on the price of the price, there is a cargo routine brand cottage"
10145491412,这里有专卖店折扣的购买渠道噢,专卖店 渠道,Specialty store channel
419590532,求推荐某宝上靠谱的店铺,店铺,Shop
957840350,我这里，私聊加微信,私聊 加微信,Private chat plus WeChat
831934931,可以在微信上买，我朋友做这个,朋友,friend
841434428,和都下了，根本用不了，几乎一半的图片半天加载不出来，实际体验可以说是很差了,图片 体验,Picture experience
968396238,我现在好慌 刚刚在上手抖买了不是自己的码数，如果有瑕疵或者假货我想转卖都卖不了…还看到有的买家去别的平台鉴别是假货，也一直拖着没有回复…这可怎么维权…,码数 瑕疵 假货 买家 平台 假货 维权,Code flawed fake buyer platform fake rights protection
10514959395,别用，买的黑白巅峰穿一天内衬开皮，找客服直接开摆，没有一个回答问题的,巅峰 内衬 开皮 客服,Peak lining the skin customer service
977162401,大佬求带,大佬,Big guy
976591085,怎么注册啊兄弟,兄弟,brother
962643932,美金怎么付？,美金,US dollars
1761766871,你竟然第一个推荐毒，你也是....我毒里面买了一双平板鞋，穿了39天就大量开胶。是平板鞋不是篮球鞋啊，我重复一遍，是平板鞋，我从来没有用它打过篮球那之后， 我只在  苹果商店里面买东西，300块的打折货都比毒好还有 毒卖假货是被央视点名批评的，你是.....了吗你就是个广告，骗人的  出来和我掰扯掰扯上面的点点，是知乎不让骂脏话，没办法,平板 开胶 平板 篮球鞋 平板 篮球 苹果 商店 东西 假货 广告 骗人 点点 脏话 办法,Tablet open -flat basketball shoes tablet basketball Apple shop east -west fake advertisement deception to swear words
291125646,谢谢，很详细，我家这边新开个奥特莱斯，应该算是工厂店了吧，不过款式挺多的，580就有将近10款，但别的店都开业活动全5折，他家都是8折，我发现的实体店就是打死都不会多便宜，而天猫店有的人300多买了穿的也挺好，不免有些嫉妒。不过问这个问题的时候特别向往，现在转别的牌子了，就让一直贵下去吧，哈哈。,谢谢 详细 特莱斯 工厂 款式 开业 实体店 便宜 天猫 不免有些 牌子,Thank you for the detailed Tryz factory style opening physical store cheap Tmall. Tmall can't help but some brands
352549288, 的天猫旗舰店没有官方两个字,天猫 官方,Tmall official
9934806910,没有可靠的途径哦～国人只能自己造鞋,途径 国人 造鞋,Passly Chinese -made shoes
660589908,刚某宝某家折扣店买了一双996一个月就脱胶了，受教了,刚某宝 折扣店 脱胶,Gang a treasure discount store dehydration
9951647684,穿不丢人 当代大学生以及上班族不是说买不起正品 每个人的消费观不一样 有的人偏向买正品鞋子 有的人喜欢把资金花在其他地方 对于服饰要求不高 只是单纯拿来搭配或者穿个款式其次 现在不是富人满地都有 很多人尤其是大学生生活很拮据 并不具备去买600+的正品鞋子 穿是自己消费能接受的范围 没必要打肿脸充胖子 让自己生活过不下去最后 关于想说点话 我自己正品都有穿 我觉得大家可以对进行一些了解 虽然有盗版的不好名声 但是很多的质量确定很好 也基本可以满足大部分的需求 可以来我家看看，货真价实，包你满意！！！,大学生 上班族 正品 消费观 偏向 正品 鞋子 资金 地方 服饰 款式 富人 满地 大学生 拮据 正品 鞋子 正品 名声 质量,Genuine consumption view of college students is biased towards genuine shoes funds local clothing style rich people full of college students constraint genuine shoes genuine reputation quality
10539542685,请问李宁哪几款有 2或之类的宽度？,李宁 宽度,Li Ning width
10338101690,哎，让他们拍一下鞋标或者箱标我自己看也行啊他们连鞋都没有！纸上谈兵,鞋标 箱标 连鞋 纸上谈兵,Shoe Box Boat Standard with Shoe Paper Talking on Soldiers
4713199738,小鸿为什么那么便宜啊,小鸿 便宜,Xiaohong cheap
10338063392,客服和仓库可能不在一个地方,客服 仓库 地方,Customer service warehouse
1280061569,蹲咸鱼号,咸鱼,Salted fish
10491213317,敢在抖音上买鞋也是牛逼,买鞋,Buy shoes
816391403,蹲个闲鱼号,鱼号,Fish number
796282145,请问一下你打的客服电话是多少  我打过去说是空号,客服 电话 空号,Customer service phone empty number
877692251,是正品吗,正品,Genuine
629828875,麻烦问下全球购是正品的吗？？,麻烦 全球 正品,Trouble the global authentic
10294142545,得物好像卖运动鞋很多，是正品吗？,得物 运动鞋 正品,Genuine sports shoes
627188299,有些涉及行业隐晦问题，未完全说明。,行业 隐晦,Hidden industry
831139338,"求私信，感谢୧( ""̮ )୨✧ᐦ̤",私信,Private letter
10823522850,微商现在也都很牛 ,微商,Micro -quotient
10313853460,同问，这个是官方链接应该可以,官方 链接,Official link
927210807,酷动城是什么啊,酷动城,Cool City
918790038,求私信！！！！谢谢,私信 谢谢,Thank you for private message
886671122,求私信鸭,私信,Private letter
855227359,求私信 谢谢哒,私信 谢谢,Thank you for private message
852831553,求私信！,私信,Private letter
751615990,鞋子的话不怎么懂，但我略知但凡大品牌是不可能批给散户的，就好比你去奥康红蜻蜓仓库进货，如果你不是他的专卖店客户，根本不会批给你，清尾货的话也许有可能，但机率很少，我所知国内知名品牌鞋厂大多在清仓的处理方式是特卖，而不是清给散户，除了专卖店特卖折扣店外你可曾在别的鞋店卖奥康康奈之类鞋？鞋子不比服装，服装可以剪标，就如海之家的服装十块一件你肯定是不相信的，但耐克每双鞋上都有钩，你不可能剪，我个人想法那就是货，而且甫田的造仿鞋技术我个人认为非常成熟，一般人根本分辨不出来，包括代购很多都是货，文中所提租个仓库拉根网线就能开网店不禁令我捧腹大笑，也许外来的和尚不需要维护品牌价值，可以随便批鞋给不是加盟商的客户,鞋子 品牌 散户 奥康 红蜻蜓 仓库 专卖店 客户 尾货 机率 知名品牌 鞋厂 清仓 方式 散户 专卖店 折扣店 鞋店 奥康康 鞋子 剪标 耐克 双鞋 技术 成熟 仓库 拉根 网线 网店 禁令 和尚 品牌价值 批鞋 加盟商 客户,Shoes brand retail Aikang Red Dragonfly Warehouse specialty store customer tail cargo is probably well -known brand shoe factory clearance clearance store discount store shoe store Ao Kangkang shoes cut label Nike double shoe technology mature warehouse online line online store banclient
