,word,聚类结果
350,其实 考研 就是 择优录取 只能 各有所长 但是 学校 看中 不同,1
351,一边 努力 如果 不是 家徒四壁 怎样 自证 清白 造谣 渴望 自己 得到 认可 别人 无端 揣测,1
352,笔试 分才值 面试 有点,1
353,真的 全民 科研 这种 厌恶 实验 可能 只能 一辈子,1
354,乱套,1
355,DRSGuoer,1
356,GodMorningandNight,1
357,人家 明显 导师 喜欢 那个 陈嘛 因为 可能 情商 智商 商都 更何况 sci 面对现实,1
358,一定 很多 很长 自己 送到 协和 恭喜 同学 上岸 相信 一位 小姐 光明 未来,0
359,尘埃落定 恭喜 同学 上岸,0
360,什么 一些 疯子 胡说八道 浪费 多少 人力 财力,1
361,面试 录音 可否 公布,1
362,真不知道 什么 初试 高分 百分制 人家 复试 完全 可以 扳回,1
363,必须 一贫如洗 家庭 来自 清白,1
364,考生 论文 如果 及时 可以 两个 各有所长 人才 成绩 发表 第一次 笔试 公布出来 招生简章 事先 说明 各类 折成 分数 或者 只要 一类 进入 复试 直接 录取 一位 是否 调整 专业 避免,1
365,可以 一个 公正 学校 为了 录取 公平 这次 成绩 这么 沙雕 根本 没看 这件 事情 可怕 刻意 本身 就是 考试 本应 事件 第二名 显然 根据 初试 量身定做 两人 复试 天才 做下 一次 其他 理由 程序 不再 结果 值得 信任,1
366,成绩 初试 面试 计算 但是 这样 方式 不能 一次 折算 百分制 最后 相当于 根本 不是 比高,1
367,就是 这个 老板 看中 某个 学生 突出 学术研究 能力 潜力 看上 录取 然后 打分 时候 有所 倾斜 这么 操作 可以 违反 政策 规定 争论 研究生 这种 不是 唯分数论 高考 认知 没有 还考 刷者 自认倒霉 高分 另寻 出路,1
368,恭喜 同学 很棒 加油,0
369,同学 励志 希望 以后 可以 封神,1
370,复试 这种 学校 一样 老师 本来 前得 调查 清楚 特别 一两个 风险 很大 每个 专业 标准 偏好 进去 前提 不仅 初试 必须 愿意 接收 比高 就是 能逆袭 正常,1
371,不是 家徒四壁 如何 自证 清白 安苏 幸亏 农民 家庭出身 但凡 家境 好点 公告 上天,1
372,能力 真的 恭喜 同学 研究生 科研 不是 单纯 看中 英语,0
373,重点 程序 合法,1
374,什么 明白 底层 人民 通过 努力 一个 机会 这有 好酸 质疑 加油 同学,1
375,复试 一个 疑问 为什么 初试 可以 之前 知道 考生 sci,1
376,什么 真是 人言可畏 人家 有篇 sci 哪个 导师 喜欢 初试 证明 只能 应试 能力 比较 不能 文章,1
377,简单,1
378,面试 视频,1
379,如果 不是 家徒四壁 如何 自证 清白 恭喜 同学,0
380,有些 网友 真的 私癖,1
381,面试 如果 按分算 大家 考研 怎么 准备 这种,1
382,做题 别急,1
383,爬树 肥猪,1
384,sci 人家 就是 导师 凡是 读过研 或者 正在 知道 含金量 大学 研究生 毕业 要求 本科 不要 傻子 初试 眼里 一样 复试 同一 起跑线,1
385,导师 不爽 自己 顺眼 官方 ok 网友 不行,1
386,证明 自己 公告 真的 啥时候 通过 家里 成分 没有 作弊 向阳花 西瓜 真是 什么 科研 处长 儿子 这份 怎么 公平 有人 黑幕 安苏 幸亏 农民 家庭出身 但凡 家境 好点 上天,1
387,初试 这么 悬殊 分数 结果 一点 比重 需要 干什么,1
388,一个 笔试 成绩 怎么,1
389,两个 实力 要是 录取 小姐 调剂 喜欢 学校,1
390,摆脱 复试 一半 逆袭 不是 正常 而且 sci 什么 能发,1
391,看到 一句 如果 不是 家徒四壁 怎么 证明 一身清白,1
392,中间 分没人,1
393,一个 考分 相当于 公司 财务总监 笔试 分过 但是 注册 会计师 优先,1
394,逆风 翻盘 为什么 不得 别人,1
395,本科生 能发 top 确实 要是 导师,1
396,老师 文章 不能 能发 公平 发表 sci 应该 具体 分值 加个 分分分 不是 一票否决 本科 多少 取决于 什么 一个 只要 愿意 但是 人发 不了 因为 有些 东西 属于 发要 初试 笔试 自己 真本事 给予 尊重,1
397,若非 家徒四壁 无法 以证 清白,1
398,文章 具体 老师 不了 根本 公平 应该 分数 不是 一票否决 比如说 一篇 sci 加分 分分 分值 有些 学生 运气 一个 能发 还有 本科 因为 出来 成果 属于,1
399,同学 加油,0
400,两个 阶段 同学 优秀 一个 初试 复试 比较 出色 努力 自己 考研 代表 同样 重要 所以 根本 应该 断章取义 否定 陈鑫 得到 验证 同等 各自 擅长 命运 走向 适合 道路,1
401,一篇 sci 值得 前途 似锦 中国 未来 一名 医生,1
402,相信 逆袭 那么 难道 生活 打压 严重 不想 美好,1
403,现实 证明 光考 高分 不得,1
404,复核 就是 发现 人家 真是 非常 优秀,1
405,辅导班 重要性,1
406,专业 初试 英语 政治 作为 医学生 重要 发表 sci 说明 拔尖 复试 弯道 超车 觉得 毛病 评论 配图,1
407,知识 贫乏 一个 越是 拥有 一种 莫名 奇怪 勇气 自豪感 因为 相信 东西 绝对 根本 没有 听过 相对 观点,1
408,sci 太猛 现在 本科生 太强,1
409,造谣 真是 看不得 别人 逆袭,1
410,综合 面试,1
411,一个 努力 注定 高分 两位 学霸 备考 期间 埋头 苦读 sci 初试 复试 两人 不同 方向 而且 最后 成绩 算下来 差分 左右 完全 合理 两个 优秀 不管 没考上 遗憾 落榜 就是 规则 短板 效应 最弱 环节 决定 成败,1
412,寒门 不能 贵子 什么 人家 努力 否定 造谣 起来,1
413,明白 什么 时候 道歉,1
414,恭喜 同学,0
415,真的 这么 搞不懂 有人 纠结 面试 比高 巴拉 人家 老师 就是 理解 承认 别人 优秀,1
416,一出 微博 升堂 闹剧,1
417,那些 造谣 网暴 同学 家庭 情况 父母 姓名 被迫 出来 到底 承受 多大 压力,1
418,面试 还是 考官 导师 觉得,1
419,如果 只靠 笔试 能定 一个 的话 还要 面试 干什么,1
420,同学 顺利 上岸 恭喜 坚持 读书 以后 成为 大佬 同时 腊梅 调剂 初试 这么 一定 你们 光明 未来,0
421,,1
422,两个 男生 优秀 面试 逆袭 那个 其实 如果 不是 出来 父母 农民 并非 院长 子弟 根本 不会 口碑 逆转,1
423,告诉 男生 还是 性别 一样,1
424,不要 杨同学 全名 不能 出来 大家 以后 考研 调剂 人品 学问 重要 高分 失德 这种 背后 绊子 怎配 将来 病人 命交 手上,1
425,这么 网友 可能 高中 没有 肆业 看到 肚子 而已 一碗 两碗 他们 懂个,1
426,反映 科研 水平 那个 逆袭 合情合理 考研 初试 成绩 无法 只能 应试 高低 sci 硬通货 尤其 一篇 文章 如果 教授 那么 必选,1
427,懂进 面试 只有 两个 笔试 第一名 第二名 相差 中间 没有 其他人,1
428,这么 就是 一个 反转 辟谣 好像 没有 任何 说服 依据 普通 双非 医学院 学术 资源 怎么 本科生 多篇 sci 如果 本科 是不是 早就 协和 只是 觉着 现在 舆论导向 容易,1
429,主要 初试 成绩 折合 百分制 所以 复试 逆袭 正常 有些 人能 不要,1
430,高分 很多 我弱 一句 两个 学校 学生 科研 能力 那么 差距,1
431,好争 人家 导师 就是 想要 科研 能力 老师 这点 权力 没进 复试 一切 平等,1
432,逆袭 如果 他爸 真是 权贵 那么 即使 真的 是不是 背上 拼爹 骂名 复试 第一个 想到 竟然 离谱,1
433,两位 反正 厉害 优秀 衷心祝愿 奋斗 更好 未来,1
434,年轻 女医生 起来 自己 北京 三甲 医院 看病 发现 几年 除了 妇产科 见到 其他 科是 不到 左右 那种 是不是 不够 优秀 原因,1
435,寻思 不能 有逆袭 虽然 大专 没什么 能力 但是 通过 自己 不懈努力 领导 是不是 这些 收买 考官 贿赂 什么,1
436,这样 陈鑫 加油,1
437,一群 本科 没有 指点 别人 逆袭 成功 当代 微博 现状,1
438,网络 暴力 可怕,1
439,为什么 本校 调查组 不敢 第三方 来查,1
440,公开 一下 线上 复试 视频 大家 彻底 心服口服,1
441,SCI 可以 案例 无关 单说 考研 注重 一个 风气 那样的话 别说 本科生 中学生,1
442,逆袭 说明 已经 不是 应试教育 时代 往后 肯定 不仅 考研 事业 公务员 只能 任何 时候 不要 懈怠 放弃 以为 成功 唾手可得 拱手相让 稳赢 真的 一根 绷紧 直到 最后 侧面 表现 出全 方面 发展 重要性 特点 优点 加持 关键,1
443,如果 不是 家徒四壁 如何 自证 清白,1
444,宁为鸡头 凤尾 考研 以后 发现 本科 学生 厉害 大概 普通 学校 很多 机会 自信 一些,1
445,苏州 公路 管理处 内部 腐败 进编案 举报 至今,1
446,如果 不是 家徒四壁 我该 如何 自证 清白,1
447,分数 是不是 桔子皮 再次 见识 不管 我考 没考 过研 学院 录取线 按照 高考 对比 笔试 就是 走后门 这样 无知 见解 但凡 写过 论文 知道 影响 因子 一作 牛批 收才 奇怪,1
448,这年头 因为 优秀 而逆袭,1
449,一个 复试 逆袭 昨天 榜首 看到 陈鑫 好奇 进去 医学生 好多 恶意 评论 而后 有人 发声 努力 优秀 学生 质疑 正常 但是 网暴 真的 心寒 希望 不要 这些 污言秽语 影响 学医 将来 一名 医生 医路 顺利 未知 全貌 不予置评,1
450,本科 sci 一作 真是 我要 一作分 直接 保研 可能 保到 协和,1
451,大多数 不想 知道 六子 几碗 看六子 肚子,1
452,造谣 怎么 处理,1
453,西红柿 偏爱 piu 喜欢 炒鸡蛋,1
454,网友 不信 录像 出来 我们,1
455,论文 各种 获奖 这些 可以 注水 唯有 笔试 成绩 真实,1
456,相信 陈鑫 同学 此次 披荆斩棘 今后 一定 大方 异彩,1
457,同学 高于 众人 必非 某些 网友 智慧 似乎 超越 协和 大佬 唯分数论 经历 知道 发个 文章 只要 肯定 书读 要是 导师 同情 应该 至少 这件 事上 暂时性 认输 然后 抓紧 调剂,1
458,当时 事业 编制 面试 逆袭,1
459,SCI 一篇 谣传 成篇 部分 网友 真是 搞笑,1
460,初试 复试 总分 真的 差分 只要 多分 超过 本科 sci 说明 科研 能力 很强 面试 高分 奇怪,1
461,可能 sci 什么 知道 胡乱 猜测,1
462,网络 就是 这样 永远 脑子 前面,1
463,面试 兔爱 困觉 其实 逆袭 wjh 笔试 四五 十分 最后 综合 差不多 感觉 真的 重要,1
464,英语 只要 花个 几千块 润色 机构 coverleter response 一条龙 服务 别说 中科院 Top 本科 能发 SCI 超越 一票 研究生,1
465,造谣 出来 道歉,1
466,终黎荣,1
467,优秀 加油,1
468,外行 看热闹 内行 看笑话,1
469,恭喜 上岸,0
470,造谣 张嘴 辟谣 跑断腿 当事人 莫名 社会 资源 浪费,1
471,一位 无门,1
472,真的,1
473,逆袭 看不惯,1
474,恭喜 同学,0
475,确实 面试 分数 比重 很大,1
476,初试 成绩 推算 百分制,1
477,尽快 造谣 绳之以法,1
478,无妄之灾 委屈 难过,1
479,DrWeninCardiology 当年 一样 当时,1
480,承认 一个 优秀 那么 这酸 理解,1
481,陈鑫 做题 但是 没有 必要 因为 佩服 腊梅 只会 机器 低能儿 有些 本科 嘲笑 考研 大佬 有病,1
482,希望 同学 进入 协和 以后 更好 发光 发彩,1
483,造谣 出来 道歉,1
484,相关 信息 如果 导师 录取 这位 sci 问题 起来 不能 叫逆袭 那位 初试 成绩 不错 就是 运气 不好 遇到 翻译 平台 能出 这样 当时 面试 老师 应该 承受 较大 压力,1
485,,1
486,这种 只招 一个 不用 人家 基本 早定,1
487,sci 考研 导师 一群 没上 研究生 质疑 人家 本科 能发 一作 现在 初试 分数 奇怪 多少 学生 大二 开始 准备 分比 普通 本科生 一篇 多难 面试 选择权 本来 手中 主观 选择 网友 狗叫 面试官,1
488,一群 昨天 看似 考研 经验 精英 科普 这个 分差 逆袭 多么 可能 今天 强调 sci 复试 作为 了解 规则 感觉 互联网 有意思 世界 评价 受限于 自己 认知 水平 能力 上限,1
489,网友 阅卷 组长 sci 英语水平 百分之 不如 两位 优秀 指点 嘲讽 应试 机器 抓住 初试 成绩 迷惑 互联网 做题 不够 毛病,1
490,东西 就是 这个 可能 不是 不信 没有 走后门 进去,1
491,有点 运气 身上 这分 断层 正常 情况 可能 复试 进不去,1
492,不是 质疑 九漏 考研 就算 认识,1
493,讨论 逆袭 不如 那些 连一 志愿 保护 只想 高分 调剂 学校,1
494,考研 经历 看着 这件 评论 可以 看出 大多数 网友 没考 研有 一般 好奇 面试 考了 什么 或者 希望 公布 视频 作为 一名 考博 现在 普通高校 本科生 论文 老师 只能,1
495,恭喜 同学 上岸 拒绝 网络 暴力,0
496,别人 复试,1
497,破除 唯分数论 每个 考生 多个 机会 允许 同学 逆袭 什么 多方面 全面 考察 学生 科研 推进 国家 技术 不是 应试 天才 还是 相信 学校 自有 考量,1
498,当年 初试 第一名 多分 逆袭 老板 研究生 连个 sci 没有 感谢 兄弟 举报 之恩,1
499,没考 过研 一直 哪里 人云亦云 复试 翻盘 陈鑫 案例 不是 个例 这种 真的 一群 nt 无语,1
500,造谣 起来,1
501,好难,1
502,随便 发布 至今 看到 网上 造谣生事 受到 什么 实质性 重大 惩治 还有 平台 一样 未经 核实 怎么 可以 允许 就算 注意 措辞 不能 带有 主观 偏向 节奏 侵犯 名誉 故意伤害 个人 认为 应该 从重 加重 处罚,1
503,面试 就是 体面,1
504,别人 网友 一边 主要 现在 内地 小日子 过得 滋润 基本上 不用 上班 干活 努力 裁员 降薪 时候 这些 厕所 麻溜地 小火锅 脑子里 全是 认为 这个 社会 容不得 优秀,1
505,考研 公平 今年 真的 整体 风气 就是 不好 到处 有人 这个 那个 大家 还是 理性 看待,1
506,不要 希望 同学 影响 安心 上学 杨同学 气馁 加油,1
507,无语 不能 两个 破例 公告 我们 不是 不认 这样 说来 大家 开始 SCI 算了 专业 基础 那么 扎实 干什么 还是 不了 顶尖,1
508,面试 逆袭 不仅 公务员 老多 难道 承认 别人 某一方面 优秀 这么 难嘛,1
509,有点 东西,1
510,希望 陈鑫 同学 伟大 主动 道歉 微博上 键盘 总是 清楚 事实 情况 攻击 一位 没有 网友 影响 继续 努力 医学 发光 发热 致力于 研究 肿瘤学 眼里 学医 医生 就是 没用 接受 反驳,1
511,陈鑫 这么 同学 竟然 网暴 为什么 这个 社会 总有 那么 多杠 精总在 自己 熟悉 领域 指手画脚 随意 评论 究竟 承认 别人 优秀 而且 学硕 方向 明显 侧重 科研 什么 拿来 讨论 希望 快乐 健康 发个 微博 考上 协和 那些 柠檬精,1
512,明白 逆袭,1
513,不要 总分 光看 标题 百分制 标准 明确 初试 复试 百分之五十 组成 面试 成绩 相对而言 笔试 拉开 绝对 差距 下降 正常 老是 阴谋论,1
514,道歉,1
515,硕士 研究生 面试 上岸 为什么 不能 接受 别人 优秀 分享 点正 能量 逆袭 期间 获评 国家 奖学金 博士 笔试 虽然 只是 过线 那些 所谓 挤掉 任何 机会 面试官 视频录像 记录 顺利 分析 数据,1
516,一个 面试 笔试 成绩 几乎 不差 说明 两人 专业 差不多 那人 英语 差点 好像 重要,1
517,官方 那么 清楚 还有 依旧 继续 重伤 同学 好无语 评论 科普 科研 好像 不错 希望 不要 受到 这次 影响,1
518,考生 视频 初试 成绩 本意 就算 重视 复试 准备 不能 放松 下面 已经 没有 质疑 一个 意思,1
519,这个 浮躁 社会 寒门 学子 努力 逆袭 美好 故事 应该 大家 带来 能量,1
520,同学 真的 恭喜 但是 好奇 现在 有些 出来 之前 高分低能 是不是 一批,0
521,香草 果粒,1
522,协和 可能 专业 惋惜 一下 错失 一个 未来 领军人物 因为 象牙塔 几人 接触 所谓 科研 医学 基础知识 深挖 不可否认 如果 涉入 不是 一只 一飞冲天 雄鹰 最后 还是 希望 珍惜 人才 调剂 其他 万一 一天 高攀不起 人家,1
