评论内容,fenci
设施：完备 卫生：不错 环境：挺艺术的 服务：可以,设施 完备 卫生 不错 环境 艺术
优点：民宿的地理位置不错，在一条比较文艺的小街上。出行方便，吃东西方便。服务也很不错，我们到的时候，有男性工作人员帮忙把行李箱拿到三楼房间，走的时候，没有男士当班，值班的小姑娘也帮我们把行李箱从三楼拿到楼下，很不好意思。入住期间，要求多给的矿泉水都会给。房间的床品干净。所以民宿从地理位置和服务来说，是优秀的。缺点：我们住的三楼大床房台盆那里，一用水，台盆下面的水管就漏水。房间的卫生打扫比较马虎，因为入住时，我是用湿纸巾把台盆边边角角擦了两遍。我想打扫卫生的阿姨每次可能只是用抹布把台面擦一下，从不用水冲洗的。因为告诉保洁阿姨台盆漏水，她问我哪里漏水。我放水给她看，她才知道漏水。整个房间及卫生间的设施都比较简陋（除了小爱智能系统外）。我们来之前订了两晚，到的当天看了地理位置和床品后，续订了一晚，所以连住了三天。可见，如果是注重旅游，每天早出晚归，回来只是睡个觉而已，那上面提到的缺点，都是可以忽略的。但是如果是非常注重住宿条件本身的，而且在房间休闲的时间比较多，可能需要慎重考虑。,优点 民宿 地理位置 不错 文艺 出行 不错 男性 工作人员 帮忙 行李箱 拿到 房间 男士 当班 值班 行李箱 拿到 不好意思 入住 矿泉水 房间 床品 干净 民宿 地理位置 优秀 缺点 房台 用水 水管 漏水 房间 卫生 打扫 入住 湿纸巾 边边角角 抹布 台面 用水 告诉 保洁 漏水 漏水 放水 漏水 房间 卫生间 设施 简陋 智能 系统 地理位置 床品 续订 连住 注重 回来 提到 缺点 注重 住宿 条件 房间 休闲 时间
入住很舒心 ，环境不错,入住 舒心 环境 不错
服务很好 地理位置也不错 附近就有茶颜和很多好吃的店 就是走得太累的时候 距离地铁站就相对有点远了 包括环境和卫生还是有待提高的 空调制冷有点慢 碰到节假日晚上还是有点吵 但毕竟是夜生活丰富的长沙,地理位置 不错 茶颜 好吃 距离 地铁站 包括 环境 卫生 有待 提高 空调 制冷 碰到
地理位置极好，很喜欢这种氛围的古街，晚上很热闹，购物很方便，本来预定的是7-8住2晚，临时改时间，提前6号房间入住，前台小妹妹温柔好沟通，顺利帮忙解决了提前入住，超级喜欢又白又胖的坏脾气店猫，下次去长沙还会选择这里,地理位置 喜欢 氛围 热闹 购物 预定 时间 提前 房间 入住 前台 温柔 沟通 顺利 帮忙 解决 提前 入住 喜欢 坏脾气 店猫 选择
非常喜欢民宿所在的都正街，非常漂亮而且有很多有趣的小店和酒吧，还有两家不用排队的茶颜悦色，而且挺靠近五一广场的。柜台的小姐姐非常友善和周到，一来就给我们推荐很多附近的美食。我们对房间也蛮满意，都挺新挺整洁，而且房间有个大电视机和智能家居语音助理，只是建议可能可以粉刷一下墙壁，可能看起来会更干净些。整体来说都挺满意的。,喜欢 民宿 正街 漂亮 有趣 小店 酒吧 不用 排队 靠近 柜台 友善 周到 推荐 美食 房间 满意 整洁 房间 电视机 语音 建议 粉刷 干净 整体 满意
地理位置好，距离五一广场，黄兴路步行街都很近，酒店旁边的巷子吃小吃就已经很方便，距离白沙古井也不远。长沙天气热，酒店提供洗衣服务，不错。就是临街的酒吧晚上有点吵，基本要到12点以后。工作人员服务到位，不容易。,地理位置 距离 步行街 酒店 巷子 小吃 距离 古井 天气 酒店 提供 洗衣 不错 酒吧 要到 工作人员 服务到位
很久没有出来玩了，赶着学生都开学了出来玩了几天，怎么说呢，这家民宿位置很不错，环境也好，服务真的很棒，有求必应，真的非常，楼下很多小吃，一到晚上真的非常热闹，下次还来玩,赶着 学生 开学 民宿 位置 不错 环境 很棒 小吃 热闹
民宿位置不错，离景区不远，步行几分钟就能到黄兴广场和天心阁，想走远点的还可以溜达到杜莆江阁。 周边的美食也很多，茶颜悦色就在民宿不远，和周记粉店是隔壁。还有扶记小吃货和盟重…… 前台的小姑娘很贴心，入住就把周边的美食，游玩路线发微信告诉我们。,民宿 位置 不错 景区 步行 广场 天心 远点 美食 民宿 周记 粉店 扶记 小吃 盟重 前台 贴心 入住 美食 游玩 路线 告诉
房间内照片跟实际的差不多！当初选择这里就是因为前台就在楼下，想着有问题比较快解决！果然没想错！服务很好！有些小问题，但也都及时解决了！房间在都正街里，感觉挺好的，喜欢这种石板街路！自我感觉算是没踩坑的！忘记拍照了！,房间内 照片 选择 前台 想着 解决 没想 解决 房间 正街 感觉 喜欢 石板 算是 忘记 拍照
地理位置很棒~离五一和黄兴广场在步行距离内，隔音一般般但晚上并没有很吵~ 前台小姐姐温柔大方有求必应，响应速度一流 ~ 小露台一级棒！可惜长沙的夏天真的太热情似火了，如果天冷一点吹着晚风喝喝小酒不知得多惬意，当然如果能收走角落的小杂物装饰下就更好啦~ 下次等秋天再来~,地理位置 很棒 广场 步行 距离 隔音 前台 温柔 大方 响应速度 一流 露台 可惜 热情 晚风 喝喝 不知 惬意 收走 角落 杂物 装饰
第二次入住了，老板人很好，也会贴心介绍长沙好吃好喝好玩的地方，都没有踩雷，房间很舒服，民宿地理位置很优秀，靠近各个商圈，楼下也是很出名的古街，很多宝藏小店。下次来还会再选择这里的。,入住 老板 贴心 介绍 好玩 地方 房间 舒服 民宿 地理位置 优秀 靠近 商圈 出名 小店 选择
民宿交通非常方便，在都正街闹中取静，楼下还有周记粉店、茶颜悦色很多好吃的。房间干净，设施齐全，床躺着特别舒服，浴室水特别好，值得推荐。尤其前台服务特别周到，主动推荐周边好吃的，特别适合旅游的人。,民宿 交通 正街 周记 粉店 好吃 房间 干净 设施 舒服 浴室 值得 推荐 前台 周到 推荐 好吃 适合
房间和图片一致，装修风格很喜欢，入住放心，周边交通出行方便。隔音好，空调凉爽，睡得很安稳。老板服务也很周到，即问即答的那种，下次来长沙还会订。,房间 图片 装修 风格 喜欢 入住 放心 交通 出行 隔音 空调 凉爽 安稳 老板 周到 即答
位置好，原本就在古街上，走几百米到黄兴路步行街了，方便，房间也不错！也没有很吵，唯一缺点就是二楼这个房间，正对面有一个亮的广告屏，很亮很亮,位置 原本 步行街 房间 不错 缺点 二楼 房间 正对面 广告 很亮 很亮
民宿就在五一广场附近，出游非常方便；我们四个女孩订的双床，房间很大，卫生干净、风格文艺、非常舒适。民宿老板非常热情，加了微信之后还发了一大段出游攻略！有求必应！ 另外民宿的设施很完善，楼下有免费的洗衣机和烘干机可以使用，对来旅游的人来说太方便啦！！ 民宿楼下就是都正街，有很多氛围很好的小酒馆和小吃店。 总之是一次很好的住宿体验～,民宿 女孩 双床 房间 很大 卫生 干净 风格 文艺 舒适 民宿 老板 热情 还发 一大 攻略 民宿 设施 完善 洗衣机 烘干机 民宿 正街 氛围 很好 小酒馆 小吃店 很好 住宿 体验
来长沙玩了几天 换了几家酒店，这家酒店的感觉给人最好了，前台服务真的太好了，位置也特别好，强烈推荐，有时间一定还会在来的,酒店 酒店 感觉 前台 位置 时间
房间很不错，都是智能家居，床也很大很干净超赞还给我免费升级了，一进房间就觉得很不戳，客服也很用心，走的急忘记拍图了，反正我觉得可。,房间 不错 很大 干净 超赞 还给 房间 客服 用心 忘记 拍图
房间很舒服，干净，位处都正街，但环境安静，基本无吵闹。住客们也都很好，还有一位朋友过生日给我们送了块蛋糕☺️,房间 舒服 干净 位处 正街 环境 吵闹 住客 朋友 蛋糕
位置距离黄兴广场地铁口800米左右。繁华的特色街道里，逛街 逛景点都方便，接待小姐姐态度很亲切，服务非常好。,位置 距离 广场 地铁口 繁华 特色 街道 逛街 景点 接待 态度 亲切
在都正街，交通很方便，晚上有酒吧，楼下有茶颜悦色和周记米粉，最赞的是两张床都是1的，非常适合一家四口，老板很热情,正街 交通 酒吧 周记 两张床 老板 热情
民宿就在都正街，去哪儿都方便，晚上和朋友在阳台喝酒聊天，楼下酒馆有人唱歌，体验真的很棒。而且房间很干净，老板人特好,民宿 正街 朋友 阳台 喝酒 酒馆 唱歌 体验 很棒 房间 干净 老板
有种住家的感觉，卫生和服务也很好，出门吃饭游玩也特别方便，老婆特别满意，下次一定还会再来！！,住家 感觉 卫生 出门 吃饭 游玩 老婆 满意
非常干净，服务态度良好，老板热情，有洗衣烘干服务，电动智能家具，非常的舒服，清扫阿姨特别的勤快，打扫得很干净,干净 服务态度 老板 热情 洗衣 烘干 电动 智能 家具 舒服 清扫 勤快 打扫 干净
服务贴心，老板还是嵊州老乡，给推荐了长沙地道美食，周围交通便捷，有机会再来,贴心 老板 老乡 推荐 地道 美食 交通 便捷 机会
房间很干净整洁，老板人很好，介绍了不少好吃好玩的地方，地理位置很方便，楼下很多好吃的,房间 干净 整洁 老板 介绍 好吃 好玩 地方 地理位置 好吃
位置特别好，下面全是小吃，房间很干净，非常推荐，下次有机会还来，推荐推荐,位置 小吃 房间 干净 推荐 机会 推荐 推荐
房间很大装修美观，设施齐全，卫生也很好，性价比很高，店家很友好热情，很赞！,房间 很大 装修 设施 卫生 性价比 店家 友好 热情
地理位置绝佳，盟重烧烤，盖码饭，文和友都是步行即达。老板也十分热情细致。,地理位置 盟重 烧烤 盖码 文和友 步行 老板 热情 细致
楼下就是小吃街，吃喝方便！房间挺干净，枕头床垫都很舒服，不错的！,小吃街 吃喝 房间 干净 枕头 床垫 舒服 不错
卫生干净，就是房间的空调不太凉快。附近有很多小吃店。打车方便,卫生 干净 房间 空调 凉快 小吃店 打车
店主小姐姐很温柔～人也超级好！酒店环境也不错，以后还会来！！！,店主 温柔 酒店 环境 不错
这个民宿靠近黄兴广场，出行方便，民宿小姐热情待客，体验感不错！,民宿 靠近 广场 出行 民宿 热情 待客 体验 不错
服务热情周到，位置很好，周围小吃很多，房间也很安静,位置 小吃 房间
位置不错哦，古巷中的民宿，晚上去酒吧吃烧烤很棒,位置 不错 古巷 民宿 酒吧 烧烤 很棒
老板人很好，给免费升房间，周围环境也很好，房间也很整洁。,老板 房间 房间 整洁
