评论内容,fenci
房间很干净舒服。一出来就是泳池！下午茶很不错！周围环境都很好，随便拍都很好看！很适合三五朋友小聚。不错,房间 干净 舒服 泳池 下午茶 不错 好看 适合 朋友 不错
民宿设计很好，晚霞也很美,民宿 晚霞 很美
该说不说的比我住的300的酒店还要差，房间小，脏就不说了但是你既然定价在1000，你就应该有1000的配置，桌子也没有，就一个椅子，包包都没地方放，浴缸也很脏的水还不热，总之，这次真的住的很差劲，规定12点退房就必须12点，一点点空间都没有，我们着急忙慌的赶紧起来退房，就怕耽误了时间，唉真的是绝了,酒店 房间 定价 配置 桌子 椅子 包包 地方 浴缸 很脏 不热 差劲 退房 空间 退房 耽误 时间 是绝
夏天带着我家娃出来避暑，孩子在泳池玩了一下午，吃了晚餐又拉着工作人员给他开游戏机，不知道我家娃精力怎么这么好！我也休息地很好，这边环境不错也很安静,避暑 孩子 泳池 晚餐 工作人员 游戏机 精力 休息 环境 不错
下午管家在泳池旁帮我们准备了下午茶，晚餐过后又送来了水果点心，第二天早上的早餐也很精致，整个体验都很好,管家 泳池 下午茶 晚餐 送来 水果 点心 早餐 精致 体验
很出片的酒店，有、烧烤架、街机，遗憾去的时间恒温泳池去不了，室外泳池又太冷，夏天去的话应该更开心吧？,酒店 烧烤 街机 遗憾 时间 泳池 泳池 开心
双人下午茶:这个下午茶很好吃，环境也很不错 很多人过来拍照打卡，昨晚一间民宿做的挺不错了,双人 下午茶 下午茶 好吃 环境 不错 拍照 打卡 民宿
环境很好，位置方便，卫生干净，房间精致，下次来长沙还会选择这家酒店,环境 位置 卫生 干净 房间 精致 选择 酒店
民宿卫生打扫都还比较认真，可能是建筑都是白色，加上开业不久都很新,民宿 卫生 打扫 建筑 白色 开业
环境优美，服务热情，房间卫生床品都很干净，总体很棒！,环境优美 热情 房间 卫生 床品 干净 总体 很棒
老板非常好，住宿体验非常棒，服务绝对可以！下次肯定会打卡！,老板 住宿 体验 肯定 打卡
这是我在长沙住的比较舒服的一个酒店  也很方便,舒服 酒店
环境：一级棒，楼上楼下有两个泳池（不过现在楼上的晚上才开放）室内室外，楼上楼下都有休息区域，坐哪都很惬意 服务：管家很热情，有问题都及时解决，晚上陪我们小酌了两杯，聊聊天，另一位小哥哥新入职的腼腆些，但碰到我们也十分热情地打招呼 设施：房间配备了投影仪、冰箱、洗衣机、浴缸、智能马桶、洗漱用品，因为是新民宿，设备都很新，整体风格也很整洁大方 卫生：床品很舒服，墙体和地砖都是米白色，所以很容易一眼就能看出地面很干净，房间香氛味道很淡很好闻,环境 楼上楼下 泳池 开放 楼上楼下 休息 区域 惬意 管家 热情 解决 入职 腼腆 碰到 热情 打招呼 设施 房间 配备 投影仪 冰箱 洗衣机 浴缸 智能 马桶 洗漱 用品 民宿 整体 风格 整洁 大方 卫生 床品 舒服 墙体 地砖 白色 地面 干净 房间 香氛 味道 很淡 好闻
很不错的入住体验 工作人员态度也很好,不错 入住 体验 工作人员 态度
房间卫生打扫的很仔细，床品也很舒服,房间 卫生 打扫 仔细 床品 舒服
卫生干净 环境好 服务态度很好,卫生 干净 环境 服务态度
体验感很好  老板人也很好,体验 老板
不错哈～适合拍照,不错 适合 拍照
公寓很新，冰箱洗衣机齐全，设备都很新，带一个很大的飘窗很喜欢，楼下有便利店（有只可爱猫猫），公交方便，离地铁口稍远但是胜在安静，门口就有共享电动车很方便，仅一个小小的不足，厕所排气扇可能需要完善一下，水渍有些难干，其他都很不错,公寓 冰箱 洗衣机 很大 飘窗 喜欢 便利店 可爱 猫猫 公交 地铁口 共享 电动车 厕所 排气扇 完善 水渍 不错
设施一般，拖鞋就一双，进公寓比较麻烦，得刷电梯卡，住下来电梯卡还没有住的楼层权限！离橘子洲很近，周边没什么吃的配套一般般，布局很拥挤，有限的地方还放个沙发路都走不开，房间里面衣架都舍不得放，衣服都没地方挂,设施 拖鞋 公寓 麻烦 得刷 电梯 电梯 楼层 权限 配套 布局 拥挤 有限 地方 走不开 房间 衣架 舍不得 衣服 地方
设施：酒店设施非常完善 洗衣机之类的都有 卫生：卫生也非常整洁 服务：服务非常好,设施 酒店设施 完善 洗衣机 卫生 卫生 整洁
公寓很新挺干净，周围环境不错，就是离地铁口步行有点远，但是有公交车两站路就能到一个地铁口，去哪里都很方便，还贴心的配了多头充电器，电视是投屏的，很大很清楚，满意满意,公寓 干净 不错 地铁口 步行 公交车 地铁口 贴心 充电器 电视 投屏 很大 满意 满意
入住感受很不错所以定了四晚之后又续订了~又是新开业的酒店 环境卫生没的说顶呱呱,入住 感受 不错 续订 酒店 环境卫生
环境很好，卫生很干净，有衣帽间的洗衣机冰箱，推荐入住,环境 卫生 干净 衣帽间 洗衣机 冰箱 推荐 入住
前台小姐姐人非常好，非常有耐心，房间也很干净,前台 耐心 房间 干净
房间很干净哦，前台小姐姐也很热情，性价比挺高的，下次还来,房间 干净 前台 热情 性价比
刚装修完没多久吧，东西都很新，设施很齐全，环境布置也感觉很温馨。酒店的管理模式很像年轻人的做法哈哈。就是希望被子的被套能选择稍微好一点点的布料，这个材质的布料对于一部分人来说可能会有点点过敏。,装修 设施 环境 布置 感觉 酒店 年轻人 做法 希望 被子 被套 选择 布料 材质 布料 点点
公寓挺新挺好的就是距离地铁站有点距离，环境啥的都不错还有投影，我觉得要改进的应该是那个厕所干湿分离不够具体，导致厕所或洗漱时候地下每次都一瘫水，可能是那个抽风机不够给力吧，还有那个上下电梯还是需要配房卡的吧，经常上上下下老是麻烦保安有点不好意思的,公寓 距离 地铁站 距离 环境 不错 投影 改进 厕所 干湿 分离 导致 厕所 洗漱 瘫水 电梯 房卡 麻烦 不好意思
房间非常好 棒棒,房间 棒棒
麻雀虽小 五脏俱全 冰箱 洗衣机 都有 民宿也是新装修的 适合长时间入住或月租 唯一缺点就是浴室排水 一洗澡 整个浴室都是水来不及排 停车过夜赠送免费停车券一张,冰箱 洗衣机 民宿 适合 入住 月租 缺点 浴室 排水 洗澡 浴室 停车 赠送 停车
设施：设施很齐全卫生：卫生也好不错.就是床单有点脏环境：环境很好.就是离地铁口有点远服务：服务很好.小姐姐都有再耐心解决我们的问题 。,设施 设施 卫生 卫生 不错 床单 环境 环境 地铁口 耐心 解决
设施好，环境好，服务不错。虽然是按民宿定位，但是是公寓配置，含冰箱洗衣机油烟机。建议老板把服务总台规范化、标准化，回头客会更多。,设施 环境 不错 民宿 定位 公寓 配置 冰箱 洗衣机 油烟机 建议 老板 总台 规范化 回头客
环境很不错，而且老板娘很亲切，房子也打扫得干干净净，一开始不知道财经怎么走，老板娘很耐心跟我说路线，而且房间的隔音非常好，这次入住真的很满意,环境 不错 老板娘 亲切 房子 打扫 财经 老板娘 耐心 路线 房间 隔音 入住 满意
卫生：干净整洁，当时去的时候新房的味道还比较大 环境：周围的环境都很不错，当时去的时候是下雨，隔着窗台看雨很舒服 服务：服务周到，用短信联系,卫生 干净 整洁 新房 味道 环境 环境 不错 下雨 窗台 舒服 短信
首先说两个前提 第一长沙作为一个常年多雨的城市 是非常潮湿的 如果乍一去肯定不习惯 第二河东作为老城相对河西要繁华 但同时也比较吵 长沙时光小筑 地处河西梅溪湖附近 近岳麓山 橘子洲 属于公寓里的民宿 每一间房都比较干净 干爽 建筑格局注定了 良好的通风 没有传统经济型酒店黏糊糊的潮湿感 其次因地理位置 房间多为南向和北向房 安静 有山景 管家也比较热情 服务态度很好,前提 潮湿 肯定 习惯 老城 繁华 时光 小筑 公寓 民宿 干净 干爽 建筑 格局 注定 通风 传统 经济型 酒店 黏糊糊 潮湿 地理位置 房间 山景 管家 热情 服务态度
酒店位于梅溪湖，周边环境很不错，离商圈也比较近，交通也还比较便利，说是酒店其实是一个价格很亲民的民宿。,酒店 位于 不错 商圈 交通 便利 酒店 价格 亲民 民宿
设施：进出走消防电梯，不方便 卫生：床上都是绒毛 环境：没啥好的 服务：前台没人情味，服务一般,设施 进出 消防电梯 卫生 床上 绒毛 环境 前台 人情味
住的很舒适  环境很好  很安静  管家小姐姐免费给我升级了  升了个看湖的房间    卫生真的很干净    是商务风格  房间配备洗衣机  冰箱  很适合出差或者旅游的人   房间里有投影仪也适合情侣一起看电影   出行也方便  楼下就有公交车站  地铁站走路几分钟也到了   小姐姐服务也很热情   有问必答   楼下有门禁要打电话给前台接但是不影响居住  楼下保安  小姐姐说24小时值班  这个表示这个酒店很安全   也非常适合小姐妹一起过来旅游居住,舒适 环境 管家 房间 卫生 干净 商务 风格 房间 配备 洗衣机 冰箱 适合 出差 房间 投影仪 适合 情侣 电影 出行 公交车站 地铁站 走路 热情 门禁 前台 居住 小时 值班 酒店 姐妹 居住
酒店环境很好 沉浸感很强 可能因为是新公寓楼所以早上被装修吵醒 但是总体来说很舒适 离岳麓山也挺近.,酒店 环境 沉浸 公寓楼 装修 吵醒 总体 舒适
公寓很新，无异味，离地铁站步行20分钟，有一丢丢远，总的来说性价比挺高的～,公寓 异味 地铁站 步行 性价比
还可以哦，就是有点难找，其他都还好，环境干净整洁，在长沙算是很便宜的酒店了,还好 环境 干净 整洁 算是 便宜 酒店
设施：都很齐全 环境：环境也很好 卫生：卫生很干净 服务：小姐姐服务态度很好,设施 环境 环境 卫生 卫生 干净 服务态度
超级好的酒店，干净，舒适，大厅楼道都干净整洁。以后有机会来长沙还会选择这家,酒店 干净 舒适 大厅 楼道 干净 整洁 机会 选择
房间挺新的，干净，设备齐全，前台小妹妹热情好客，不错，推荐入住,房间 干净 前台 不错 推荐 入住
这家属于那种第二次来长沙还是会首选的民宿。真心值得推荐,首选 民宿 值得 推荐
厕所有点臭，不通风，别的都还好，投影仪没有会员，只能手机投屏,厕所 通风 还好 投影仪 会员 只能 手机 投屏
临时定的酒店，像公寓式。房间虽然不大，但该有的也都有，卫生干净,酒店 公寓式 房间 卫生 干净
房间空调效果太差了，开一晚上没一点用，其他的都很棒！,房间 空调 效果 很棒
设施：很完善 卫生：很干净 环境：很舒服 服务：很周到,设施 完善 卫生 干净 环境 舒服 周到
服务非常好，卫生很干净，房间很喜欢，地理位置很好,卫生 干净 房间 喜欢 地理位置
环境：可以服务：可以卫生：可以设施：可以,环境 卫生 设施
房间整洁，位置好找，服务态度很好,房间 整洁 位置 好找 服务态度
很好，服务到位。下次还来，值得推荐,服务到位 值得 推荐
非常好，空间很大，第二次入住了,空间 很大 入住
环境舒适，性价比高，下次还来,环境 舒适 性价比
设施：比较新环境：挺好,设施 环境
很干净，也很安静，推荐住宿,干净 推荐 住宿
很赞 确实不错，经常住环境好,确实 不错 环境
房间干净、宽敞！很舒服！,房间 干净 宽敞 舒服
干净卫生，服务也很及时,干净 卫生
环境特别好 ，服务也很好,环境
很好的地方客服人很好,很好 地方 客服
房间很新 性价比很高,房间 性价比
干净又安静，位置好找,干净 位置 好找
好好好，又便宜又舒服,便宜 舒服
赠送免费停车券一张,赠送 停车
房间很大，服务一般,房间 很大
房间真心不错强力推荐,房间 不错 强力 推荐
干净整洁，卫生很好,干净 整洁 卫生
服务：很好，很热情,热情
环境安静，很满意。,环境 满意
很满意,满意
很整洁，非常舒适,整洁 舒适
非常好 环境优美,环境优美
内外环境都很不错,环境 不错
很不错还挺好的,不错 挺好
可以的还不错,不错
很好 不错的,不错
水晶首饰扣款,水晶 首饰 扣款
既便宜又好,便宜
周围环境不错,不错
感觉很舒服,感觉 舒服
总体还不错,总体 不错
衣服被阿姨当垃圾丢了最后不负责 给出的说法：双方都有责任,衣服 垃圾 负责 给出 说法 责任
前台小姐姐非常热心 入住和退房都很顺利 咖啡做的灰常好喝！ 我的行李超级重 小姐姐亲自帮我搬上楼 再搬下来 感动的一塌糊涂 房间布置的很有艺术感 民宿位置无敌方便,前台 入住 退房 顺利 咖啡 好喝 行李 搬下来 感动 房间 布置 艺术 民宿 位置 无敌
是一次非常满意的入住体验。夜丘位置优越、客房干净、装潢雅致，设施齐全。早上前台有精品咖啡，晚上威士忌吧台来杯特调，是体验长沙精致生活的绝好地点。威士忌吧台有必要单独提出，酒单花样繁多，并且夜丘特调都很有特点，不可不试。流浪长沙这款很惊艳。民宿两位小姐姐服务热情周到，雨伞落在店里也可以帮我寄回家里，真的很棒。你能感受到她们在用心对待每一位入住的客人。日后再去长沙，再不必考虑别的住所——夜丘就是我在长沙的安心归处。,满意 入住 体验 夜丘 位置 优越 客房 干净 装潢 雅致 设施 前台 精品 咖啡 吧台 特调 体验 精致 地点 吧台 提出 酒单 夜丘 特调 流浪 惊艳 民宿 雨伞 店里 寄回 很棒 感受 用心 入住 客人 住所 夜丘 安心 归处
本次长沙之行最最最满意的部分就是住到了一个神仙民宿～订房之前觉得图片很美，实际更美！ 落地玻璃窗外的山景简直太棒了！咖啡 美酒 巨好的管家，组合完美,满意 神仙 民宿 订房 图片 落地 玻璃窗 山景 咖啡 美酒 巨好 管家 组合 完美
整体都还不错，前台的小姐姐都很热情，最重要的是楼下有门禁，需要输入密码才能进入，比一般的民宿要有安全感。,整体 不错 前台 热情 门禁 输入 密码 民宿
民宿小姐姐很热情，下次来长沙的首选酒店，照片是露台上拍的烟花秀。,民宿 热情 首选 酒店 照片 露台 上拍 烟花
地理位置极佳，去岳麓山，湘江都非常方便。旁边有不错的餐厅。 一楼咖啡做的不错。 酒店房间挺好，比较大。窗前一棵大树，画面感很好。 服务很温馨。,地理位置 极佳 不错 餐厅 一楼 咖啡 不错 酒店 房间 大树 画面感
因为想要一个书桌，被免费升级了～酒店位置很好，闹中取静，离江边也很近。蓝月一个特别美好的大窗户，上午有充足阳光的时候，往外看出去很有小时候住小楼房的感觉。,想要 书桌 酒店 位置 美好 窗户 充足 小时候 楼房 感觉
很满意，管家和酒保也很热情。在这里感受到了长沙人民的温暖。一楼也有咖啡厅和小酒吧，白天游完回来可以小酌一下，很不错的体验,满意 管家 酒保 热情 感受 温暖 一楼 咖啡厅 酒吧 游完 回来 不错 体验
房间挺宽敞干净的 就是没有电梯这点有点吃力。但是楼下又有一家的小酒吧～各取所需吧，总体好评,房间 宽敞 干净 电梯 吃力 酒吧 总体 好评
位置去岳麓山很方便，楼下有咖啡和酒吧，前台姐姐们也非常,位置 咖啡 酒吧 前台 姐姐
非常具有艺术气息的民宿，视野好，有户外花园和酒吧，值得推荐,艺术 气息 民宿 视野 花园 酒吧 值得 推荐
服务特别热情 环境卫生 一家人住的很开心！,热情 环境卫生 一家人 开心
服务：服务态度非常好 卫生：卫生管理到位,服务态度 卫生 卫生 到位
楼下有咖啡厅和小清吧，有小院子，不错,咖啡厅 院子 不错
价格偏贵，服务很好，房间设施一般,价格 偏贵 房间 设施
环境一般服务不错,环境 不错
真的要给这个民俗非常高的评价，性价比超高，是我住过的民俗最好的，环境好，房间设置舒适，温馨，有家的感觉，床不普通的席梦思，很舒服的床，真的很棒，体验感很高，下次来一定还住这里！,民俗 评价 性价比 超高 民俗 环境 房间 舒适 感觉 舒服 很棒 体验
挑了好久，最终选到云玺，办理入住（退房）手续方便，地段确实不错，从长沙南出直接2号线几个站，再走个10几分钟就到民宿，房间可以住4人，住一齐，小伙伴们聊天外卖都方便，有一点不好是只有1个卫生间，人有三急得排队，尴尬吖。安排的房间1488观景不错，又安静。楼下就是坡子街，文和友（海信广场内）。,选到 办理 入住 退房 手续 地段 确实 不错 号线 民宿 房间 小伙伴 外卖 卫生间 排队 尴尬 安排 房间 观景 不错 坡子 文和友 广场
地理位置特别好。住宿体验也非常满意。如果下次来到长沙。还会住在这里～公寓准备的比家里的都齐全～特别有安全感～四个人住在这里不要太惬意啦 ～特别开心能够在这里入住三天～,地理位置 住宿 体验 满意 来到 公寓 惬意 开心 入住
设施：房间很大，上下两层很宽敞，设施齐全，落地窗户看着外面，很舒服卫生：室内收拾的很干净环境：周围非常方便，湘江边上，地铁口，坡子街，太平街，黄兴路都在周围，出行吃饭都方便服务：店里提前就联系，无接触入住和离店，到了酒店就可以入住，非常方便,设施 房间 很大 宽敞 设施 落地 窗户 看着 舒服 卫生 收拾 干净 环境 地铁口 坡子 出行 吃饭 店里 提前 接触 入住 离店 酒店 入住
房间装修很适合年轻人，还算干净整洁，视野也很好，可以看到橘子洲头，地理位置优越，太平老街、坡子街、超级文和友都在附近溜达就可以到的地方，总体来说体验还是不错,房间 装修 适合 年轻人 干净 整洁 视野 地理位置 优越 老街 坡子 文和友 溜达 地方 总体 体验 不错
这一家民宿真的超级无敌好．那卫生哪都弄得很好，反正我这次是第三次来住了，它们家了．下次还是会来定他们家的名宿,民宿 无敌 卫生 来住 来定 名宿
五一最好的新公寓，位置特别棒！房间非常干净整洁舒适，很宽敞，江景非常美，房东人也很好，下次会再来住!,公寓 位置 房间 干净 整洁 舒适 宽敞 江景 房东
客服小姐姐很贴心，房间不错，愉快的的一次旅行,客服 贴心 房间 不错 愉快
房间干净整洁，地理位置优越，楼下就是海信广场，各种美食。,房间 干净 整洁 地理位置 优越 广场 美食
房间挺好的,房间
房间很干净！环境也很好！整体都很舒服  孩子楼上睡觉 朋友下面打麻将 聊天 ！老板很好  下午的车票比较晚  还给延时退房了！,房间 干净 环境 整体 舒服 孩子 睡觉 朋友 打麻将 老板 车票 还给 退房
酒店很新，房间设施齐全，服务热情，尤其是前台，服务很热情周到，停车很方便，以后还会再来的。,酒店 房间 设施 热情 前台 停车 再来
房间可舒适方便了。这次几个朋友一起齐打卡长沙网红点，住的离太平街坡子街都近太方便了。晚上还可以一起打打麻将开心聊天,房间 舒适 朋友 打卡 网红点 坡子 打麻将 开心
房间非常干净，床品睡得很舒服，交通饮食便利！,房间 干净 床品 舒服 交通 饮食 便利
非常满意，环境优美。下次来还会选择入住。,满意 环境优美 选择 入住
感觉挺好的,感觉
630入住的，非常满意，日式风格，一见钟情。晚8点入住，送来冰粉。早9点餐食，品质不错，坐粉面的阿姨和蔼可亲的，牛奶面包点心的都来自。环境宁静，户外的泳池和烧烤场地，特别棒！墙裂推荐,入住 满意 日式 风格 入住 送来 冰粉 餐食 品质 不错 粉面 牛奶 面包 点心 环境 泳池 烧烤 墙裂 推荐
本洁癖想说卫生很干净，环境又舒适还适合拍照，尤其是早上有小鸟的声音，好治愈～ 工作人员都特别好，我耳堵掉了她们还马上说帮我在网上买；早餐好吃！ 走的时候还送了小礼物，以后来长沙还会再来！,洁癖 卫生 干净 环境 舒适 适合 拍照 小鸟 声音 治愈 工作人员 堵掉 早餐 好吃 礼物
以后来长沙必住的民宿 一定会再来 希望下次再来不要因为太火订不到房 非常非常满意 无可挑剔 喜欢长沙 喜欢热情的长沙人 真的很喜欢这个直木山集民宿 出来从不点评 但是直木山集很值得 值得推荐 肯定会很火很火,民宿 希望 太火 不到 满意 喜欢 喜欢 热情 长沙人 喜欢 民宿 点评 值得 值得 推荐 肯定 很火 很火
设施很智能，卫生也很干净，诧寂风是我最喜欢的装修风格，装修与绿植相呼应，每个角落定格都像一幅画，游泳池比较适合小朋友玩水。 服务也很好，早餐、下午茶和晚上的冰粉都超级好吃,设施 智能 卫生 干净 诧寂 喜欢 装修 风格 装修 植相 呼应 角落 定格 游泳池 适合 小朋友 玩水 早餐 下午茶 冰粉 好吃
很安静的小村子，房间干净温馨，拍照很好看哦！早餐的粉面都很好吃哦，晚上还贴心的送了酒酿鸡蛋！部分照片来自管家的拍摄，一位很会拍照的小美女呦，是一家会让人想念的店！,房间 干净 拍照 好看 早餐 粉面 好吃 贴心 酒酿 鸡蛋 照片 管家 拍摄 拍照 想念
有烤面包的活动 很好吃 早餐也很好吃 旁边花间酒餐厅也好吃 开心 还会来的 服务也很好有停车位 适合带孩子一起来,烤面包 好吃 早餐 好吃 花间 餐厅 好吃 开心 停车位 适合 孩子
酒店服务态度很好～送了果汁，冰粉，第二天准备的早饭很好吃 很贴心，二楼书房还唱一会歌！下次有机会来长沙还来这个民宿,酒店 服务态度 果汁 冰粉 早饭 好吃 贴心 二楼 书房 机会 民宿
住过的民宿太多太多了，管家服务像直木家这样的真的很少哦！！！下次来长沙还会再来的哈哈哈哈开心的体验,民宿 管家 像直 木家 再来 开心 体验
民宿很舒服，卫生干净整洁，小姐姐和阿姨都很友好，还赠送银耳红枣糖水，牛奶，早餐，围炉煮茶，照片，帆布袋～入住的很放松很舒服。,民宿 舒服 卫生 干净 整洁 友好 赠送 红枣 糖水 牛奶 早餐 围炉 煮茶 照片 帆布袋 入住 放松 舒服
在长沙城热闹一天逛吃后，太需要这样一个清静悠闲的民宿，服务很周到，看书、烤面包、看电影，睡前还有红枣莲子羹，舒适有趣，强烈推荐,热闹 清静 民宿 周到 看书 烤面包 电影 红枣 莲子 舒适 有趣
设施：民宿内配有多功能图书室，可以开会聚餐，有小型餐室。户外有烧烤场地设施，可以办活动。房内有两个细节，一是卷发棒，太懂女孩子了，可以拍美照！二是有感应地灯，夜间方便多了。三是洗手间马桶有冲洗热烘功能，加分！ 民宿外一路有各式餐馆、清吧、烘焙店，这个配套很适合远离烦嚣寻找慢生活的友友们，可以在这里过上一个慢节奏的旅程……️ 卫生：干净整洁舒适，给窗明几净的感觉。新开的民宿，放心住。环境：设计风格很，极简主义，搭原木设计，采光好通风。是我喜欢的！服务：超级满意哒！服务细心，有温暖，很周到。遇下雨天，晚上回来有点冷，民宿熬夜等到12点为我们准备了姜枣银耳羹驱寒，感动的不行。退房时为我们送上果茶，太走心了！么么哒 下次还来，回见～,设施 民宿 配有 图书室 开会 聚餐 餐室 烧烤 场地设施 细节 卷发 女孩子 感应 地灯 洗手间 马桶 功能 民宿 餐馆 烘焙 配套 适合 远离 烦嚣 寻找 友友 节奏 旅程 卫生 干净 整洁 舒适 感觉 新开 民宿 放心 环境 风格 主义 原木 采光 通风 喜欢 满意 细心 温暖 周到 下雨天 回来 民宿 熬夜 驱寒 感动 不行 退房 果茶 走心 回见
晚上比较晚到直接就睡了，不想被打扰所以就直接手机关机，第二天没想到一觉睡到11点，对于我这种有睡眠有问题的人，这家民宿真的很能满足我。院子拍照也是真的好看。随手拍的几张发了朋友圈，好多朋友问是哪里。当天刚好遇到管家在烤面包，蹭了个面包吃，第一次吃窑烤面包，还蛮好吃，下次再来啦,不想 打扰 手机 关机 睡到 睡眠 民宿 院子 拍照 好看 朋友圈 朋友 管家 烤面包 面包 烤面包 好吃
环境很好，管家也非常热情，下次还来,环境 管家 热情
很满意，以后有机会再去住哦,满意 机会
安静环境非常不错,环境 不错
环境很棒，服务也特别好，阿姨做的粉真的比外面的好吃很多.,环境 很棒 好吃
怎么说呢，就是非常满意！床也舒服～又好出片！ 还尝了新出炉的面包 伴着鸟叫起床～,满意 舒服 出炉 面包 鸟叫 起床
清晨，微雨后空气清新…… 来长沙，成功躲开了人从众,微雨 成功 躲开
很好的民宿 干干净净 老板人也很好,很好 民宿 老板
房间设计简单，内心的繁杂清空了 烦躁的时候就是它了…,房间 简单 内心 繁杂 清空 烦躁
特别喜欢，住得很舒服，老板娘人超级好，看见我们带了两个孩子特意帮我升级了房间，孩子们玩得很开心。早餐吃的米粉真的一绝，比百年老店的都好吃。哈哈。下次还去。,喜欢 舒服 老板娘 孩子 房间 孩子 开心 早餐 老店 好吃
酒店位于一个宁静的地方，我们晚上到达挺晚的，但是工作人员还是没有漏掉任何一项服务。水果和饮料都给我们准备好了，环境非常舒服，干净。适合放松的地方,酒店 位于 地方 到达 工作人员 漏掉 水果 饮料 环境 舒服 干净 适合 放松 地方
房间的设计品味很不错 整个民宿的装修也很用心 酒店的工作人员服务也很热情 下次还会再来的。,房间 品味 不错 民宿 装修 用心 酒店 工作人员 热情 再来
相当满意！！ 服务贴心 环境治愈 下次还要来～,满意 贴心 环境 治愈
环境很好，服务也很不错，拍照很出片。,环境 不错 拍照
很棒的民宿，木调舒适，还有围炉煮茶,很棒 民宿 木调 舒适 围炉 煮茶
超满意的衣服住宿体验,满意 衣服 住宿 体验
挺好的，会再次选择,选择
